date,CELG,isPartial
2016-09-11,7,False
2016-09-12,57,False
2016-09-13,65,False
2016-09-14,49,False
2016-09-15,42,False
2016-09-16,34,False
2016-09-17,9,False
2016-09-18,7,False
2016-09-19,44,False
2016-09-20,51,False
2016-09-21,55,False
2016-09-22,47,False
2016-09-23,33,False
2016-09-24,13,False
2016-09-25,5,False
2016-09-26,49,False
2016-09-27,41,False
2016-09-28,34,False
2016-09-29,39,False
2016-09-30,36,False
2016-10-01,10,False
2016-10-02,4,False
2016-10-03,52,False
2016-10-04,51,False
2016-10-05,53,False
2016-10-06,53,False
2016-10-07,47,False
2016-10-08,16,False
2016-10-09,10,False
2016-10-10,71,False
2016-10-11,52,False
2016-10-12,23,False
2016-10-13,63,False
2016-10-14,60,False
2016-10-15,19,False
2016-10-16,13,False
2016-10-17,82,False
2016-10-18,55,False
2016-10-19,57,False
2016-10-20,54,False
2016-10-21,52,False
2016-10-22,35,False
2016-10-23,13,False
2016-10-24,60,False
2016-10-25,87,False
2016-10-26,100,False
2016-10-27,92,False
2016-10-28,72,False
2016-10-29,24,False
2016-10-30,15,False
2016-10-31,67,False
2016-11-01,47,False
2016-11-02,28,False
2016-11-03,62,False
2016-11-04,55,False
2016-11-05,20,False
2016-11-06,17,False
2016-11-07,65,False
2016-11-08,56,False
2016-11-09,71,False
2016-11-10,82,False
2016-11-11,53,False
2016-11-12,17,False
2016-11-13,11,False
2016-11-14,53,False
2016-11-15,17,False
2016-11-16,62,False
2016-11-17,48,False
2016-11-18,40,False
2016-11-19,21,False
2016-11-20,12,False
2016-11-21,58,False
2016-11-22,50,False
2016-11-23,60,False
2016-11-24,44,False
2016-11-25,52,False
2016-11-26,12,False
2016-11-27,10,False
2016-11-28,54,False
2016-11-29,57,False
2016-11-30,87,False
2016-12-01,72,False
2016-12-02,64,False
2016-12-03,24,False
2016-12-04,6,False
2016-12-05,73,False
2016-12-06,62,False
2016-12-07,63,False
2016-12-08,55,False
2016-12-09,52,False
2016-12-10,17,False
2016-12-11,14,False
2016-12-12,56,False
2016-12-13,54,False
2016-12-14,75,False
2016-12-15,53,False
2016-12-16,41,False
2016-12-17,13,False
2016-12-18,11,False
2016-12-19,54,False
2016-12-20,57,False
2016-12-21,43,False
2016-12-22,33,False
2016-12-23,27,False
2016-12-24,16,False
2016-12-25,8,False
2016-12-26,61,False
2016-12-27,61,False
2016-12-28,42,False
2016-12-29,41,False
2016-12-30,25,False
2016-12-31,8,False
2017-01-01,11,False
2017-01-02,56,False
2017-01-03,44,False
2017-01-04,54,False
2017-01-05,51,False
2017-01-06,53,False
2017-01-07,25,False
2017-01-08,15,False
2017-01-09,81,False
2017-01-10,82,False
2017-01-11,71,False
2017-01-12,56,False
2017-01-13,57,False
2017-01-14,22,False
2017-01-15,14,False
2017-01-16,54,False
2017-01-17,56,False
2017-01-18,56,False
2017-01-19,44,False
2017-01-20,38,False
2017-01-21,14,False
2017-01-22,8,False
2017-01-23,46,False
2017-01-24,55,False
2017-01-25,51,False
2017-01-26,49,False
2017-01-27,40,False
2017-01-28,12,False
2017-01-29,14,False
2017-01-30,61,False
2017-01-31,64,False
2017-02-01,70,False
2017-02-02,63,False
2017-02-03,61,False
2017-02-04,31,False
2017-02-05,10,False
2017-02-06,51,False
2017-02-07,70,False
2017-02-08,65,False
2017-02-09,56,False
2017-02-10,48,False
2017-02-11,19,False
2017-02-12,11,False
2017-02-13,64,False
2017-02-14,56,False
2017-02-15,58,False
2017-02-16,56,False
2017-02-17,48,False
2017-02-18,21,False
2017-02-19,15,False
2017-02-20,49,False
2017-02-21,52,False
2017-02-22,44,False
2017-02-23,50,False
2017-02-24,47,False
2017-02-25,15,False
2017-02-26,7,False
2017-02-27,18,False
2017-02-28,21,False
2017-03-01,54,False
2017-03-02,55,False
2017-03-03,59,False
2017-03-04,20,False
2017-03-05,15,False
2017-03-06,71,False
2017-03-07,74,False
2017-03-08,71,False
2017-03-09,62,False
2017-03-10,56,False
2017-03-11,13,False
2017-03-12,15,False
2017-03-13,66,False
2017-03-14,51,False
2017-03-15,56,False
2017-03-16,40,False
2017-03-17,47,False
2017-03-18,12,False
2017-03-19,8,False
2017-03-20,49,False
2017-03-21,45,False
2017-03-22,43,False
2017-03-23,45,False
2017-03-24,31,False
2017-03-25,15,False
2017-03-26,8,False
