date,CA,isPartial
2014-12-01,80,False
2014-12-02,83,False
2014-12-03,84,False
2014-12-04,82,False
2014-12-05,85,False
2014-12-06,80,False
2014-12-07,72,False
2014-12-08,81,False
2014-12-09,81,False
2014-12-10,82,False
2014-12-11,88,False
2014-12-12,87,False
2014-12-13,79,False
2014-12-14,72,False
2014-12-15,82,False
2014-12-16,83,False
2014-12-17,83,False
2014-12-18,82,False
2014-12-19,83,False
2014-12-20,80,False
2014-12-21,75,False
2014-12-22,83,False
2014-12-23,86,False
2014-12-24,84,False
2014-12-25,72,False
2014-12-26,79,False
2014-12-27,79,False
2014-12-28,74,False
2014-12-29,85,False
2014-12-30,88,False
2014-12-31,94,False
2015-01-01,81,False
2015-01-02,84,False
2015-01-03,80,False
2015-01-04,75,False
2015-01-05,86,False
2015-01-06,85,False
2015-01-07,84,False
2015-01-08,82,False
2015-01-09,84,False
2015-01-10,78,False
2015-01-11,73,False
2015-01-12,81,False
2015-01-13,83,False
2015-01-14,83,False
2015-01-15,83,False
2015-01-16,83,False
2015-01-17,79,False
2015-01-18,72,False
2015-01-19,82,False
2015-01-20,83,False
2015-01-21,83,False
2015-01-22,82,False
2015-01-23,81,False
2015-01-24,79,False
2015-01-25,74,False
2015-01-26,81,False
2015-01-27,83,False
2015-01-28,84,False
2015-01-29,82,False
2015-01-30,83,False
2015-01-31,78,False
2015-02-01,69,False
2015-02-02,77,False
2015-02-03,82,False
2015-02-04,87,False
2015-02-05,85,False
2015-02-06,85,False
2015-02-07,82,False
2015-02-08,78,False
2015-02-09,85,False
2015-02-10,85,False
2015-02-11,84,False
2015-02-12,90,False
2015-02-13,86,False
2015-02-14,81,False
2015-02-15,74,False
2015-02-16,79,False
2015-02-17,84,False
2015-02-18,84,False
2015-02-19,81,False
2015-02-20,85,False
2015-02-21,80,False
2015-02-22,73,False
2015-02-23,80,False
2015-02-24,82,False
2015-02-25,82,False
2015-02-26,81,False
2015-02-27,85,False
2015-02-28,82,False
2015-03-01,74,False
2015-03-02,89,False
2015-03-03,83,False
2015-03-04,83,False
2015-03-05,84,False
2015-03-06,86,False
2015-03-07,83,False
2015-03-08,75,False
2015-03-09,86,False
2015-03-10,86,False
2015-03-11,88,False
2015-03-12,84,False
2015-03-13,87,False
2015-03-14,82,False
2015-03-15,76,False
2015-03-16,87,False
2015-03-17,86,False
2015-03-18,86,False
2015-03-19,83,False
2015-03-20,84,False
2015-03-21,82,False
2015-03-22,77,False
2015-03-23,86,False
2015-03-24,86,False
2015-03-25,77,False
2015-03-26,80,False
2015-03-27,88,False
2015-03-28,83,False
2015-03-29,72,False
2015-03-30,85,False
2015-03-31,87,False
2015-04-01,88,False
2015-04-02,90,False
2015-04-03,92,False
2015-04-04,83,False
2015-04-05,76,False
2015-04-06,90,False
2015-04-07,90,False
2015-04-08,87,False
2015-04-09,87,False
2015-04-10,87,False
2015-04-11,86,False
2015-04-12,74,False
2015-04-13,87,False
2015-04-14,85,False
2015-04-15,88,False
2015-04-16,85,False
2015-04-17,87,False
2015-04-18,83,False
2015-04-19,78,False
2015-04-20,86,False
2015-04-21,86,False
2015-04-22,88,False
2015-04-23,86,False
2015-04-24,89,False
2015-04-25,83,False
2015-04-26,76,False
2015-04-27,85,False
2015-04-28,84,False
2015-04-29,84,False
2015-04-30,86,False
2015-05-01,91,False
2015-05-02,81,False
2015-05-03,73,False
2015-05-04,86,False
2015-05-05,85,False
2015-05-06,85,False
2015-05-07,89,False
2015-05-08,88,False
2015-05-09,85,False
2015-05-10,75,False
2015-05-11,88,False
2015-05-12,89,False
2015-05-13,87,False
2015-05-14,89,False
2015-05-15,89,False
2015-05-16,83,False
2015-05-17,77,False
2015-05-18,84,False
2015-05-19,86,False
2015-05-20,84,False
2015-05-21,85,False
2015-05-22,88,False
2015-05-23,84,False
2015-05-24,78,False
2015-05-25,72,False
2015-05-26,88,False
2015-05-27,87,False
2015-05-28,89,False
2015-05-29,86,False
2015-05-30,84,False
2015-05-31,78,False
2015-06-01,88,False
2015-06-02,88,False
2015-06-03,90,False
2015-06-04,89,False
2015-06-05,90,False
2015-06-06,83,False
2015-06-07,78,False
2015-06-08,89,False
2015-06-09,89,False
2015-06-10,90,False
2015-06-11,88,False
2015-06-12,90,False
2015-06-13,84,False
2015-06-14,78,False
2015-06-15,86,False
2015-06-16,87,False
2015-06-17,87,False
2015-06-18,91,False
2015-06-19,91,False
2015-06-20,85,False
2015-06-21,78,False
2015-06-22,90,False
2015-06-23,89,False
2015-06-24,90,False
2015-06-25,90,False
2015-06-26,91,False
2015-06-27,87,False
2015-06-28,80,False
2015-06-29,91,False
2015-06-30,92,False
2015-07-01,91,False
2015-07-02,90,False
2015-07-03,85,False
2015-07-04,83,False
2015-07-05,78,False
2015-07-06,89,False
2015-07-07,90,False
2015-07-08,88,False
2015-07-09,89,False
2015-07-10,89,False
2015-07-11,85,False
2015-07-12,81,False
2015-07-13,88,False
2015-07-14,88,False
2015-07-15,91,False
2015-07-16,100,False
2015-07-17,96,False
2015-07-18,95,False
2015-07-19,85,False
2015-07-20,94,False
2015-07-21,94,False
2015-07-22,90,False
2015-07-23,90,False
2015-07-24,93,False
2015-07-25,86,False
2015-07-26,79,False
2015-07-27,89,False
2015-07-28,91,False
2015-07-29,90,False
2015-07-30,93,False
2015-07-31,98,False
2015-08-01,88,False
2015-08-02,84,False
2015-08-03,93,False
2015-08-04,93,False
2015-08-05,92,False
2015-08-06,90,False
2015-08-07,92,False
2015-08-08,83,False
2015-08-09,79,False
2015-08-10,89,False
2015-08-11,89,False
2015-08-12,90,False
2015-08-13,90,False
2015-08-14,92,False
2015-08-15,89,False
2015-08-16,81,False
2015-08-17,92,False
2015-08-18,89,False
