date,CA,isPartial
2017-01-19,86,False
2017-01-20,86,False
2017-01-21,79,False
2017-01-22,74,False
2017-01-23,88,False
2017-01-24,86,False
2017-01-25,83,False
2017-01-26,77,False
2017-01-27,83,False
2017-01-28,77,False
2017-01-29,67,False
2017-01-30,81,False
2017-01-31,87,False
2017-02-01,84,False
2017-02-02,86,False
2017-02-03,89,False
2017-02-04,79,False
2017-02-05,71,False
2017-02-06,79,False
2017-02-07,86,False
2017-02-08,85,False
2017-02-09,86,False
2017-02-10,89,False
2017-02-11,82,False
2017-02-12,72,False
2017-02-13,97,False
2017-02-14,87,False
2017-02-15,86,False
2017-02-16,88,False
2017-02-17,87,False
2017-02-18,89,False
2017-02-19,80,False
2017-02-20,87,False
2017-02-21,93,False
2017-02-22,91,False
2017-02-23,89,False
2017-02-24,89,False
2017-02-25,80,False
2017-02-26,77,False
2017-02-27,88,False
2017-02-28,90,False
2017-03-01,86,False
2017-03-02,85,False
2017-03-03,87,False
2017-03-04,81,False
2017-03-05,79,False
2017-03-06,85,False
2017-03-07,87,False
2017-03-08,84,False
2017-03-09,84,False
2017-03-10,88,False
2017-03-11,81,False
2017-03-12,74,False
2017-03-13,87,False
2017-03-14,88,False
2017-03-15,85,False
2017-03-16,86,False
2017-03-17,85,False
2017-03-18,79,False
2017-03-19,73,False
2017-03-20,88,False
2017-03-21,88,False
2017-03-22,88,False
2017-03-23,84,False
2017-03-24,87,False
2017-03-25,79,False
2017-03-26,76,False
2017-03-27,89,False
2017-03-28,85,False
2017-03-29,88,False
2017-03-30,86,False
2017-03-31,87,False
2017-04-01,82,False
2017-04-02,78,False
2017-04-03,86,False
2017-04-04,89,False
2017-04-05,89,False
2017-04-06,90,False
2017-04-07,90,False
2017-04-08,87,False
2017-04-09,77,False
2017-04-10,91,False
2017-04-11,90,False
2017-04-12,88,False
2017-04-13,92,False
2017-04-14,90,False
2017-04-15,80,False
2017-04-16,74,False
2017-04-17,86,False
2017-04-18,88,False
2017-04-19,82,False
2017-04-20,84,False
2017-04-21,87,False
2017-04-22,80,False
2017-04-23,72,False
2017-04-24,86,False
2017-04-25,87,False
2017-04-26,86,False
2017-04-27,84,False
2017-04-28,84,False
2017-04-29,79,False
2017-04-30,74,False
2017-05-01,89,False
2017-05-02,86,False
2017-05-03,87,False
2017-05-04,87,False
2017-05-05,86,False
2017-05-06,82,False
2017-05-07,74,False
2017-05-08,84,False
2017-05-09,86,False
2017-05-10,83,False
2017-05-11,84,False
2017-05-12,87,False
2017-05-13,79,False
2017-05-14,73,False
2017-05-15,87,False
2017-05-16,87,False
2017-05-17,87,False
2017-05-18,81,False
2017-05-19,86,False
2017-05-20,80,False
2017-05-21,75,False
2017-05-22,88,False
2017-05-23,86,False
2017-05-24,86,False
2017-05-25,86,False
2017-05-26,88,False
2017-05-27,83,False
2017-05-28,78,False
2017-05-29,75,False
2017-05-30,89,False
2017-05-31,89,False
2017-06-01,88,False
2017-06-02,87,False
2017-06-03,83,False
2017-06-04,78,False
2017-06-05,86,False
2017-06-06,89,False
2017-06-07,90,False
2017-06-08,88,False
2017-06-09,87,False
2017-06-10,82,False
2017-06-11,81,False
2017-06-12,88,False
2017-06-13,85,False
2017-06-14,88,False
2017-06-15,88,False
2017-06-16,90,False
2017-06-17,85,False
2017-06-18,79,False
2017-06-19,94,False
2017-06-20,94,False
2017-06-21,89,False
2017-06-22,96,False
2017-06-23,95,False
2017-06-24,88,False
2017-06-25,81,False
2017-06-26,92,False
2017-06-27,93,False
2017-06-28,88,False
2017-06-29,88,False
2017-06-30,90,False
