date,CA,isPartial
2016-05-04,87,False
2016-05-05,92,False
2016-05-06,92,False
2016-05-07,85,False
2016-05-08,79,False
2016-05-09,93,False
2016-05-10,84,False
2016-05-11,87,False
2016-05-12,86,False
2016-05-13,86,False
2016-05-14,81,False
2016-05-15,76,False
2016-05-16,90,False
2016-05-17,88,False
2016-05-18,85,False
2016-05-19,87,False
2016-05-20,89,False
2016-05-21,86,False
2016-05-22,77,False
2016-05-23,82,False
2016-05-24,86,False
2016-05-25,88,False
2016-05-26,89,False
2016-05-27,90,False
2016-05-28,81,False
2016-05-29,75,False
2016-05-30,73,False
2016-05-31,88,False
2016-06-01,89,False
2016-06-02,90,False
2016-06-03,91,False
2016-06-04,85,False
2016-06-05,81,False
2016-06-06,89,False
2016-06-07,96,False
2016-06-08,94,False
2016-06-09,85,False
2016-06-10,87,False
2016-06-11,84,False
2016-06-12,75,False
2016-06-13,85,False
2016-06-14,86,False
2016-06-15,90,False
2016-06-16,85,False
2016-06-17,89,False
2016-06-18,83,False
2016-06-19,76,False
2016-06-20,90,False
2016-06-21,90,False
2016-06-22,89,False
2016-06-23,86,False
2016-06-24,90,False
2016-06-25,86,False
2016-06-26,79,False
2016-06-27,88,False
2016-06-28,91,False
2016-06-29,90,False
2016-06-30,88,False
2016-07-01,90,False
2016-07-02,83,False
2016-07-03,80,False
2016-07-04,74,False
2016-07-05,87,False
2016-07-06,92,False
2016-07-07,90,False
2016-07-08,91,False
2016-07-09,86,False
2016-07-10,77,False
2016-07-11,92,False
2016-07-12,84,False
2016-07-13,84,False
2016-07-14,85,False
2016-07-15,85,False
2016-07-16,81,False
2016-07-17,82,False
2016-07-18,100,False
2016-07-19,87,False
2016-07-20,88,False
2016-07-21,88,False
2016-07-22,87,False
2016-07-23,85,False
2016-07-24,80,False
2016-07-25,90,False
2016-07-26,88,False
2016-07-27,88,False
2016-07-28,90,False
2016-07-29,88,False
2016-07-30,86,False
2016-07-31,80,False
2016-08-01,88,False
2016-08-02,92,False
2016-08-03,92,False
2016-08-04,87,False
2016-08-05,87,False
2016-08-06,80,False
2016-08-07,75,False
2016-08-08,86,False
2016-08-09,84,False
2016-08-10,83,False
2016-08-11,84,False
2016-08-12,84,False
2016-08-13,76,False
2016-08-14,75,False
2016-08-15,88,False
2016-08-16,86,False
2016-08-17,88,False
2016-08-18,82,False
2016-08-19,86,False
2016-08-20,76,False
2016-08-21,71,False
2016-08-22,80,False
2016-08-23,82,False
2016-08-24,81,False
2016-08-25,85,False
2016-08-26,87,False
2016-08-27,79,False
2016-08-28,72,False
2016-08-29,83,False
2016-08-30,84,False
2016-08-31,83,False
2016-09-01,83,False
2016-09-02,82,False
2016-09-03,80,False
2016-09-04,73,False
2016-09-05,73,False
2016-09-06,85,False
2016-09-07,88,False
2016-09-08,84,False
2016-09-09,84,False
2016-09-10,82,False
2016-09-11,72,False
2016-09-12,85,False
2016-09-13,83,False
2016-09-14,81,False
2016-09-15,84,False
2016-09-16,84,False
2016-09-17,78,False
2016-09-18,76,False
2016-09-19,86,False
2016-09-20,86,False
2016-09-21,86,False
2016-09-22,82,False
2016-09-23,82,False
2016-09-24,78,False
2016-09-25,74,False
2016-09-26,85,False
2016-09-27,83,False
2016-09-28,83,False
2016-09-29,81,False
