date,CA,isPartial
2016-09-11,75,False
2016-09-12,87,False
2016-09-13,84,False
2016-09-14,82,False
2016-09-15,86,False
2016-09-16,85,False
2016-09-17,79,False
2016-09-18,77,False
2016-09-19,89,False
2016-09-20,86,False
2016-09-21,88,False
2016-09-22,85,False
2016-09-23,86,False
2016-09-24,79,False
2016-09-25,75,False
2016-09-26,85,False
2016-09-27,85,False
2016-09-28,86,False
2016-09-29,85,False
2016-09-30,86,False
2016-10-01,79,False
2016-10-02,73,False
2016-10-03,85,False
2016-10-04,83,False
2016-10-05,83,False
2016-10-06,85,False
2016-10-07,84,False
2016-10-08,79,False
2016-10-09,75,False
2016-10-10,84,False
2016-10-11,85,False
2016-10-12,85,False
2016-10-13,86,False
2016-10-14,86,False
2016-10-15,81,False
2016-10-16,75,False
2016-10-17,84,False
2016-10-18,88,False
2016-10-19,84,False
2016-10-20,81,False
2016-10-21,85,False
2016-10-22,78,False
2016-10-23,74,False
2016-10-24,86,False
2016-10-25,86,False
2016-10-26,81,False
2016-10-27,86,False
2016-10-28,85,False
2016-10-29,78,False
2016-10-30,73,False
2016-10-31,82,False
2016-11-01,82,False
2016-11-02,84,False
2016-11-03,83,False
2016-11-04,85,False
2016-11-05,79,False
2016-11-06,73,False
2016-11-07,84,False
2016-11-08,89,False
2016-11-09,85,False
2016-11-10,86,False
2016-11-11,82,False
2016-11-12,78,False
2016-11-13,73,False
2016-11-14,85,False
2016-11-15,86,False
2016-11-16,82,False
2016-11-17,83,False
2016-11-18,83,False
2016-11-19,78,False
2016-11-20,72,False
2016-11-21,79,False
2016-11-22,80,False
2016-11-23,79,False
2016-11-24,65,False
2016-11-25,67,False
2016-11-26,76,False
2016-11-27,72,False
2016-11-28,79,False
2016-11-29,81,False
2016-11-30,81,False
2016-12-01,81,False
2016-12-02,82,False
2016-12-03,79,False
2016-12-04,73,False
2016-12-05,83,False
2016-12-06,84,False
2016-12-07,81,False
2016-12-08,83,False
2016-12-09,78,False
2016-12-10,76,False
2016-12-11,71,False
2016-12-12,79,False
2016-12-13,83,False
2016-12-14,82,False
2016-12-15,83,False
2016-12-16,85,False
2016-12-17,77,False
2016-12-18,71,False
2016-12-19,82,False
2016-12-20,84,False
2016-12-21,84,False
2016-12-22,85,False
2016-12-23,82,False
2016-12-24,77,False
2016-12-25,68,False
2016-12-26,74,False
2016-12-27,85,False
2016-12-28,85,False
2016-12-29,84,False
2016-12-30,85,False
2016-12-31,79,False
2017-01-01,76,False
2017-01-02,80,False
2017-01-03,87,False
2017-01-04,89,False
2017-01-05,88,False
2017-01-06,85,False
2017-01-07,82,False
2017-01-08,76,False
2017-01-09,88,False
2017-01-10,88,False
2017-01-11,88,False
2017-01-12,88,False
2017-01-13,87,False
2017-01-14,79,False
2017-01-15,74,False
2017-01-16,81,False
2017-01-17,100,False
2017-01-18,86,False
2017-01-19,86,False
2017-01-20,83,False
2017-01-21,77,False
2017-01-22,73,False
2017-01-23,86,False
2017-01-24,83,False
2017-01-25,79,False
2017-01-26,78,False
2017-01-27,81,False
2017-01-28,76,False
2017-01-29,68,False
2017-01-30,80,False
2017-01-31,86,False
2017-02-01,83,False
2017-02-02,85,False
2017-02-03,88,False
2017-02-04,80,False
2017-02-05,69,False
2017-02-06,80,False
2017-02-07,86,False
2017-02-08,84,False
2017-02-09,87,False
2017-02-10,86,False
2017-02-11,81,False
2017-02-12,72,False
2017-02-13,96,False
2017-02-14,87,False
2017-02-15,84,False
2017-02-16,87,False
2017-02-17,87,False
2017-02-18,88,False
2017-02-19,78,False
2017-02-20,82,False
2017-02-21,90,False
2017-02-22,88,False
2017-02-23,86,False
2017-02-24,86,False
2017-02-25,79,False
2017-02-26,75,False
2017-02-27,84,False
