date,CA,isPartial
2018-02-13,95,False
2018-02-14,89,False
2018-02-15,90,False
2018-02-16,93,False
2018-02-17,85,False
2018-02-18,81,False
2018-02-19,89,False
2018-02-20,95,False
2018-02-21,88,False
2018-02-22,90,False
2018-02-23,95,False
2018-02-24,86,False
2018-02-25,78,False
2018-02-26,93,False
2018-02-27,95,False
2018-02-28,95,False
2018-03-01,95,False
2018-03-02,96,False
2018-03-03,94,False
2018-03-04,82,False
2018-03-05,93,False
2018-03-06,96,False
2018-03-07,97,False
2018-03-08,98,False
2018-03-09,98,False
2018-03-10,96,False
2018-03-11,82,False
2018-03-12,92,False
2018-03-13,98,False
2018-03-14,98,False
2018-03-15,94,False
2018-03-16,97,False
2018-03-17,89,False
2018-03-18,80,False
2018-03-19,95,False
2018-03-20,96,False
2018-03-21,95,False
2018-03-22,100,False
2018-03-23,96,False
2018-03-24,88,False
2018-03-25,82,False
2018-03-26,93,False
2018-03-27,94,False
2018-03-28,95,False
2018-03-29,99,False
2018-03-30,99,False
2018-03-31,89,False
2018-04-01,81,False
2018-04-02,98,False
2018-04-03,100,False
2018-04-04,98,False
2018-04-05,97,False
2018-04-06,98,False
2018-04-07,92,False
2018-04-08,80,False
2018-04-09,92,False
2018-04-10,94,False
2018-04-11,93,False
2018-04-12,96,False
2018-04-13,97,False
2018-04-14,87,False
2018-04-15,83,False
2018-04-16,97,False
2018-04-17,95,False
2018-04-18,95,False
2018-04-19,96,False
2018-04-20,93,False
2018-04-21,86,False
2018-04-22,80,False
2018-04-23,92,False
2018-04-24,93,False
2018-04-25,93,False
2018-04-26,93,False
2018-04-27,96,False
2018-04-28,85,False
2018-04-29,81,False
2018-04-30,95,False
2018-05-01,97,False
2018-05-02,96,False
2018-05-03,92,False
2018-05-04,92,False
2018-05-05,89,False
2018-05-06,81,False
2018-05-07,94,False
2018-05-08,97,False
2018-05-09,95,False
2018-05-10,95,False
2018-05-11,98,False
2018-05-12,88,False
2018-05-13,78,False
2018-05-14,92,False
2018-05-15,96,False
2018-05-16,93,False
2018-05-17,96,False
2018-05-18,92,False
2018-05-19,82,False
2018-05-20,79,False
2018-05-21,90,False
2018-05-22,92,False
2018-05-23,95,False
2018-05-24,96,False
2018-05-25,95,False
2018-05-26,86,False
2018-05-27,78,False
2018-05-28,79,False
2018-05-29,96,False
2018-05-30,96,False
2018-05-31,96,False
2018-06-01,95,False
