date,CA,isPartial
2017-05-29,73,False
2017-05-30,87,False
2017-05-31,89,False
2017-06-01,88,False
2017-06-02,86,False
2017-06-03,82,False
2017-06-04,79,False
2017-06-05,86,False
2017-06-06,89,False
2017-06-07,89,False
2017-06-08,85,False
2017-06-09,86,False
2017-06-10,84,False
2017-06-11,79,False
2017-06-12,87,False
2017-06-13,83,False
2017-06-14,91,False
2017-06-15,85,False
2017-06-16,89,False
2017-06-17,86,False
2017-06-18,79,False
2017-06-19,92,False
2017-06-20,93,False
2017-06-21,90,False
2017-06-22,95,False
2017-06-23,93,False
2017-06-24,87,False
2017-06-25,80,False
2017-06-26,94,False
2017-06-27,94,False
2017-06-28,87,False
2017-06-29,87,False
2017-06-30,88,False
2017-07-01,88,False
2017-07-02,82,False
2017-07-03,88,False
2017-07-04,78,False
2017-07-05,90,False
2017-07-06,87,False
2017-07-07,97,False
2017-07-08,91,False
2017-07-09,84,False
2017-07-10,94,False
2017-07-11,91,False
2017-07-12,90,False
2017-07-13,92,False
2017-07-14,87,False
2017-07-15,84,False
2017-07-16,83,False
2017-07-17,93,False
2017-07-18,100,False
2017-07-19,91,False
2017-07-20,87,False
2017-07-21,90,False
2017-07-22,84,False
2017-07-23,78,False
2017-07-24,90,False
2017-07-25,89,False
2017-07-26,88,False
2017-07-27,86,False
2017-07-28,92,False
2017-07-29,82,False
2017-07-30,78,False
2017-07-31,91,False
2017-08-01,92,False
2017-08-02,92,False
2017-08-03,90,False
2017-08-04,92,False
2017-08-05,85,False
2017-08-06,78,False
2017-08-07,90,False
2017-08-08,89,False
2017-08-09,87,False
2017-08-10,88,False
2017-08-11,86,False
2017-08-12,80,False
2017-08-13,75,False
2017-08-14,86,False
2017-08-15,90,False
2017-08-16,87,False
2017-08-17,88,False
2017-08-18,86,False
2017-08-19,81,False
2017-08-20,77,False
2017-08-21,91,False
2017-08-22,87,False
2017-08-23,85,False
2017-08-24,88,False
2017-08-25,85,False
2017-08-26,80,False
2017-08-27,73,False
2017-08-28,85,False
2017-08-29,87,False
2017-08-30,87,False
2017-08-31,91,False
2017-09-01,90,False
2017-09-02,88,False
2017-09-03,86,False
2017-09-04,78,False
2017-09-05,87,False
2017-09-06,85,False
2017-09-07,85,False
2017-09-08,84,False
2017-09-09,79,False
2017-09-10,73,False
2017-09-11,83,False
2017-09-12,83,False
2017-09-13,85,False
2017-09-14,85,False
2017-09-15,84,False
2017-09-16,79,False
2017-09-17,70,False
2017-09-18,85,False
2017-09-19,85,False
2017-09-20,82,False
2017-09-21,85,False
2017-09-22,85,False
2017-09-23,80,False
2017-09-24,73,False
2017-09-25,83,False
2017-09-26,84,False
2017-09-27,82,False
2017-09-28,83,False
2017-09-29,80,False
2017-09-30,76,False
2017-10-01,72,False
2017-10-02,82,False
2017-10-03,81,False
2017-10-04,81,False
2017-10-05,78,False
2017-10-06,84,False
2017-10-07,77,False
2017-10-08,75,False
2017-10-09,95,False
2017-10-10,94,False
2017-10-11,92,False
2017-10-12,90,False
2017-10-13,89,False
2017-10-14,81,False
2017-10-15,78,False
2017-10-16,84,False
2017-10-17,84,False
2017-10-18,80,False
2017-10-19,81,False
2017-10-20,82,False
2017-10-21,72,False
2017-10-22,70,False
2017-10-23,79,False
2017-10-24,81,False
2017-10-25,82,False
2017-10-26,79,False
2017-10-27,81,False
2017-10-28,74,False
2017-10-29,66,False
2017-10-30,79,False
2017-10-31,78,False
2017-11-01,77,False
2017-11-02,78,False
2017-11-03,78,False
2017-11-04,73,False
2017-11-05,68,False
2017-11-06,78,False
2017-11-07,79,False
2017-11-08,81,False
2017-11-09,79,False
2017-11-10,82,False
2017-11-11,78,False
2017-11-12,68,False
2017-11-13,79,False
2017-11-14,80,False
2017-11-15,81,False
2017-11-16,79,False
2017-11-17,76,False
2017-11-18,72,False
2017-11-19,68,False
2017-11-20,77,False
2017-11-21,77,False
2017-11-22,74,False
2017-11-23,63,False
2017-11-24,65,False
2017-11-25,70,False
2017-11-26,67,False
2017-11-27,77,False
2017-11-28,78,False
2017-11-29,77,False
2017-11-30,80,False
2017-12-01,78,False
2017-12-02,72,False
2017-12-03,68,False
2017-12-04,80,False
2017-12-05,82,False
2017-12-06,84,False
2017-12-07,86,False
2017-12-08,88,False
2017-12-09,77,False
2017-12-10,67,False
2017-12-11,79,False
2017-12-12,77,False
2017-12-13,77,False
2017-12-14,79,False
2017-12-15,82,False
2017-12-16,76,False
2017-12-17,72,False
2017-12-18,78,False
2017-12-19,79,False
2017-12-20,82,False
2017-12-21,82,False
2017-12-22,80,False
2017-12-23,75,False
2017-12-24,70,False
2017-12-25,64,False
2017-12-26,77,False
2017-12-27,84,False
2017-12-28,82,False
2017-12-29,81,False
2017-12-30,74,False
2017-12-31,70,False
2018-01-01,72,False
2018-01-02,80,False
2018-01-03,84,False
2018-01-04,85,False
2018-01-05,84,False
2018-01-06,78,False
2018-01-07,74,False
2018-01-08,83,False
2018-01-09,84,False
2018-01-10,84,False
2018-01-11,84,False
2018-01-12,81,False
2018-01-13,76,False
2018-01-14,72,False
2018-01-15,76,False
2018-01-16,82,False
2018-01-17,92,False
2018-01-18,83,False
2018-01-19,83,False
2018-01-20,76,False
2018-01-21,68,False
2018-01-22,78,False
2018-01-23,77,False
2018-01-24,77,False
2018-01-25,82,False
2018-01-26,83,False
2018-01-27,71,False
2018-01-28,69,False
2018-01-29,79,False
2018-01-30,79,False
2018-01-31,78,False
2018-02-01,79,False
2018-02-02,81,False
2018-02-03,73,False
2018-02-04,65,False
2018-02-05,75,False
2018-02-06,76,False
2018-02-07,79,False
2018-02-08,80,False
2018-02-09,78,False
2018-02-10,73,False
2018-02-11,68,False
2018-02-12,79,False
2018-02-13,79,False
