date,CA,isPartial
2015-12-26,75,False
2015-12-27,76,False
2015-12-28,88,False
2015-12-29,88,False
2015-12-30,87,False
2015-12-31,85,False
2016-01-01,77,False
2016-01-02,81,False
2016-01-03,77,False
2016-01-04,88,False
2016-01-05,92,False
2016-01-06,92,False
2016-01-07,87,False
2016-01-08,85,False
2016-01-09,80,False
2016-01-10,81,False
2016-01-11,84,False
2016-01-12,86,False
2016-01-13,86,False
2016-01-14,100,False
2016-01-15,83,False
2016-01-16,79,False
2016-01-17,82,False
2016-01-18,82,False
2016-01-19,88,False
2016-01-20,86,False
2016-01-21,87,False
2016-01-22,83,False
2016-01-23,78,False
2016-01-24,74,False
2016-01-25,83,False
2016-01-26,81,False
2016-01-27,81,False
2016-01-28,83,False
2016-01-29,83,False
2016-01-30,84,False
2016-01-31,75,False
2016-02-01,90,False
2016-02-02,86,False
2016-02-03,80,False
2016-02-04,79,False
2016-02-05,84,False
2016-02-06,76,False
2016-02-07,69,False
2016-02-08,77,False
2016-02-09,84,False
2016-02-10,84,False
2016-02-11,85,False
2016-02-12,86,False
2016-02-13,82,False
2016-02-14,75,False
2016-02-15,80,False
2016-02-16,84,False
2016-02-17,87,False
2016-02-18,85,False
2016-02-19,85,False
2016-02-20,80,False
2016-02-21,75,False
2016-02-22,82,False
2016-02-23,88,False
2016-02-24,85,False
2016-02-25,85,False
2016-02-26,82,False
2016-02-27,77,False
2016-02-28,74,False
2016-02-29,82,False
2016-03-01,83,False
2016-03-02,86,False
2016-03-03,85,False
2016-03-04,89,False
2016-03-05,82,False
2016-03-06,80,False
2016-03-07,89,False
2016-03-08,85,False
2016-03-09,86,False
2016-03-10,85,False
2016-03-11,88,False
2016-03-12,84,False
2016-03-13,76,False
2016-03-14,86,False
2016-03-15,84,False
2016-03-16,84,False
2016-03-17,87,False
2016-03-18,87,False
2016-03-19,80,False
2016-03-20,76,False
2016-03-21,89,False
2016-03-22,94,False
2016-03-23,86,False
2016-03-24,89,False
2016-03-25,87,False
2016-03-26,79,False
2016-03-27,75,False
2016-03-28,87,False
2016-03-29,88,False
2016-03-30,86,False
2016-03-31,85,False
2016-04-01,85,False
2016-04-02,80,False
2016-04-03,78,False
2016-04-04,85,False
2016-04-05,87,False
2016-04-06,87,False
2016-04-07,86,False
2016-04-08,88,False
2016-04-09,84,False
2016-04-10,77,False
2016-04-11,86,False
2016-04-12,87,False
2016-04-13,83,False
2016-04-14,89,False
2016-04-15,85,False
2016-04-16,83,False
2016-04-17,73,False
2016-04-18,86,False
2016-04-19,83,False
2016-04-20,81,False
2016-04-21,81,False
2016-04-22,87,False
2016-04-23,79,False
2016-04-24,75,False
2016-04-25,86,False
2016-04-26,82,False
2016-04-27,87,False
2016-04-28,87,False
2016-04-29,89,False
2016-04-30,81,False
2016-05-01,78,False
2016-05-02,90,False
2016-05-03,89,False
2016-05-04,85,False
2016-05-05,89,False
2016-05-06,90,False
2016-05-07,89,False
2016-05-08,78,False
2016-05-09,88,False
2016-05-10,86,False
2016-05-11,84,False
2016-05-12,84,False
2016-05-13,85,False
2016-05-14,81,False
2016-05-15,75,False
2016-05-16,86,False
2016-05-17,87,False
2016-05-18,85,False
2016-05-19,87,False
2016-05-20,83,False
2016-05-21,83,False
2016-05-22,74,False
2016-05-23,82,False
2016-05-24,86,False
2016-05-25,89,False
2016-05-26,88,False
2016-05-27,89,False
2016-05-28,82,False
2016-05-29,76,False
2016-05-30,73,False
2016-05-31,86,False
2016-06-01,88,False
2016-06-02,88,False
2016-06-03,88,False
2016-06-04,84,False
2016-06-05,78,False
2016-06-06,91,False
2016-06-07,92,False
2016-06-08,94,False
2016-06-09,86,False
2016-06-10,89,False
2016-06-11,84,False
2016-06-12,74,False
2016-06-13,83,False
2016-06-14,83,False
2016-06-15,85,False
2016-06-16,86,False
2016-06-17,89,False
2016-06-18,83,False
2016-06-19,74,False
2016-06-20,89,False
2016-06-21,89,False
2016-06-22,91,False
2016-06-23,85,False
2016-06-24,88,False
2016-06-25,85,False
2016-06-26,78,False
2016-06-27,87,False
2016-06-28,89,False
2016-06-29,88,False
2016-06-30,88,False
2016-07-01,87,False
2016-07-02,84,False
2016-07-03,78,False
2016-07-04,73,False
2016-07-05,85,False
2016-07-06,90,False
2016-07-07,91,False
2016-07-08,89,False
2016-07-09,83,False
2016-07-10,75,False
2016-07-11,88,False
2016-07-12,83,False
2016-07-13,83,False
2016-07-14,83,False
2016-07-15,84,False
2016-07-16,81,False
2016-07-17,79,False
2016-07-18,99,False
2016-07-19,87,False
2016-07-20,88,False
2016-07-21,88,False
2016-07-22,87,False
2016-07-23,85,False
2016-07-24,78,False
2016-07-25,88,False
2016-07-26,87,False
2016-07-27,86,False
2016-07-28,88,False
2016-07-29,87,False
2016-07-30,83,False
2016-07-31,79,False
2016-08-01,85,False
2016-08-02,88,False
2016-08-03,88,False
2016-08-04,88,False
2016-08-05,86,False
2016-08-06,79,False
2016-08-07,76,False
2016-08-08,85,False
2016-08-09,83,False
2016-08-10,84,False
2016-08-11,85,False
2016-08-12,83,False
2016-08-13,76,False
2016-08-14,74,False
2016-08-15,87,False
2016-08-16,84,False
2016-08-17,88,False
2016-08-18,83,False
2016-08-19,83,False
2016-08-20,76,False
2016-08-21,72,False
2016-08-22,82,False
2016-08-23,84,False
2016-08-24,81,False
2016-08-25,83,False
2016-08-26,83,False
2016-08-27,80,False
2016-08-28,72,False
2016-08-29,82,False
2016-08-30,82,False
2016-08-31,82,False
2016-09-01,82,False
2016-09-02,84,False
2016-09-03,80,False
2016-09-04,72,False
2016-09-05,70,False
2016-09-06,82,False
2016-09-07,85,False
2016-09-08,84,False
2016-09-09,84,False
2016-09-10,80,False
2016-09-11,72,False
