date,CA,isPartial
2011-01-01,83,False
2011-01-02,80,False
2011-01-03,94,False
2011-01-04,90,False
2011-01-05,96,False
2011-01-06,90,False
2011-01-07,89,False
2011-01-08,84,False
2011-01-09,73,False
2011-01-10,84,False
2011-01-11,85,False
2011-01-12,85,False
2011-01-13,86,False
2011-01-14,87,False
2011-01-15,84,False
2011-01-16,73,False
2011-01-17,78,False
2011-01-18,85,False
2011-01-19,85,False
2011-01-20,85,False
2011-01-21,89,False
2011-01-22,84,False
2011-01-23,73,False
2011-01-24,80,False
2011-01-25,83,False
2011-01-26,86,False
2011-01-27,84,False
2011-01-28,85,False
2011-01-29,81,False
2011-01-30,75,False
2011-01-31,83,False
2011-02-01,84,False
2011-02-02,82,False
2011-02-03,83,False
2011-02-04,86,False
2011-02-05,80,False
2011-02-06,70,False
2011-02-07,79,False
2011-02-08,88,False
2011-02-09,87,False
2011-02-10,86,False
2011-02-11,87,False
2011-02-12,84,False
2011-02-13,75,False
2011-02-14,82,False
2011-02-15,88,False
2011-02-16,87,False
2011-02-17,90,False
2011-02-18,92,False
2011-02-19,88,False
2011-02-20,79,False
2011-02-21,80,False
2011-02-22,88,False
2011-02-23,89,False
2011-02-24,89,False
2011-02-25,92,False
2011-02-26,89,False
2011-02-27,78,False
2011-02-28,83,False
2011-03-01,87,False
2011-03-02,89,False
2011-03-03,88,False
2011-03-04,88,False
2011-03-05,87,False
2011-03-06,79,False
2011-03-07,91,False
2011-03-08,91,False
2011-03-09,87,False
2011-03-10,87,False
2011-03-11,97,False
2011-03-12,83,False
2011-03-13,72,False
2011-03-14,83,False
2011-03-15,83,False
2011-03-16,84,False
2011-03-17,87,False
2011-03-18,89,False
2011-03-19,85,False
2011-03-20,80,False
2011-03-21,91,False
2011-03-22,90,False
2011-03-23,90,False
2011-03-24,90,False
2011-03-25,93,False
2011-03-26,90,False
2011-03-27,80,False
2011-03-28,91,False
2011-03-29,89,False
2011-03-30,90,False
2011-03-31,88,False
2011-04-01,90,False
2011-04-02,88,False
2011-04-03,79,False
2011-04-04,89,False
2011-04-05,89,False
2011-04-06,91,False
2011-04-07,90,False
2011-04-08,91,False
2011-04-09,89,False
2011-04-10,79,False
2011-04-11,89,False
2011-04-12,90,False
2011-04-13,90,False
2011-04-14,90,False
2011-04-15,92,False
2011-04-16,92,False
2011-04-17,83,False
2011-04-18,94,False
2011-04-19,93,False
2011-04-20,93,False
2011-04-21,90,False
2011-04-22,100,False
2011-04-23,90,False
2011-04-24,83,False
2011-04-25,94,False
2011-04-26,92,False
2011-04-27,89,False
2011-04-28,90,False
2011-04-29,90,False
2011-04-30,86,False
2011-05-01,76,False
2011-05-02,86,False
2011-05-03,87,False
2011-05-04,90,False
2011-05-05,92,False
2011-05-06,91,False
2011-05-07,88,False
2011-05-08,81,False
2011-05-09,89,False
2011-05-10,91,False
2011-05-11,90,False
2011-05-12,88,False
2011-05-13,92,False
2011-05-14,88,False
2011-05-15,80,False
2011-05-16,90,False
2011-05-17,94,False
2011-05-18,92,False
2011-05-19,91,False
2011-05-20,91,False
2011-05-21,87,False
2011-05-22,80,False
2011-05-23,90,False
2011-05-24,90,False
2011-05-25,91,False
2011-05-26,89,False
2011-05-27,91,False
2011-05-28,89,False
2011-05-29,83,False
2011-05-30,75,False
2011-05-31,94,False
2011-06-01,93,False
2011-06-02,97,False
2011-06-03,97,False
2011-06-04,91,False
2011-06-05,81,False
2011-06-06,90,False
2011-06-07,90,False
2011-06-08,91,False
2011-06-09,90,False
2011-06-10,91,False
2011-06-11,89,False
2011-06-12,78,False
2011-06-13,91,False
2011-06-14,93,False
2011-06-15,92,False
2011-06-16,91,False
2011-06-17,93,False
2011-06-18,88,False
2011-06-19,79,False
2011-06-20,89,False
2011-06-21,92,False
2011-06-22,91,False
2011-06-23,93,False
2011-06-24,98,False
2011-06-25,90,False
2011-06-26,83,False
2011-06-27,93,False
2011-06-28,96,False
2011-06-29,95,False
2011-06-30,94,False
2011-07-01,95,False
2011-07-02,91,False
2011-07-03,82,False
2011-07-04,78,False
2011-07-05,94,False
2011-07-06,98,False
2011-07-07,96,False
2011-07-08,95,False
2011-07-09,94,False
2011-07-10,85,False
2011-07-11,93,False
2011-07-12,94,False
2011-07-13,94,False
