date,CA,isPartial
2015-08-18,86,False
2015-08-19,86,False
2015-08-20,87,False
2015-08-21,86,False
2015-08-22,81,False
2015-08-23,76,False
2015-08-24,86,False
2015-08-25,85,False
2015-08-26,86,False
2015-08-27,85,False
2015-08-28,86,False
2015-08-29,83,False
2015-08-30,79,False
2015-08-31,83,False
2015-09-01,83,False
2015-09-02,82,False
2015-09-03,86,False
2015-09-04,85,False
2015-09-05,79,False
2015-09-06,75,False
2015-09-07,72,False
2015-09-08,86,False
2015-09-09,86,False
2015-09-10,86,False
2015-09-11,87,False
2015-09-12,80,False
2015-09-13,79,False
2015-09-14,91,False
2015-09-15,89,False
2015-09-16,85,False
2015-09-17,84,False
2015-09-18,82,False
2015-09-19,79,False
2015-09-20,73,False
2015-09-21,82,False
2015-09-22,84,False
2015-09-23,83,False
2015-09-24,85,False
2015-09-25,83,False
2015-09-26,77,False
2015-09-27,73,False
2015-09-28,82,False
2015-09-29,83,False
2015-09-30,81,False
2015-10-01,83,False
2015-10-02,82,False
2015-10-03,78,False
2015-10-04,72,False
2015-10-05,81,False
2015-10-06,81,False
2015-10-07,83,False
2015-10-08,82,False
2015-10-09,82,False
2015-10-10,79,False
2015-10-11,74,False
2015-10-12,84,False
2015-10-13,83,False
2015-10-14,82,False
2015-10-15,82,False
2015-10-16,85,False
2015-10-17,85,False
2015-10-18,73,False
2015-10-19,84,False
2015-10-20,79,False
2015-10-21,83,False
2015-10-22,82,False
2015-10-23,82,False
2015-10-24,79,False
2015-10-25,73,False
2015-10-26,86,False
2015-10-27,83,False
2015-10-28,80,False
2015-10-29,79,False
2015-10-30,81,False
2015-10-31,78,False
2015-11-01,71,False
2015-11-02,86,False
2015-11-03,84,False
2015-11-04,82,False
2015-11-05,79,False
2015-11-06,80,False
2015-11-07,77,False
2015-11-08,72,False
2015-11-09,81,False
2015-11-10,83,False
2015-11-11,77,False
2015-11-12,79,False
2015-11-13,77,False
2015-11-14,72,False
2015-11-15,69,False
2015-11-16,81,False
2015-11-17,80,False
2015-11-18,77,False
2015-11-19,79,False
2015-11-20,78,False
2015-11-21,72,False
2015-11-22,69,False
2015-11-23,78,False
2015-11-24,77,False
2015-11-25,74,False
2015-11-26,60,False
2015-11-27,63,False
2015-11-28,68,False
2015-11-29,64,False
2015-11-30,74,False
2015-12-01,75,False
2015-12-02,84,False
2015-12-03,86,False
2015-12-04,80,False
2015-12-05,76,False
2015-12-06,69,False
2015-12-07,79,False
2015-12-08,78,False
2015-12-09,76,False
2015-12-10,79,False
2015-12-11,78,False
2015-12-12,74,False
2015-12-13,70,False
2015-12-14,78,False
2015-12-15,81,False
2015-12-16,78,False
2015-12-17,77,False
2015-12-18,79,False
2015-12-19,78,False
2015-12-20,71,False
2015-12-21,80,False
2015-12-22,86,False
2015-12-23,85,False
2015-12-24,81,False
2015-12-25,69,False
