date,XRAY
2012-10-12,84
2012-10-13,86
2012-10-14,76
2012-10-15,82
2012-10-16,86
2012-10-17,74
2012-10-18,85
2012-10-19,79
2012-10-20,76
2012-10-21,78
2012-10-22,88
2012-10-23,86
2012-10-24,80
2012-10-25,97
2012-10-26,94
2012-10-27,82
2012-10-28,88
2012-10-29,88
2012-10-30,90
2012-10-31,89
2012-11-01,96
2012-11-02,92
2012-11-03,88
2012-11-04,84
2012-11-05,78
2012-11-06,78
2012-11-07,77
2012-11-08,85
2012-11-09,76
2012-11-10,88
2012-11-11,77
2012-11-12,75
2012-11-13,87
2012-11-14,90
2012-11-15,96
2012-11-16,95
2012-11-17,74
2012-11-18,83
2012-11-19,88
2012-11-20,86
2012-11-21,83
2012-11-22,69
2012-11-23,80
2012-11-24,79
2012-11-25,75
2012-11-26,71
2012-11-27,82
2012-11-28,82
2012-11-29,80
2012-11-30,82
2012-12-01,81
2012-12-02,85
2012-12-03,90
2012-12-04,81
2012-12-05,88
2012-12-06,85
2012-12-07,79
2012-12-08,79
2012-12-09,77
2012-12-10,79
2012-12-11,76
2012-12-12,74
2012-12-13,81
2012-12-14,80
2012-12-15,65
2012-12-16,71
2012-12-17,79
2012-12-18,74
2012-12-19,74
2012-12-20,81
2012-12-21,90
2012-12-22,82
2012-12-23,86
2012-12-24,76
2012-12-25,69
2012-12-26,73
2012-12-27,80
2012-12-28,79
2012-12-29,75
2012-12-30,75
2012-12-31,83
2013-01-01,70
2013-01-02,78
2013-01-03,78
2013-01-04,83
2013-01-05,76
2013-01-06,74
2013-01-07,83
2013-01-08,79
2013-01-09,85
2013-01-10,82
2013-01-11,84
2013-01-12,82
2013-01-13,75
2013-01-14,77
2013-01-15,76
2013-01-16,76
2013-01-17,84
2013-01-18,81
2013-01-19,91
2013-01-20,79
2013-01-21,75
2013-01-22,87
2013-01-23,83
2013-01-24,82
2013-01-25,78
2013-01-26,77
2013-01-27,78
2013-01-28,81
2013-01-29,81
2013-01-30,84
2013-01-31,79
2013-02-01,74
2013-02-02,74
2013-02-03,78
2013-02-04,86
2013-02-05,83
2013-02-06,80
2013-02-07,81
2013-02-08,80
2013-02-09,81
2013-02-10,75
2013-02-11,87
2013-02-12,78
2013-02-13,79
2013-02-14,71
2013-02-15,79
2013-02-16,80
2013-02-17,81
2013-02-18,73
2013-02-19,76
2013-02-20,83
2013-02-21,83
2013-02-22,82
2013-02-23,81
2013-02-24,77
2013-02-25,82
2013-02-26,90
2013-02-27,79
2013-02-28,73
2013-03-01,75
2013-03-02,72
2013-03-03,79
2013-03-04,75
2013-03-05,78
2013-03-06,79
2013-03-07,80
2013-03-08,81
2013-03-09,75
2013-03-10,73
2013-03-11,82
2013-03-12,84
2013-03-13,91
2013-03-14,88
2013-03-15,89
2013-03-16,100
2013-03-17,82
2013-03-18,80
2013-03-19,81
2013-03-20,84
2013-03-21,90
2013-03-22,87
2013-03-23,83
2013-03-24,90
2013-03-25,85
2013-03-26,95
2013-03-27,82
2013-03-28,86
2013-03-29,83
2013-03-30,78
2013-03-31,77
2013-04-01,89
2013-04-02,93
2013-04-03,84
2013-04-04,83
2013-04-05,82
2013-04-06,81
2013-04-07,78
2013-04-08,79
2013-04-09,82
2013-04-10,80
2013-04-11,79
2013-04-12,90
2013-04-13,79
2013-04-14,86
2013-04-15,81
2013-04-16,76
2013-04-17,79
2013-04-18,76
2013-04-19,80
2013-04-20,80
2013-04-21,86
2013-04-22,78
2013-04-23,77
2013-04-24,81
2013-04-25,76
2013-04-26,77
2013-04-27,76
2013-04-28,73
2013-04-29,86
2013-04-30,80
2013-05-01,90
2013-05-02,89
2013-05-03,100
2013-05-04,96
2013-05-05,84
2013-05-06,81
2013-05-07,77
2013-05-08,82
2013-05-09,87
2013-05-10,81
2013-05-11,78
2013-05-12,83
2013-05-13,76
2013-05-14,82
2013-05-15,80
2013-05-16,76
2013-05-17,75
2013-05-18,70
2013-05-19,84
2013-05-20,78
2013-05-21,76
2013-05-22,79
2013-05-23,75
2013-05-24,79
2013-05-25,69
2013-05-26,73
2013-05-27,60
2013-05-28,75
2013-05-29,75
2013-05-30,81
2013-05-31,79
2013-06-01,78
2013-06-02,73
2013-06-03,72
2013-06-04,79
2013-06-05,73
2013-06-06,77
2013-06-07,74
2013-06-08,73
2013-06-09,75
2013-06-10,72
2013-06-11,76
2013-06-12,76
2013-06-13,74
2013-06-14,75
2013-06-15,63
2013-06-16,72
2013-06-17,76
2013-06-18,82
2013-06-19,73
2013-06-20,82
2013-06-21,80
2013-06-22,75
2013-06-23,70
2013-06-24,81
2013-06-25,81
2013-06-26,79
2013-06-27,75
2013-06-28,79
2013-06-29,64
