date,XRAY
2011-05-11,78
2011-05-12,75
2011-05-13,70
2011-05-14,53
2011-05-15,58
2011-05-16,77
2011-05-17,65
2011-05-18,85
2011-05-19,76
2011-05-20,82
2011-05-21,59
2011-05-22,72
2011-05-23,81
2011-05-24,81
2011-05-25,74
2011-05-26,67
2011-05-27,75
2011-05-28,65
2011-05-29,75
2011-05-30,67
2011-05-31,73
2011-06-01,79
2011-06-02,78
2011-06-03,70
2011-06-04,68
2011-06-05,68
2011-06-06,72
2011-06-07,77
2011-06-08,80
2011-06-09,79
2011-06-10,76
2011-06-11,59
2011-06-12,61
2011-06-13,70
2011-06-14,76
2011-06-15,67
2011-06-16,72
2011-06-17,62
2011-06-18,66
2011-06-19,64
2011-06-20,84
2011-06-21,80
2011-06-22,72
2011-06-23,74
2011-06-24,82
2011-06-25,71
2011-06-26,72
2011-06-27,97
2011-06-28,83
2011-06-29,78
2011-06-30,83
2011-07-01,86
2011-07-02,69
2011-07-03,72
2011-07-04,65
2011-07-05,71
2011-07-06,80
2011-07-07,74
2011-07-08,78
2011-07-09,80
2011-07-10,75
2011-07-11,82
2011-07-12,78
2011-07-13,81
2011-07-14,73
2011-07-15,75
2011-07-16,69
2011-07-17,73
2011-07-18,78
2011-07-19,80
2011-07-20,78
2011-07-21,77
2011-07-22,73
2011-07-23,55
2011-07-24,61
2011-07-25,78
2011-07-26,85
2011-07-27,88
2011-07-28,83
2011-07-29,72
2011-07-30,63
2011-07-31,68
2011-08-01,80
2011-08-02,87
2011-08-03,78
2011-08-04,91
2011-08-05,79
2011-08-06,74
2011-08-07,67
2011-08-08,81
2011-08-09,82
2011-08-10,79
2011-08-11,80
2011-08-12,76
2011-08-13,64
2011-08-14,68
2011-08-15,86
2011-08-16,75
2011-08-17,80
2011-08-18,77
2011-08-19,78
2011-08-20,70
2011-08-21,64
2011-08-22,78
2011-08-23,75
2011-08-24,76
2011-08-25,85
2011-08-26,74
2011-08-27,62
2011-08-28,68
2011-08-29,78
2011-08-30,75
2011-08-31,79
2011-09-01,83
2011-09-02,72
2011-09-03,66
2011-09-04,67
2011-09-05,66
2011-09-06,77
2011-09-07,89
2011-09-08,86
2011-09-09,73
2011-09-10,65
2011-09-11,67
2011-09-12,80
2011-09-13,81
2011-09-14,84
2011-09-15,81
2011-09-16,89
2011-09-17,86
2011-09-18,90
2011-09-19,92
2011-09-20,92
2011-09-21,89
2011-09-22,87
2011-09-23,88
2011-09-24,77
2011-09-25,75
2011-09-26,89
2011-09-27,90
2011-09-28,77
2011-09-29,85
2011-09-30,87
2011-10-01,73
2011-10-02,80
2011-10-03,83
2011-10-04,84
2011-10-05,86
2011-10-06,75
2011-10-07,78
2011-10-08,71
2011-10-09,70
2011-10-10,79
2011-10-11,81
2011-10-12,93
2011-10-13,88
2011-10-14,82
2011-10-15,68
2011-10-16,83
2011-10-17,85
2011-10-18,81
2011-10-19,74
2011-10-20,87
2011-10-21,73
2011-10-22,73
2011-10-23,67
2011-10-24,87
2011-10-25,82
2011-10-26,85
2011-10-27,82
2011-10-28,75
2011-10-29,67
2011-10-30,69
2011-10-31,79
2011-11-01,78
2011-11-02,85
2011-11-03,83
2011-11-04,80
2011-11-05,76
2011-11-06,74
2011-11-07,86
2011-11-08,88
2011-11-09,86
2011-11-10,85
2011-11-11,75
2011-11-12,67
2011-11-13,72
2011-11-14,86
2011-11-15,80
2011-11-16,84
2011-11-17,88
2011-11-18,85
2011-11-19,84
2011-11-20,92
2011-11-21,94
2011-11-22,89
2011-11-23,86
2011-11-24,81
2011-11-25,81
2011-11-26,83
2011-11-27,83
2011-11-28,90
2011-11-29,87
2011-11-30,86
2011-12-01,87
2011-12-02,87
2011-12-03,86
2011-12-04,69
2011-12-05,85
2011-12-06,84
2011-12-07,88
2011-12-08,88
2011-12-09,81
2011-12-10,86
2011-12-11,89
2011-12-12,88
2011-12-13,90
2011-12-14,90
2011-12-15,94
2011-12-16,81
2011-12-17,75
2011-12-18,80
2011-12-19,84
2011-12-20,79
2011-12-21,87
2011-12-22,82
2011-12-23,75
2011-12-24,64
2011-12-25,60
2011-12-26,63
2011-12-27,75
2011-12-28,83
2011-12-29,80
2011-12-30,73
2011-12-31,76
2012-01-01,62
2012-01-02,77
2012-01-03,77
2012-01-04,86
2012-01-05,80
2012-01-06,89
2012-01-07,86
2012-01-08,74
2012-01-09,86
2012-01-10,80
2012-01-11,90
2012-01-12,93
2012-01-13,94
2012-01-14,100
2012-01-15,91
2012-01-16,84
2012-01-17,84
2012-01-18,83
2012-01-19,85
2012-01-20,88
2012-01-21,81
2012-01-22,85
2012-01-23,89
2012-01-24,93
2012-01-25,87
2012-01-26,80
