date,XRAY
2012-01-26,50
2012-01-27,53
2012-01-28,50
2012-01-29,53
2012-01-30,49
2012-01-31,54
2012-02-01,51
2012-02-02,50
2012-02-03,47
2012-02-04,46
2012-02-05,43
2012-02-06,47
2012-02-07,52
2012-02-08,49
2012-02-09,49
2012-02-10,50
2012-02-11,46
2012-02-12,43
2012-02-13,49
2012-02-14,50
2012-02-15,49
2012-02-16,51
2012-02-17,45
2012-02-18,45
2012-02-19,50
2012-02-20,47
2012-02-21,54
2012-02-22,53
2012-02-23,48
2012-02-24,51
2012-02-25,47
2012-02-26,49
2012-02-27,53
2012-02-28,54
2012-02-29,53
2012-03-01,57
2012-03-02,56
2012-03-03,72
2012-03-04,67
2012-03-05,62
2012-03-06,57
2012-03-07,61
2012-03-08,54
2012-03-09,53
2012-03-10,58
2012-03-11,52
2012-03-12,51
2012-03-13,49
2012-03-14,53
2012-03-15,56
2012-03-16,54
2012-03-17,52
2012-03-18,50
2012-03-19,58
2012-03-20,56
2012-03-21,55
2012-03-22,56
2012-03-23,61
2012-03-24,68
2012-03-25,57
2012-03-26,54
2012-03-27,56
2012-03-28,57
2012-03-29,58
2012-03-30,55
2012-03-31,56
2012-04-01,56
2012-04-02,56
2012-04-03,56
2012-04-04,59
2012-04-05,61
2012-04-06,63
2012-04-07,48
2012-04-08,55
2012-04-09,50
2012-04-10,57
2012-04-11,61
2012-04-12,56
2012-04-13,53
2012-04-14,47
2012-04-15,52
2012-04-16,55
2012-04-17,51
2012-04-18,50
2012-04-19,56
2012-04-20,54
2012-04-21,50
2012-04-22,52
2012-04-23,60
2012-04-24,57
2012-04-25,51
2012-04-26,54
2012-04-27,55
2012-04-28,47
2012-04-29,53
2012-04-30,59
2012-05-01,57
2012-05-02,53
2012-05-03,54
2012-05-04,50
2012-05-05,50
2012-05-06,53
2012-05-07,50
2012-05-08,52
2012-05-09,54
2012-05-10,50
2012-05-11,54
2012-05-12,54
2012-05-13,52
2012-05-14,50
2012-05-15,52
2012-05-16,47
2012-05-17,51
2012-05-18,50
2012-05-19,53
2012-05-20,50
2012-05-21,54
2012-05-22,51
2012-05-23,51
2012-05-24,47
2012-05-25,44
2012-05-26,44
2012-05-27,46
2012-05-28,47
2012-05-29,49
2012-05-30,50
2012-05-31,48
2012-06-01,49
2012-06-02,47
2012-06-03,50
2012-06-04,47
2012-06-05,52
2012-06-06,49
2012-06-07,52
2012-06-08,53
2012-06-09,43
2012-06-10,44
2012-06-11,49
2012-06-12,53
2012-06-13,55
2012-06-14,48
2012-06-15,45
2012-06-16,43
2012-06-17,45
2012-06-18,52
2012-06-19,54
2012-06-20,50
2012-06-21,52
2012-06-22,49
2012-06-23,42
2012-06-24,47
2012-06-25,48
2012-06-26,51
2012-06-27,52
2012-06-28,50
2012-06-29,50
2012-06-30,42
2012-07-01,41
2012-07-02,48
2012-07-03,44
2012-07-04,45
2012-07-05,48
2012-07-06,49
2012-07-07,46
2012-07-08,44
2012-07-09,48
2012-07-10,55
2012-07-11,54
2012-07-12,50
2012-07-13,49
2012-07-14,47
2012-07-15,43
2012-07-16,53
2012-07-17,53
2012-07-18,49
2012-07-19,55
2012-07-20,48
2012-07-21,41
2012-07-22,45
2012-07-23,50
2012-07-24,50
2012-07-25,55
2012-07-26,49
2012-07-27,50
2012-07-28,39
2012-07-29,40
2012-07-30,51
2012-07-31,54
2012-08-01,59
2012-08-02,58
2012-08-03,62
2012-08-04,60
2012-08-05,50
2012-08-06,59
2012-08-07,60
2012-08-08,60
2012-08-09,58
2012-08-10,59
2012-08-11,47
2012-08-12,51
2012-08-13,56
2012-08-14,58
2012-08-15,52
2012-08-16,60
2012-08-17,64
2012-08-18,58
2012-08-19,59
2012-08-20,55
2012-08-21,56
2012-08-22,61
2012-08-23,57
2012-08-24,59
2012-08-25,52
2012-08-26,51
2012-08-27,51
2012-08-28,55
2012-08-29,64
2012-08-30,100
2012-08-31,94
2012-09-01,76
2012-09-02,68
2012-09-03,64
2012-09-04,62
2012-09-05,64
2012-09-06,64
2012-09-07,61
2012-09-08,58
2012-09-09,54
2012-09-10,56
2012-09-11,57
2012-09-12,51
2012-09-13,55
2012-09-14,52
2012-09-15,55
2012-09-16,56
2012-09-17,49
2012-09-18,53
2012-09-19,52
2012-09-20,50
2012-09-21,46
2012-09-22,54
2012-09-23,48
2012-09-24,53
2012-09-25,56
2012-09-26,51
2012-09-27,49
2012-09-28,52
2012-09-29,44
2012-09-30,47
2012-10-01,51
2012-10-02,55
2012-10-03,53
2012-10-04,49
2012-10-05,52
2012-10-06,44
2012-10-07,49
2012-10-08,49
2012-10-09,52
2012-10-10,47
2012-10-11,51
2012-10-12,50
