date,XRAY
2011-01-01,53
2011-01-02,74
2011-01-03,75
2011-01-04,86
2011-01-05,88
2011-01-06,85
2011-01-07,81
2011-01-08,67
2011-01-09,73
2011-01-10,75
2011-01-11,77
2011-01-12,82
2011-01-13,74
2011-01-14,67
2011-01-15,64
2011-01-16,62
2011-01-17,76
2011-01-18,81
2011-01-19,73
2011-01-20,77
2011-01-21,68
2011-01-22,62
2011-01-23,62
2011-01-24,71
2011-01-25,70
2011-01-26,68
2011-01-27,76
2011-01-28,70
2011-01-29,65
2011-01-30,67
2011-01-31,74
2011-02-01,77
2011-02-02,73
2011-02-03,80
2011-02-04,73
2011-02-05,64
2011-02-06,59
2011-02-07,75
2011-02-08,80
2011-02-09,73
2011-02-10,76
2011-02-11,71
2011-02-12,59
2011-02-13,59
2011-02-14,70
2011-02-15,69
2011-02-16,80
2011-02-17,69
2011-02-18,68
2011-02-19,65
2011-02-20,68
2011-02-21,67
2011-02-22,79
2011-02-23,79
2011-02-24,69
2011-02-25,69
2011-02-26,62
2011-02-27,65
2011-02-28,72
2011-03-01,74
2011-03-02,72
2011-03-03,73
2011-03-04,68
2011-03-05,66
2011-03-06,65
2011-03-07,74
2011-03-08,86
2011-03-09,83
2011-03-10,80
2011-03-11,68
2011-03-12,70
2011-03-13,70
2011-03-14,80
2011-03-15,88
2011-03-16,85
2011-03-17,88
2011-03-18,71
2011-03-19,74
2011-03-20,73
2011-03-21,79
2011-03-22,79
2011-03-23,83
2011-03-24,83
2011-03-25,79
2011-03-26,68
2011-03-27,77
2011-03-28,80
2011-03-29,76
2011-03-30,80
2011-03-31,78
2011-04-01,84
2011-04-02,78
2011-04-03,78
2011-04-04,81
2011-04-05,78
2011-04-06,81
2011-04-07,93
2011-04-08,80
2011-04-09,65
2011-04-10,66
2011-04-11,85
2011-04-12,83
2011-04-13,90
2011-04-14,82
2011-04-15,77
2011-04-16,62
2011-04-17,71
2011-04-18,80
2011-04-19,84
2011-04-20,89
2011-04-21,92
2011-04-22,78
2011-04-23,70
2011-04-24,71
2011-04-25,79
2011-04-26,97
2011-04-27,92
2011-04-28,89
2011-04-29,80
2011-04-30,73
2011-05-01,70
2011-05-02,79
2011-05-03,81
2011-05-04,87
2011-05-05,85
2011-05-06,87
2011-05-07,78
2011-05-08,70
2011-05-09,90
2011-05-10,82
2011-05-11,84
2011-05-12,86
2011-05-13,81
2011-05-14,62
2011-05-15,70
2011-05-16,77
2011-05-17,77
2011-05-18,90
2011-05-19,80
2011-05-20,72
2011-05-21,66
2011-05-22,66
2011-05-23,80
2011-05-24,82
2011-05-25,83
2011-05-26,74
2011-05-27,74
2011-05-28,72
2011-05-29,80
2011-05-30,76
2011-05-31,79
2011-06-01,86
2011-06-02,86
2011-06-03,82
2011-06-04,68
2011-06-05,72
2011-06-06,78
2011-06-07,76
2011-06-08,88
2011-06-09,76
2011-06-10,73
2011-06-11,67
2011-06-12,71
2011-06-13,79
2011-06-14,71
2011-06-15,76
2011-06-16,78
2011-06-17,71
2011-06-18,79
2011-06-19,71
2011-06-20,88
2011-06-21,90
2011-06-22,78
2011-06-23,79
2011-06-24,89
2011-06-25,81
2011-06-26,75
2011-06-27,100
2011-06-28,93
2011-06-29,80
2011-06-30,81
2011-07-01,90
2011-07-02,84
2011-07-03,79
2011-07-04,70
2011-07-05,89
2011-07-06,90
2011-07-07,86
2011-07-08,90
2011-07-09,71
2011-07-10,79
2011-07-11,92
2011-07-12,84
2011-07-13,88
2011-07-14,84
2011-07-15,82
2011-07-16,74
2011-07-17,75
2011-07-18,85
2011-07-19,91
2011-07-20,86
2011-07-21,88
2011-07-22,79
2011-07-23,66
2011-07-24,72
2011-07-25,87
2011-07-26,88
2011-07-27,86
2011-07-28,80
2011-07-29,84
2011-07-30,64
2011-07-31,69
2011-08-01,82
2011-08-02,89
2011-08-03,80
2011-08-04,94
2011-08-05,84
2011-08-06,71
2011-08-07,75
2011-08-08,85
2011-08-09,84
2011-08-10,85
2011-08-11,88
2011-08-12,86
2011-08-13,70
2011-08-14,77
2011-08-15,94
2011-08-16,85
2011-08-17,85
2011-08-18,84
2011-08-19,83
2011-08-20,66
2011-08-21,65
2011-08-22,79
2011-08-23,85
2011-08-24,91
2011-08-25,82
2011-08-26,82
2011-08-27,61
2011-08-28,67
2011-08-29,80
2011-08-30,82
2011-08-31,91
2011-09-01,82
2011-09-02,88
2011-09-03,73
2011-09-04,76
2011-09-05,69
2011-09-06,80
2011-09-07,90
2011-09-08,82
2011-09-09,84
2011-09-10,66
2011-09-11,78
2011-09-12,90
2011-09-13,87
2011-09-14,91
2011-09-15,99
2011-09-16,98
2011-09-17,96
2011-09-18,100
