date,XRAY
2016-07-30,72
2016-07-31,70
2016-08-01,80
2016-08-02,84
2016-08-03,92
2016-08-04,85
2016-08-05,80
2016-08-06,72
2016-08-07,74
2016-08-08,86
2016-08-09,88
2016-08-10,92
2016-08-11,86
2016-08-12,83
2016-08-13,68
2016-08-14,68
2016-08-15,86
2016-08-16,87
2016-08-17,84
2016-08-18,88
2016-08-19,75
2016-08-20,66
2016-08-21,70
2016-08-22,83
2016-08-23,87
2016-08-24,93
2016-08-25,94
2016-08-26,88
2016-08-27,73
2016-08-28,74
2016-08-29,86
2016-08-30,88
2016-08-31,88
2016-09-01,86
2016-09-02,81
2016-09-03,73
2016-09-04,69
2016-09-05,71
2016-09-06,85
2016-09-07,88
2016-09-08,87
2016-09-09,81
2016-09-10,72
2016-09-11,70
2016-09-12,88
2016-09-13,93
2016-09-14,90
2016-09-15,92
2016-09-16,83
2016-09-17,72
2016-09-18,72
2016-09-19,86
2016-09-20,85
2016-09-21,89
2016-09-22,88
2016-09-23,83
2016-09-24,67
2016-09-25,70
2016-09-26,87
2016-09-27,92
2016-09-28,87
2016-09-29,88
2016-09-30,82
2016-10-01,68
2016-10-02,65
2016-10-03,80
2016-10-04,92
2016-10-05,90
2016-10-06,83
2016-10-07,80
2016-10-08,70
2016-10-09,70
2016-10-10,83
2016-10-11,89
2016-10-12,86
2016-10-13,83
2016-10-14,85
2016-10-15,72
2016-10-16,73
2016-10-17,91
2016-10-18,91
2016-10-19,88
2016-10-20,90
2016-10-21,87
2016-10-22,70
2016-10-23,69
2016-10-24,83
2016-10-25,81
2016-10-26,88
2016-10-27,89
2016-10-28,81
2016-10-29,69
2016-10-30,74
2016-10-31,85
2016-11-01,87
2016-11-02,93
2016-11-03,90
2016-11-04,86
2016-11-05,67
2016-11-06,72
2016-11-07,94
2016-11-08,86
2016-11-09,74
2016-11-10,86
2016-11-11,84
2016-11-12,68
2016-11-13,68
2016-11-14,87
2016-11-15,87
2016-11-16,88
2016-11-17,90
2016-11-18,86
2016-11-19,75
2016-11-20,72
2016-11-21,89
2016-11-22,88
2016-11-23,81
2016-11-24,71
2016-11-25,71
2016-11-26,66
2016-11-27,68
2016-11-28,83
2016-11-29,87
2016-11-30,88
2016-12-01,88
2016-12-02,85
2016-12-03,69
2016-12-04,72
2016-12-05,85
2016-12-06,89
2016-12-07,89
2016-12-08,89
2016-12-09,78
2016-12-10,68
2016-12-11,71
2016-12-12,79
2016-12-13,87
2016-12-14,82
2016-12-15,80
2016-12-16,80
2016-12-17,68
2016-12-18,65
2016-12-19,78
2016-12-20,83
2016-12-21,85
2016-12-22,83
2016-12-23,75
2016-12-24,64
2016-12-25,59
2016-12-26,65
2016-12-27,74
2016-12-28,85
2016-12-29,86
2016-12-30,80
2016-12-31,66
2017-01-01,61
2017-01-02,73
2017-01-03,85
2017-01-04,93
2017-01-05,94
2017-01-06,89
2017-01-07,79
2017-01-08,74
2017-01-09,89
2017-01-10,95
2017-01-11,90
2017-01-12,92
2017-01-13,89
2017-01-14,79
2017-01-15,76
2017-01-16,88
2017-01-17,93
2017-01-18,93
2017-01-19,94
2017-01-20,89
2017-01-21,79
2017-01-22,80
2017-01-23,97
2017-01-24,92
2017-01-25,91
2017-01-26,89
2017-01-27,90
2017-01-28,80
2017-01-29,75
2017-01-30,87
2017-01-31,92
2017-02-01,92
2017-02-02,95
2017-02-03,92
2017-02-04,77
2017-02-05,73
2017-02-06,88
2017-02-07,93
2017-02-08,97
2017-02-09,88
2017-02-10,89
2017-02-11,80
2017-02-12,78
2017-02-13,88
2017-02-14,91
2017-02-15,95
2017-02-16,97
2017-02-17,88
2017-02-18,77
2017-02-19,78
2017-02-20,94
2017-02-21,99
2017-02-22,93
2017-02-23,89
2017-02-24,93
2017-02-25,73
2017-02-26,77
2017-02-27,91
2017-02-28,95
2017-03-01,93
2017-03-02,93
2017-03-03,84
2017-03-04,75
2017-03-05,74
2017-03-06,94
2017-03-07,95
2017-03-08,96
2017-03-09,93
2017-03-10,86
2017-03-11,74
2017-03-12,74
2017-03-13,91
2017-03-14,94
2017-03-15,89
2017-03-16,91
2017-03-17,83
2017-03-18,73
2017-03-19,75
2017-03-20,89
2017-03-21,100
2017-03-22,93
2017-03-23,87
2017-03-24,87
2017-03-25,76
2017-03-26,77
2017-03-27,86
2017-03-28,89
2017-03-29,93
2017-03-30,90
2017-03-31,81
2017-04-01,75
2017-04-02,72
2017-04-03,90
2017-04-04,95
2017-04-05,89
2017-04-06,90
2017-04-07,81
2017-04-08,71
2017-04-09,69
2017-04-10,96
2017-04-11,95
2017-04-12,89
2017-04-13,89
2017-04-14,82
