date,XRAY
2011-09-18,79
2011-09-19,83
2011-09-20,77
2011-09-21,75
2011-09-22,73
2011-09-23,78
2011-09-24,61
2011-09-25,68
2011-09-26,75
2011-09-27,72
2011-09-28,65
2011-09-29,72
2011-09-30,78
2011-10-01,64
2011-10-02,71
2011-10-03,72
2011-10-04,72
2011-10-05,76
2011-10-06,63
2011-10-07,64
2011-10-08,67
2011-10-09,63
2011-10-10,68
2011-10-11,67
2011-10-12,77
2011-10-13,73
2011-10-14,66
2011-10-15,58
2011-10-16,72
2011-10-17,67
2011-10-18,68
2011-10-19,62
2011-10-20,67
2011-10-21,66
2011-10-22,60
2011-10-23,63
2011-10-24,75
2011-10-25,78
2011-10-26,70
2011-10-27,73
2011-10-28,67
2011-10-29,59
2011-10-30,59
2011-10-31,69
2011-11-01,72
2011-11-02,70
2011-11-03,80
2011-11-04,67
2011-11-05,59
2011-11-06,65
2011-11-07,73
2011-11-08,76
2011-11-09,72
2011-11-10,67
2011-11-11,62
2011-11-12,52
2011-11-13,62
2011-11-14,69
2011-11-15,71
2011-11-16,70
2011-11-17,75
2011-11-18,71
2011-11-19,80
2011-11-20,80
2011-11-21,78
2011-11-22,80
2011-11-23,76
2011-11-24,73
2011-11-25,64
2011-11-26,69
2011-11-27,65
2011-11-28,73
2011-11-29,74
2011-11-30,77
2011-12-01,74
2011-12-02,79
2011-12-03,65
2011-12-04,64
2011-12-05,74
2011-12-06,75
2011-12-07,74
2011-12-08,74
2011-12-09,74
2011-12-10,68
2011-12-11,76
2011-12-12,79
2011-12-13,81
2011-12-14,75
2011-12-15,77
2011-12-16,74
2011-12-17,77
2011-12-18,72
2011-12-19,67
2011-12-20,69
2011-12-21,72
2011-12-22,77
2011-12-23,61
2011-12-24,56
2011-12-25,48
2011-12-26,56
2011-12-27,67
2011-12-28,73
2011-12-29,70
2011-12-30,67
2011-12-31,60
2012-01-01,50
2012-01-02,60
2012-01-03,75
2012-01-04,78
2012-01-05,76
2012-01-06,78
2012-01-07,72
2012-01-08,62
2012-01-09,70
2012-01-10,67
2012-01-11,79
2012-01-12,82
2012-01-13,82
2012-01-14,82
2012-01-15,80
2012-01-16,73
2012-01-17,76
2012-01-18,66
2012-01-19,77
2012-01-20,74
2012-01-21,72
2012-01-22,68
2012-01-23,71
2012-01-24,82
2012-01-25,73
2012-01-26,74
2012-01-27,74
2012-01-28,69
2012-01-29,74
2012-01-30,71
2012-01-31,73
2012-02-01,68
2012-02-02,72
2012-02-03,68
2012-02-04,66
2012-02-05,66
2012-02-06,66
2012-02-07,73
2012-02-08,68
2012-02-09,70
2012-02-10,69
2012-02-11,61
2012-02-12,58
2012-02-13,69
2012-02-14,69
2012-02-15,67
2012-02-16,72
2012-02-17,62
2012-02-18,65
2012-02-19,71
2012-02-20,69
2012-02-21,72
2012-02-22,71
2012-02-23,66
2012-02-24,75
2012-02-25,61
2012-02-26,64
2012-02-27,74
2012-02-28,74
2012-02-29,69
2012-03-01,76
2012-03-02,79
2012-03-03,95
2012-03-04,100
2012-03-05,85
2012-03-06,80
2012-03-07,85
2012-03-08,79
2012-03-09,74
2012-03-10,76
2012-03-11,82
2012-03-12,71
2012-03-13,72
2012-03-14,68
2012-03-15,74
2012-03-16,72
2012-03-17,70
2012-03-18,74
2012-03-19,76
2012-03-20,78
2012-03-21,72
2012-03-22,77
2012-03-23,86
2012-03-24,97
2012-03-25,83
2012-03-26,85
2012-03-27,80
2012-03-28,77
2012-03-29,79
2012-03-30,79
2012-03-31,70
2012-04-01,72
2012-04-02,78
2012-04-03,75
2012-04-04,91
2012-04-05,87
2012-04-06,91
2012-04-07,69
2012-04-08,77
2012-04-09,70
2012-04-10,84
2012-04-11,84
2012-04-12,78
2012-04-13,75
2012-04-14,66
2012-04-15,77
2012-04-16,78
2012-04-17,76
2012-04-18,71
2012-04-19,74
2012-04-20,81
2012-04-21,74
2012-04-22,72
2012-04-23,81
2012-04-24,78
2012-04-25,84
2012-04-26,79
2012-04-27,75
2012-04-28,72
2012-04-29,71
2012-04-30,78
2012-05-01,80
2012-05-02,73
2012-05-03,82
2012-05-04,75
2012-05-05,71
2012-05-06,73
2012-05-07,72
2012-05-08,77
2012-05-09,76
2012-05-10,67
2012-05-11,75
2012-05-12,73
2012-05-13,72
2012-05-14,71
2012-05-15,78
2012-05-16,72
2012-05-17,77
2012-05-18,73
2012-05-19,67
2012-05-20,67
2012-05-21,73
2012-05-22,74
2012-05-23,74
2012-05-24,67
2012-05-25,67
2012-05-26,65
2012-05-27,71
2012-05-28,66
2012-05-29,71
2012-05-30,68
2012-05-31,68
2012-06-01,72
2012-06-02,64
2012-06-03,74
2012-06-04,67
