date,XRAY
2017-01-19,94
2017-01-20,90
2017-01-21,80
2017-01-22,83
2017-01-23,96
2017-01-24,95
2017-01-25,95
2017-01-26,93
2017-01-27,91
2017-01-28,77
2017-01-29,79
2017-01-30,95
2017-01-31,97
2017-02-01,93
2017-02-02,97
2017-02-03,93
2017-02-04,78
2017-02-05,74
2017-02-06,92
2017-02-07,98
2017-02-08,98
2017-02-09,95
2017-02-10,94
2017-02-11,88
2017-02-12,79
2017-02-13,92
2017-02-14,92
2017-02-15,91
2017-02-16,99
2017-02-17,91
2017-02-18,78
2017-02-19,80
2017-02-20,95
2017-02-21,97
2017-02-22,99
2017-02-23,92
2017-02-24,89
2017-02-25,81
2017-02-26,79
2017-02-27,97
2017-02-28,98
2017-03-01,100
2017-03-02,93
2017-03-03,87
2017-03-04,79
2017-03-05,78
2017-03-06,97
2017-03-07,96
2017-03-08,97
2017-03-09,93
2017-03-10,88
2017-03-11,73
2017-03-12,73
2017-03-13,96
2017-03-14,93
2017-03-15,91
2017-03-16,96
2017-03-17,89
2017-03-18,74
2017-03-19,76
2017-03-20,92
2017-03-21,100
2017-03-22,98
2017-03-23,93
2017-03-24,89
2017-03-25,75
2017-03-26,79
2017-03-27,90
2017-03-28,93
2017-03-29,96
2017-03-30,94
2017-03-31,87
2017-04-01,78
