date,XRAY
2015-12-26,55
2015-12-27,53
2015-12-28,60
2015-12-29,60
2015-12-30,61
2015-12-31,58
2016-01-01,50
2016-01-02,52
2016-01-03,53
2016-01-04,64
2016-01-05,67
2016-01-06,66
2016-01-07,65
2016-01-08,69
2016-01-09,57
2016-01-10,52
2016-01-11,59
2016-01-12,65
2016-01-13,66
2016-01-14,62
2016-01-15,58
2016-01-16,55
2016-01-17,56
2016-01-18,62
2016-01-19,66
2016-01-20,67
2016-01-21,63
2016-01-22,66
2016-01-23,60
2016-01-24,61
2016-01-25,65
2016-01-26,66
2016-01-27,66
2016-01-28,94
2016-01-29,75
2016-01-30,66
2016-01-31,61
2016-02-01,68
2016-02-02,67
2016-02-03,73
2016-02-04,72
2016-02-05,68
2016-02-06,62
2016-02-07,58
2016-02-08,67
2016-02-09,71
2016-02-10,68
2016-02-11,67
2016-02-12,66
2016-02-13,65
2016-02-14,100
2016-02-15,93
2016-02-16,85
2016-02-17,75
2016-02-18,74
2016-02-19,70
2016-02-20,67
2016-02-21,66
2016-02-22,70
2016-02-23,68
2016-02-24,71
2016-02-25,71
2016-02-26,68
2016-02-27,59
2016-02-28,63
2016-02-29,69
2016-03-01,68
2016-03-02,67
2016-03-03,65
2016-03-04,67
2016-03-05,62
2016-03-06,61
2016-03-07,64
2016-03-08,69
2016-03-09,70
2016-03-10,68
2016-03-11,68
2016-03-12,62
2016-03-13,65
2016-03-14,69
2016-03-15,70
2016-03-16,67
2016-03-17,64
2016-03-18,62
2016-03-19,57
2016-03-20,61
2016-03-21,67
2016-03-22,66
2016-03-23,68
2016-03-24,63
2016-03-25,63
2016-03-26,60
2016-03-27,59
2016-03-28,66
2016-03-29,69
2016-03-30,73
2016-03-31,69
2016-04-01,73
2016-04-02,58
2016-04-03,55
2016-04-04,68
2016-04-05,71
2016-04-06,66
2016-04-07,65
2016-04-08,69
2016-04-09,59
2016-04-10,59
2016-04-11,65
2016-04-12,67
2016-04-13,68
2016-04-14,67
2016-04-15,62
2016-04-16,51
2016-04-17,55
2016-04-18,69
2016-04-19,64
2016-04-20,65
2016-04-21,68
2016-04-22,64
2016-04-23,54
2016-04-24,54
2016-04-25,64
2016-04-26,66
2016-04-27,67
2016-04-28,65
2016-04-29,57
2016-04-30,55
2016-05-01,56
2016-05-02,61
2016-05-03,63
2016-05-04,67
2016-05-05,64
2016-05-06,65
2016-05-07,54
2016-05-08,51
2016-05-09,63
2016-05-10,66
2016-05-11,62
2016-05-12,63
2016-05-13,66
2016-05-14,55
2016-05-15,55
2016-05-16,68
2016-05-17,68
2016-05-18,65
2016-05-19,64
2016-05-20,61
2016-05-21,59
2016-05-22,53
2016-05-23,61
2016-05-24,62
2016-05-25,66
2016-05-26,64
2016-05-27,61
2016-05-28,53
2016-05-29,50
2016-05-30,53
2016-05-31,65
2016-06-01,60
2016-06-02,66
2016-06-03,55
2016-06-04,57
2016-06-05,56
2016-06-06,63
2016-06-07,58
2016-06-08,64
2016-06-09,61
2016-06-10,57
2016-06-11,54
2016-06-12,49
2016-06-13,61
2016-06-14,61
2016-06-15,63
2016-06-16,61
2016-06-17,60
2016-06-18,57
2016-06-19,53
2016-06-20,64
2016-06-21,63
2016-06-22,63
2016-06-23,63
2016-06-24,58
2016-06-25,54
2016-06-26,48
2016-06-27,62
2016-06-28,63
2016-06-29,70
2016-06-30,61
2016-07-01,52
2016-07-02,47
2016-07-03,55
2016-07-04,51
2016-07-05,62
2016-07-06,65
2016-07-07,66
2016-07-08,57
2016-07-09,55
2016-07-10,51
2016-07-11,60
2016-07-12,60
2016-07-13,61
2016-07-14,61
2016-07-15,62
2016-07-16,42
2016-07-17,49
2016-07-18,67
2016-07-19,68
2016-07-20,67
2016-07-21,65
2016-07-22,57
2016-07-23,54
2016-07-24,51
2016-07-25,59
2016-07-26,64
2016-07-27,65
2016-07-28,64
2016-07-29,57
2016-07-30,54
2016-07-31,49
2016-08-01,60
2016-08-02,60
2016-08-03,67
2016-08-04,62
2016-08-05,57
2016-08-06,54
2016-08-07,51
2016-08-08,61
2016-08-09,63
2016-08-10,65
2016-08-11,62
2016-08-12,56
2016-08-13,54
2016-08-14,47
2016-08-15,63
2016-08-16,65
2016-08-17,62
2016-08-18,61
2016-08-19,58
2016-08-20,51
2016-08-21,53
2016-08-22,61
2016-08-23,64
2016-08-24,70
2016-08-25,67
2016-08-26,62
2016-08-27,55
2016-08-28,49
2016-08-29,60
2016-08-30,65
2016-08-31,65
2016-09-01,65
2016-09-02,58
2016-09-03,52
2016-09-04,51
2016-09-05,51
2016-09-06,60
2016-09-07,63
2016-09-08,59
2016-09-09,60
2016-09-10,50
2016-09-11,52
