date,XRAY
2016-09-11,68
2016-09-12,90
2016-09-13,93
2016-09-14,91
2016-09-15,91
2016-09-16,83
2016-09-17,77
2016-09-18,73
2016-09-19,86
2016-09-20,89
2016-09-21,91
2016-09-22,90
2016-09-23,85
2016-09-24,72
2016-09-25,73
2016-09-26,89
2016-09-27,91
2016-09-28,87
2016-09-29,93
2016-09-30,83
2016-10-01,77
2016-10-02,66
2016-10-03,86
2016-10-04,90
2016-10-05,92
2016-10-06,82
2016-10-07,85
2016-10-08,65
2016-10-09,71
2016-10-10,85
2016-10-11,90
2016-10-12,88
2016-10-13,91
2016-10-14,83
2016-10-15,74
2016-10-16,76
2016-10-17,97
2016-10-18,97
2016-10-19,91
2016-10-20,89
2016-10-21,83
2016-10-22,71
2016-10-23,72
2016-10-24,90
2016-10-25,84
2016-10-26,93
2016-10-27,88
2016-10-28,84
2016-10-29,72
2016-10-30,73
2016-10-31,80
2016-11-01,88
2016-11-02,92
2016-11-03,93
2016-11-04,86
2016-11-05,67
2016-11-06,76
2016-11-07,88
2016-11-08,83
2016-11-09,74
2016-11-10,90
2016-11-11,84
2016-11-12,72
2016-11-13,73
2016-11-14,84
2016-11-15,84
2016-11-16,89
2016-11-17,86
2016-11-18,86
2016-11-19,79
2016-11-20,78
2016-11-21,88
2016-11-22,85
2016-11-23,76
2016-11-24,70
2016-11-25,69
2016-11-26,70
2016-11-27,74
2016-11-28,83
2016-11-29,82
2016-11-30,88
2016-12-01,89
2016-12-02,86
2016-12-03,69
2016-12-04,74
2016-12-05,88
2016-12-06,94
2016-12-07,93
2016-12-08,89
2016-12-09,81
2016-12-10,68
2016-12-11,68
2016-12-12,86
2016-12-13,89
2016-12-14,84
2016-12-15,82
2016-12-16,81
2016-12-17,68
2016-12-18,67
2016-12-19,82
2016-12-20,89
2016-12-21,87
2016-12-22,84
2016-12-23,74
2016-12-24,63
2016-12-25,65
2016-12-26,68
2016-12-27,74
2016-12-28,87
2016-12-29,89
2016-12-30,74
2016-12-31,63
2017-01-01,62
2017-01-02,77
2017-01-03,83
2017-01-04,97
2017-01-05,95
2017-01-06,97
2017-01-07,76
2017-01-08,77
2017-01-09,90
2017-01-10,91
2017-01-11,95
2017-01-12,92
2017-01-13,89
2017-01-14,75
2017-01-15,76
2017-01-16,85
2017-01-17,93
2017-01-18,92
2017-01-19,90
2017-01-20,87
2017-01-21,79
2017-01-22,85
2017-01-23,94
2017-01-24,88
2017-01-25,90
2017-01-26,89
2017-01-27,84
2017-01-28,84
2017-01-29,71
2017-01-30,92
2017-01-31,96
2017-02-01,90
2017-02-02,92
2017-02-03,88
2017-02-04,78
2017-02-05,72
2017-02-06,90
2017-02-07,95
2017-02-08,98
2017-02-09,90
2017-02-10,89
2017-02-11,81
2017-02-12,80
2017-02-13,92
2017-02-14,93
2017-02-15,92
2017-02-16,98
2017-02-17,88
2017-02-18,73
2017-02-19,79
2017-02-20,94
2017-02-21,97
2017-02-22,99
2017-02-23,87
2017-02-24,87
2017-02-25,74
2017-02-26,79
2017-02-27,88
2017-02-28,97
2017-03-01,90
2017-03-02,89
2017-03-03,87
2017-03-04,80
2017-03-05,74
2017-03-06,97
2017-03-07,90
2017-03-08,94
2017-03-09,91
2017-03-10,89
2017-03-11,73
2017-03-12,74
2017-03-13,90
2017-03-14,86
2017-03-15,85
2017-03-16,94
2017-03-17,85
2017-03-18,76
2017-03-19,73
2017-03-20,90
2017-03-21,100
2017-03-22,90
2017-03-23,90
2017-03-24,87
2017-03-25,73
2017-03-26,75
2017-03-27,92
2017-03-28,88
2017-03-29,92
2017-03-30,90
2017-03-31,85
2017-04-01,73
