date,XRAY
2013-06-29,75
2013-06-30,71
2013-07-01,81
2013-07-02,100
2013-07-03,95
2013-07-04,88
2013-07-05,86
2013-07-06,86
2013-07-07,82
2013-07-08,90
2013-07-09,90
2013-07-10,88
2013-07-11,92
2013-07-12,85
2013-07-13,82
2013-07-14,78
2013-07-15,89
2013-07-16,98
2013-07-17,88
2013-07-18,94
2013-07-19,90
2013-07-20,79
2013-07-21,79
2013-07-22,89
2013-07-23,94
2013-07-24,89
2013-07-25,89
2013-07-26,83
2013-07-27,73
2013-07-28,76
2013-07-29,87
2013-07-30,93
2013-07-31,92
2013-08-01,86
2013-08-02,79
2013-08-03,76
2013-08-04,71
2013-08-05,82
2013-08-06,85
2013-08-07,86
2013-08-08,84
2013-08-09,79
2013-08-10,75
2013-08-11,79
2013-08-12,83
2013-08-13,96
2013-08-14,82
2013-08-15,86
2013-08-16,81
2013-08-17,79
2013-08-18,78
2013-08-19,82
2013-08-20,84
2013-08-21,87
2013-08-22,84
2013-08-23,77
2013-08-24,79
2013-08-25,70
2013-08-26,77
2013-08-27,80
2013-08-28,83
2013-08-29,80
2013-08-30,80
2013-08-31,75
2013-09-01,74
2013-09-02,78
2013-09-03,78
2013-09-04,81
2013-09-05,79
2013-09-06,80
2013-09-07,77
2013-09-08,79
2013-09-09,86
2013-09-10,83
2013-09-11,77
2013-09-12,83
2013-09-13,75
2013-09-14,69
2013-09-15,73
2013-09-16,77
2013-09-17,74
2013-09-18,72
2013-09-19,80
2013-09-20,79
2013-09-21,68
2013-09-22,87
2013-09-23,92
2013-09-24,94
2013-09-25,86
2013-09-26,82
2013-09-27,82
2013-09-28,75
2013-09-29,72
2013-09-30,87
2013-10-01,79
2013-10-02,85
2013-10-03,86
2013-10-04,80
2013-10-05,76
2013-10-06,76
2013-10-07,85
2013-10-08,90
2013-10-09,86
2013-10-10,76
2013-10-11,78
2013-10-12,78
2013-10-13,76
2013-10-14,77
2013-10-15,77
2013-10-16,85
2013-10-17,85
2013-10-18,82
2013-10-19,70
2013-10-20,70
2013-10-21,84
2013-10-22,83
2013-10-23,86
2013-10-24,82
2013-10-25,81
2013-10-26,70
2013-10-27,83
2013-10-28,86
2013-10-29,88
2013-10-30,88
2013-10-31,79
2013-11-01,83
2013-11-02,74
2013-11-03,77
2013-11-04,83
2013-11-05,88
2013-11-06,86
2013-11-07,86
2013-11-08,84
2013-11-09,75
2013-11-10,79
2013-11-11,87
2013-11-12,86
2013-11-13,87
2013-11-14,82
2013-11-15,87
2013-11-16,80
2013-11-17,78
2013-11-18,78
2013-11-19,81
2013-11-20,88
2013-11-21,85
2013-11-22,81
2013-11-23,73
2013-11-24,75
2013-11-25,77
2013-11-26,80
2013-11-27,76
2013-11-28,66
2013-11-29,62
2013-11-30,66
2013-12-01,64
2013-12-02,74
2013-12-03,76
2013-12-04,86
2013-12-05,79
2013-12-06,76
2013-12-07,76
2013-12-08,73
2013-12-09,77
2013-12-10,80
2013-12-11,76
2013-12-12,77
2013-12-13,73
2013-12-14,68
2013-12-15,69
2013-12-16,77
2013-12-17,77
2013-12-18,77
2013-12-19,71
2013-12-20,73
2013-12-21,67
2013-12-22,68
2013-12-23,77
2013-12-24,70
2013-12-25,55
2013-12-26,62
2013-12-27,71
2013-12-28,70
2013-12-29,69
2013-12-30,80
2013-12-31,77
2014-01-01,72
2014-01-02,80
2014-01-03,79
2014-01-04,74
2014-01-05,79
2014-01-06,84
2014-01-07,84
2014-01-08,82
2014-01-09,82
2014-01-10,88
2014-01-11,76
2014-01-12,77
2014-01-13,83
2014-01-14,81
2014-01-15,86
2014-01-16,86
2014-01-17,86
2014-01-18,83
2014-01-19,80
2014-01-20,86
2014-01-21,84
2014-01-22,85
2014-01-23,83
2014-01-24,85
2014-01-25,80
2014-01-26,80
2014-01-27,83
2014-01-28,92
2014-01-29,82
2014-01-30,88
2014-01-31,88
2014-02-01,81
2014-02-02,75
2014-02-03,83
2014-02-04,84
2014-02-05,83
2014-02-06,75
2014-02-07,84
2014-02-08,76
2014-02-09,72
2014-02-10,82
2014-02-11,87
2014-02-12,84
2014-02-13,80
2014-02-14,74
2014-02-15,72
2014-02-16,74
2014-02-17,82
2014-02-18,87
2014-02-19,91
2014-02-20,88
2014-02-21,81
2014-02-22,77
2014-02-23,74
2014-02-24,89
2014-02-25,79
2014-02-26,88
2014-02-27,82
2014-02-28,81
2014-03-01,77
2014-03-02,78
2014-03-03,87
2014-03-04,94
2014-03-05,89
2014-03-06,86
2014-03-07,80
2014-03-08,75
2014-03-09,76
2014-03-10,83
2014-03-11,84
2014-03-12,85
2014-03-13,78
2014-03-14,80
2014-03-15,72
2014-03-16,76
