date,XRAY
2014-12-01,79
2014-12-02,81
2014-12-03,81
2014-12-04,82
2014-12-05,78
2014-12-06,72
2014-12-07,72
2014-12-08,77
2014-12-09,81
2014-12-10,78
2014-12-11,75
2014-12-12,73
2014-12-13,67
2014-12-14,63
2014-12-15,69
2014-12-16,71
2014-12-17,73
2014-12-18,70
2014-12-19,77
2014-12-20,67
2014-12-21,63
2014-12-22,75
2014-12-23,73
2014-12-24,66
2014-12-25,51
2014-12-26,66
2014-12-27,56
2014-12-28,65
2014-12-29,75
2014-12-30,73
2014-12-31,63
2015-01-01,56
2015-01-02,73
2015-01-03,66
2015-01-04,65
2015-01-05,73
2015-01-06,76
2015-01-07,78
2015-01-08,78
2015-01-09,77
2015-01-10,70
2015-01-11,67
2015-01-12,77
2015-01-13,78
2015-01-14,75
2015-01-15,77
2015-01-16,77
2015-01-17,69
2015-01-18,70
2015-01-19,76
2015-01-20,84
2015-01-21,81
2015-01-22,85
2015-01-23,81
2015-01-24,70
2015-01-25,65
2015-01-26,77
2015-01-27,82
2015-01-28,86
2015-01-29,84
2015-01-30,74
2015-01-31,77
2015-02-01,65
2015-02-02,77
2015-02-03,76
2015-02-04,82
2015-02-05,82
2015-02-06,82
2015-02-07,69
2015-02-08,71
2015-02-09,81
2015-02-10,80
2015-02-11,80
2015-02-12,80
2015-02-13,78
2015-02-14,63
2015-02-15,73
2015-02-16,88
2015-02-17,84
2015-02-18,82
2015-02-19,82
2015-02-20,81
2015-02-21,72
2015-02-22,72
2015-02-23,87
2015-02-24,82
2015-02-25,89
2015-02-26,79
2015-02-27,75
2015-02-28,75
2015-03-01,74
2015-03-02,81
2015-03-03,85
2015-03-04,84
2015-03-05,85
2015-03-06,82
2015-03-07,76
2015-03-08,73
2015-03-09,86
2015-03-10,79
2015-03-11,80
2015-03-12,76
2015-03-13,74
2015-03-14,68
2015-03-15,71
2015-03-16,82
2015-03-17,80
2015-03-18,86
2015-03-19,78
2015-03-20,76
2015-03-21,67
2015-03-22,66
2015-03-23,84
2015-03-24,84
2015-03-25,74
2015-03-26,82
2015-03-27,84
2015-03-28,72
2015-03-29,71
2015-03-30,82
2015-03-31,88
2015-04-01,88
2015-04-02,85
2015-04-03,91
2015-04-04,79
2015-04-05,76
2015-04-06,85
2015-04-07,86
2015-04-08,91
2015-04-09,87
2015-04-10,81
2015-04-11,73
2015-04-12,72
2015-04-13,82
2015-04-14,86
2015-04-15,97
2015-04-16,95
2015-04-17,92
2015-04-18,85
2015-04-19,86
2015-04-20,95
2015-04-21,100
2015-04-22,95
2015-04-23,87
2015-04-24,90
2015-04-25,76
2015-04-26,76
2015-04-27,88
2015-04-28,90
2015-04-29,85
2015-04-30,88
2015-05-01,79
2015-05-02,70
2015-05-03,68
2015-05-04,83
2015-05-05,81
2015-05-06,86
2015-05-07,84
2015-05-08,82
2015-05-09,74
2015-05-10,69
2015-05-11,87
2015-05-12,84
2015-05-13,89
2015-05-14,85
2015-05-15,81
2015-05-16,80
2015-05-17,79
2015-05-18,84
2015-05-19,83
2015-05-20,85
2015-05-21,80
2015-05-22,76
2015-05-23,68
2015-05-24,68
2015-05-25,71
2015-05-26,76
2015-05-27,77
2015-05-28,74
2015-05-29,80
2015-05-30,71
2015-05-31,68
2015-06-01,76
2015-06-02,79
2015-06-03,83
2015-06-04,77
2015-06-05,79
2015-06-06,73
2015-06-07,69
2015-06-08,80
2015-06-09,84
2015-06-10,82
2015-06-11,89
2015-06-12,81
2015-06-13,78
2015-06-14,82
2015-06-15,83
2015-06-16,86
2015-06-17,84
2015-06-18,79
2015-06-19,74
2015-06-20,77
2015-06-21,72
2015-06-22,81
2015-06-23,88
2015-06-24,91
2015-06-25,83
2015-06-26,75
2015-06-27,67
2015-06-28,70
2015-06-29,79
2015-06-30,80
2015-07-01,77
2015-07-02,81
2015-07-03,70
2015-07-04,71
2015-07-05,63
2015-07-06,85
2015-07-07,82
2015-07-08,81
2015-07-09,83
2015-07-10,78
2015-07-11,66
2015-07-12,77
2015-07-13,82
2015-07-14,87
2015-07-15,88
2015-07-16,83
2015-07-17,78
2015-07-18,66
2015-07-19,71
2015-07-20,86
2015-07-21,85
2015-07-22,87
2015-07-23,87
2015-07-24,84
2015-07-25,71
2015-07-26,71
2015-07-27,87
2015-07-28,85
2015-07-29,81
2015-07-30,85
2015-07-31,80
2015-08-01,63
2015-08-02,70
2015-08-03,85
2015-08-04,89
2015-08-05,87
2015-08-06,81
2015-08-07,80
2015-08-08,71
2015-08-09,74
2015-08-10,88
2015-08-11,85
2015-08-12,82
2015-08-13,82
2015-08-14,79
2015-08-15,62
2015-08-16,71
2015-08-17,84
2015-08-18,83
