date,XRAY
2015-08-18,65
2015-08-19,63
2015-08-20,63
2015-08-21,61
2015-08-22,55
2015-08-23,53
2015-08-24,64
2015-08-25,62
2015-08-26,64
2015-08-27,63
2015-08-28,65
2015-08-29,51
2015-08-30,54
2015-08-31,59
2015-09-01,63
2015-09-02,65
2015-09-03,65
2015-09-04,61
2015-09-05,50
2015-09-06,52
2015-09-07,56
2015-09-08,58
2015-09-09,60
2015-09-10,63
2015-09-11,62
2015-09-12,50
2015-09-13,50
2015-09-14,59
2015-09-15,65
2015-09-16,63
2015-09-17,60
2015-09-18,61
2015-09-19,54
2015-09-20,56
2015-09-21,61
2015-09-22,66
2015-09-23,58
2015-09-24,62
2015-09-25,65
2015-09-26,54
2015-09-27,53
2015-09-28,61
2015-09-29,62
2015-09-30,67
2015-10-01,62
2015-10-02,59
2015-10-03,52
2015-10-04,53
2015-10-05,61
2015-10-06,69
2015-10-07,66
2015-10-08,60
2015-10-09,58
2015-10-10,52
2015-10-11,54
2015-10-12,61
2015-10-13,63
2015-10-14,64
2015-10-15,66
2015-10-16,62
2015-10-17,54
2015-10-18,54
2015-10-19,63
2015-10-20,64
2015-10-21,62
2015-10-22,66
2015-10-23,65
2015-10-24,56
2015-10-25,54
2015-10-26,66
2015-10-27,64
2015-10-28,63
2015-10-29,60
2015-10-30,62
2015-10-31,55
2015-11-01,51
2015-11-02,64
2015-11-03,64
2015-11-04,63
2015-11-05,66
2015-11-06,77
2015-11-07,64
2015-11-08,62
2015-11-09,69
2015-11-10,68
2015-11-11,63
2015-11-12,64
2015-11-13,56
2015-11-14,52
2015-11-15,53
2015-11-16,61
2015-11-17,59
2015-11-18,61
2015-11-19,59
2015-11-20,64
2015-11-21,52
2015-11-22,53
2015-11-23,62
2015-11-24,62
2015-11-25,59
2015-11-26,51
2015-11-27,49
2015-11-28,54
2015-11-29,55
2015-11-30,59
2015-12-01,63
2015-12-02,62
2015-12-03,59
2015-12-04,63
2015-12-05,55
2015-12-06,51
2015-12-07,61
2015-12-08,62
2015-12-09,60
2015-12-10,62
2015-12-11,62
2015-12-12,51
2015-12-13,49
2015-12-14,61
2015-12-15,85
2015-12-16,70
2015-12-17,68
2015-12-18,62
2015-12-19,55
2015-12-20,54
2015-12-21,61
2015-12-22,59
2015-12-23,58
2015-12-24,54
2015-12-25,51
2015-12-26,54
2015-12-27,53
2015-12-28,60
2015-12-29,60
2015-12-30,60
2015-12-31,56
2016-01-01,49
2016-01-02,51
2016-01-03,52
2016-01-04,63
2016-01-05,63
2016-01-06,63
2016-01-07,64
2016-01-08,66
2016-01-09,55
2016-01-10,54
2016-01-11,62
2016-01-12,61
2016-01-13,61
2016-01-14,63
2016-01-15,58
2016-01-16,55
2016-01-17,54
2016-01-18,62
2016-01-19,64
2016-01-20,63
2016-01-21,64
2016-01-22,65
2016-01-23,62
2016-01-24,58
2016-01-25,65
2016-01-26,67
2016-01-27,64
2016-01-28,94
2016-01-29,75
2016-01-30,63
2016-01-31,60
2016-02-01,70
2016-02-02,70
2016-02-03,69
2016-02-04,72
2016-02-05,68
2016-02-06,61
2016-02-07,60
2016-02-08,69
2016-02-09,70
2016-02-10,64
2016-02-11,70
2016-02-12,71
2016-02-13,60
2016-02-14,100
2016-02-15,96
2016-02-16,84
2016-02-17,77
2016-02-18,69
2016-02-19,70
2016-02-20,64
2016-02-21,64
2016-02-22,69
2016-02-23,75
2016-02-24,72
2016-02-25,71
2016-02-26,69
2016-02-27,60
2016-02-28,60
2016-02-29,66
2016-03-01,67
2016-03-02,69
2016-03-03,67
2016-03-04,65
2016-03-05,62
2016-03-06,58
2016-03-07,67
2016-03-08,69
2016-03-09,68
2016-03-10,68
2016-03-11,66
2016-03-12,61
2016-03-13,61
2016-03-14,69
2016-03-15,72
2016-03-16,69
2016-03-17,68
2016-03-18,61
2016-03-19,57
2016-03-20,63
2016-03-21,65
2016-03-22,66
2016-03-23,69
2016-03-24,63
2016-03-25,64
2016-03-26,57
2016-03-27,59
2016-03-28,68
2016-03-29,68
2016-03-30,74
2016-03-31,69
2016-04-01,70
2016-04-02,63
2016-04-03,58
2016-04-04,70
2016-04-05,67
2016-04-06,69
2016-04-07,66
2016-04-08,67
2016-04-09,58
2016-04-10,56
2016-04-11,68
2016-04-12,69
2016-04-13,62
2016-04-14,65
2016-04-15,63
2016-04-16,55
2016-04-17,54
2016-04-18,67
2016-04-19,67
2016-04-20,66
2016-04-21,66
2016-04-22,61
2016-04-23,52
2016-04-24,53
2016-04-25,64
2016-04-26,65
2016-04-27,65
2016-04-28,65
2016-04-29,59
2016-04-30,52
2016-05-01,56
2016-05-02,61
2016-05-03,64
2016-05-04,67
