date,XRAY
2014-07-24,81
2014-07-25,80
2014-07-26,75
2014-07-27,76
2014-07-28,82
2014-07-29,79
2014-07-30,83
2014-07-31,91
2014-08-01,75
2014-08-02,85
2014-08-03,86
2014-08-04,91
2014-08-05,98
2014-08-06,87
2014-08-07,86
2014-08-08,90
2014-08-09,81
2014-08-10,74
2014-08-11,81
2014-08-12,91
2014-08-13,87
2014-08-14,87
2014-08-15,78
2014-08-16,71
2014-08-17,66
2014-08-18,84
2014-08-19,82
2014-08-20,82
2014-08-21,84
2014-08-22,79
2014-08-23,70
2014-08-24,71
2014-08-25,85
2014-08-26,94
2014-08-27,94
2014-08-28,97
2014-08-29,85
2014-08-30,79
2014-08-31,70
2014-09-01,72
2014-09-02,83
2014-09-03,85
2014-09-04,81
2014-09-05,82
2014-09-06,76
2014-09-07,76
2014-09-08,86
2014-09-09,83
2014-09-10,81
2014-09-11,80
2014-09-12,86
2014-09-13,70
2014-09-14,71
2014-09-15,72
2014-09-16,82
2014-09-17,84
2014-09-18,83
2014-09-19,79
2014-09-20,70
2014-09-21,75
2014-09-22,88
2014-09-23,83
2014-09-24,83
2014-09-25,83
2014-09-26,84
2014-09-27,76
2014-09-28,71
2014-09-29,90
2014-09-30,95
2014-10-01,89
2014-10-02,88
2014-10-03,81
2014-10-04,75
2014-10-05,74
2014-10-06,78
2014-10-07,90
2014-10-08,83
2014-10-09,87
2014-10-10,89
2014-10-11,74
2014-10-12,72
2014-10-13,78
2014-10-14,84
2014-10-15,83
2014-10-16,90
2014-10-17,83
2014-10-18,75
2014-10-19,76
2014-10-20,84
2014-10-21,91
2014-10-22,87
2014-10-23,85
2014-10-24,75
2014-10-25,76
2014-10-26,78
2014-10-27,90
2014-10-28,98
2014-10-29,92
2014-10-30,85
2014-10-31,78
2014-11-01,69
2014-11-02,75
2014-11-03,80
2014-11-04,81
2014-11-05,94
2014-11-06,94
2014-11-07,84
2014-11-08,79
2014-11-09,72
2014-11-10,81
2014-11-11,86
2014-11-12,85
2014-11-13,84
2014-11-14,84
2014-11-15,78
2014-11-16,77
2014-11-17,85
2014-11-18,85
2014-11-19,86
2014-11-20,90
2014-11-21,88
2014-11-22,78
2014-11-23,72
2014-11-24,82
2014-11-25,79
2014-11-26,77
2014-11-27,75
2014-11-28,78
2014-11-29,72
2014-11-30,73
2014-12-01,83
2014-12-02,87
2014-12-03,89
2014-12-04,87
2014-12-05,88
2014-12-06,77
2014-12-07,79
2014-12-08,82
2014-12-09,86
2014-12-10,88
2014-12-11,86
2014-12-12,78
2014-12-13,81
2014-12-14,75
2014-12-15,73
2014-12-16,83
2014-12-17,82
2014-12-18,74
2014-12-19,84
2014-12-20,80
2014-12-21,71
2014-12-22,83
2014-12-23,77
2014-12-24,70
2014-12-25,56
2014-12-26,72
2014-12-27,64
2014-12-28,67
2014-12-29,78
2014-12-30,83
2014-12-31,71
2015-01-01,66
2015-01-02,78
2015-01-03,73
2015-01-04,70
2015-01-05,83
2015-01-06,80
2015-01-07,86
2015-01-08,87
2015-01-09,82
2015-01-10,76
2015-01-11,71
2015-01-12,85
2015-01-13,88
2015-01-14,86
2015-01-15,83
2015-01-16,82
2015-01-17,82
2015-01-18,75
2015-01-19,88
2015-01-20,89
2015-01-21,93
2015-01-22,94
2015-01-23,88
2015-01-24,81
2015-01-25,78
2015-01-26,81
2015-01-27,91
2015-01-28,90
2015-01-29,87
2015-01-30,90
2015-01-31,81
2015-02-01,72
2015-02-02,85
2015-02-03,87
2015-02-04,88
2015-02-05,90
2015-02-06,90
2015-02-07,83
2015-02-08,78
2015-02-09,84
2015-02-10,85
2015-02-11,86
2015-02-12,87
2015-02-13,78
2015-02-14,72
2015-02-15,77
2015-02-16,91
2015-02-17,88
2015-02-18,86
2015-02-19,89
2015-02-20,88
2015-02-21,73
2015-02-22,76
2015-02-23,87
2015-02-24,94
2015-02-25,94
2015-02-26,83
2015-02-27,89
2015-02-28,78
2015-03-01,82
2015-03-02,88
2015-03-03,96
2015-03-04,93
2015-03-05,94
2015-03-06,95
2015-03-07,86
2015-03-08,79
2015-03-09,94
2015-03-10,91
2015-03-11,89
2015-03-12,86
2015-03-13,84
2015-03-14,77
2015-03-15,82
2015-03-16,90
2015-03-17,88
2015-03-18,89
2015-03-19,91
2015-03-20,90
2015-03-21,80
2015-03-22,73
2015-03-23,95
2015-03-24,91
2015-03-25,76
2015-03-26,94
2015-03-27,94
2015-03-28,87
2015-03-29,72
2015-03-30,89
2015-03-31,99
2015-04-01,98
2015-04-02,96
2015-04-03,100
2015-04-04,87
2015-04-05,81
2015-04-06,92
2015-04-07,98
2015-04-08,95
2015-04-09,97
2015-04-10,94
