date,ISRG,isPartial
2013-06-29,4,False
2013-06-30,0,False
2013-07-01,6,False
2013-07-02,3,False
2013-07-03,3,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,0,False
2013-07-07,0,False
2013-07-08,34,False
2013-07-09,100,False
2013-07-10,67,False
2013-07-11,37,False
2013-07-12,23,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,12,False
2013-07-16,15,False
2013-07-17,12,False
2013-07-18,69,False
2013-07-19,99,False
2013-07-20,15,False
2013-07-21,7,False
2013-07-22,21,False
2013-07-23,15,False
2013-07-24,12,False
2013-07-25,28,False
2013-07-26,16,False
2013-07-27,11,False
2013-07-28,0,False
2013-07-29,39,False
2013-07-30,12,False
2013-07-31,27,False
2013-08-01,15,False
2013-08-02,16,False
2013-08-03,4,False
2013-08-04,7,False
2013-08-05,18,False
2013-08-06,12,False
2013-08-07,3,False
2013-08-08,12,False
2013-08-09,16,False
2013-08-10,0,False
2013-08-11,0,False
2013-08-12,12,False
2013-08-13,12,False
2013-08-14,0,False
2013-08-15,6,False
2013-08-16,10,False
2013-08-17,4,False
2013-08-18,0,False
2013-08-19,6,False
2013-08-20,9,False
2013-08-21,12,False
2013-08-22,12,False
2013-08-23,9,False
2013-08-24,14,False
2013-08-25,0,False
2013-08-26,9,False
2013-08-27,0,False
2013-08-28,9,False
2013-08-29,6,False
2013-08-30,9,False
2013-08-31,4,False
2013-09-01,7,False
2013-09-02,3,False
2013-09-03,6,False
2013-09-04,14,False
2013-09-05,12,False
2013-09-06,18,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,11,False
2013-09-10,25,False
2013-09-11,14,False
2013-09-12,9,False
2013-09-13,9,False
2013-09-14,3,False
2013-09-15,7,False
2013-09-16,6,False
2013-09-17,6,False
2013-09-18,3,False
2013-09-19,3,False
2013-09-20,6,False
2013-09-21,3,False
2013-09-22,7,False
2013-09-23,3,False
2013-09-24,17,False
2013-09-25,17,False
2013-09-26,6,False
2013-09-27,12,False
2013-09-28,0,False
2013-09-29,3,False
2013-09-30,11,False
2013-10-01,8,False
2013-10-02,9,False
2013-10-03,11,False
2013-10-04,3,False
2013-10-05,7,False
2013-10-06,0,False
2013-10-07,17,False
2013-10-08,37,False
2013-10-09,6,False
2013-10-10,26,False
2013-10-11,18,False
2013-10-12,3,False
2013-10-13,3,False
2013-10-14,14,False
2013-10-15,11,False
2013-10-16,20,False
2013-10-17,40,False
2013-10-18,36,False
2013-10-19,3,False
2013-10-20,3,False
2013-10-21,3,False
2013-10-22,8,False
2013-10-23,8,False
2013-10-24,17,False
2013-10-25,12,False
2013-10-26,0,False
2013-10-27,3,False
2013-10-28,5,False
2013-10-29,17,False
2013-10-30,11,False
2013-10-31,15,False
2013-11-01,9,False
2013-11-02,3,False
2013-11-03,0,False
2013-11-04,17,False
2013-11-05,8,False
2013-11-06,8,False
2013-11-07,9,False
2013-11-08,6,False
2013-11-09,3,False
2013-11-10,0,False
2013-11-11,22,False
2013-11-12,11,False
2013-11-13,22,False
2013-11-14,20,False
2013-11-15,6,False
2013-11-16,0,False
2013-11-17,0,False
2013-11-18,14,False
2013-11-19,14,False
2013-11-20,0,False
2013-11-21,11,False
2013-11-22,6,False
2013-11-23,6,False
2013-11-24,0,False
2013-11-25,0,False
2013-11-26,19,False
2013-11-27,3,False
2013-11-28,3,False
2013-11-29,3,False
2013-11-30,3,False
2013-12-01,3,False
2013-12-02,5,False
2013-12-03,8,False
2013-12-04,11,False
2013-12-05,14,False
2013-12-06,3,False
2013-12-07,3,False
2013-12-08,3,False
2013-12-09,3,False
2013-12-10,3,False
2013-12-11,0,False
2013-12-12,3,False
2013-12-13,3,False
2013-12-14,0,False
2013-12-15,3,False
2013-12-16,19,False
2013-12-17,9,False
2013-12-18,17,False
2013-12-19,15,False
2013-12-20,12,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,9,False
2013-12-24,14,False
2013-12-25,4,False
2013-12-26,16,False
2013-12-27,9,False
2013-12-28,3,False
2013-12-29,0,False
2013-12-30,15,False
2013-12-31,10,False
2014-01-01,7,False
2014-01-02,6,False
2014-01-03,9,False
2014-01-04,0,False
2014-01-05,6,False
2014-01-06,3,False
2014-01-07,5,False
2014-01-08,8,False
2014-01-09,3,False
2014-01-10,22,False
2014-01-11,22,False
2014-01-12,12,False
2014-01-13,13,False
2014-01-14,24,False
2014-01-15,21,False
2014-01-16,16,False
2014-01-17,22,False
2014-01-18,6,False
2014-01-19,9,False
2014-01-20,5,False
2014-01-21,3,False
2014-01-22,23,False
2014-01-23,40,False
2014-01-24,36,False
2014-01-25,3,False
2014-01-26,3,False
2014-01-27,8,False
2014-01-28,15,False
2014-01-29,16,False
2014-01-30,8,False
2014-01-31,3,False
2014-02-01,6,False
2014-02-02,3,False
2014-02-03,18,False
2014-02-04,5,False
2014-02-05,3,False
2014-02-06,11,False
2014-02-07,9,False
2014-02-08,0,False
2014-02-09,0,False
2014-02-10,18,False
2014-02-11,10,False
2014-02-12,8,False
2014-02-13,16,False
2014-02-14,8,False
2014-02-15,9,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,13,False
2014-02-19,21,False
2014-02-20,5,False
2014-02-21,0,False
2014-02-22,0,False
2014-02-23,0,False
2014-02-24,8,False
2014-02-25,10,False
2014-02-26,5,False
2014-02-27,5,False
2014-02-28,11,False
2014-03-01,6,False
2014-03-02,3,False
2014-03-03,10,False
2014-03-04,11,False
2014-03-05,5,False
2014-03-06,8,False
2014-03-07,8,False
2014-03-08,6,False
2014-03-09,3,False
2014-03-10,8,False
2014-03-11,18,False
2014-03-12,5,False
2014-03-13,8,False
2014-03-14,5,False
2014-03-15,0,False
2014-03-16,3,False
