date,ISRG,isPartial
2016-05-04,14,False
2016-05-05,7,False
2016-05-06,4,False
2016-05-07,4,False
2016-05-08,4,False
2016-05-09,7,False
2016-05-10,10,False
2016-05-11,10,False
2016-05-12,10,False
2016-05-13,7,False
2016-05-14,8,False
2016-05-15,8,False
2016-05-16,13,False
2016-05-17,10,False
2016-05-18,10,False
2016-05-19,3,False
2016-05-20,7,False
2016-05-21,4,False
2016-05-22,0,False
2016-05-23,7,False
2016-05-24,3,False
2016-05-25,3,False
2016-05-26,18,False
2016-05-27,11,False
2016-05-28,0,False
2016-05-29,0,False
2016-05-30,0,False
2016-05-31,17,False
2016-06-01,0,False
2016-06-02,14,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,4,False
2016-06-06,10,False
2016-06-07,7,False
2016-06-08,3,False
2016-06-09,10,False
2016-06-10,11,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,10,False
2016-06-14,0,False
2016-06-15,0,False
2016-06-16,7,False
2016-06-17,4,False
2016-06-18,8,False
2016-06-19,0,False
2016-06-20,10,False
2016-06-21,7,False
2016-06-22,14,False
2016-06-23,14,False
2016-06-24,11,False
2016-06-25,0,False
2016-06-26,4,False
2016-06-27,7,False
2016-06-28,4,False
2016-06-29,14,False
2016-06-30,18,False
2016-07-01,19,False
2016-07-02,4,False
2016-07-03,4,False
2016-07-04,4,False
2016-07-05,4,False
2016-07-06,15,False
2016-07-07,11,False
2016-07-08,12,False
2016-07-09,4,False
2016-07-10,0,False
2016-07-11,4,False
2016-07-12,4,False
2016-07-13,7,False
2016-07-14,10,False
2016-07-15,11,False
2016-07-16,8,False
2016-07-17,0,False
2016-07-18,7,False
2016-07-19,87,False
2016-07-20,100,False
2016-07-21,33,False
2016-07-22,15,False
2016-07-23,4,False
2016-07-24,4,False
2016-07-25,14,False
2016-07-26,11,False
2016-07-27,4,False
2016-07-28,18,False
2016-07-29,11,False
2016-07-30,0,False
2016-07-31,0,False
2016-08-01,7,False
2016-08-02,18,False
2016-08-03,11,False
2016-08-04,11,False
2016-08-05,24,False
2016-08-06,0,False
2016-08-07,9,False
2016-08-08,18,False
2016-08-09,11,False
2016-08-10,8,False
2016-08-11,11,False
2016-08-12,0,False
2016-08-13,4,False
2016-08-14,0,False
2016-08-15,4,False
2016-08-16,15,False
2016-08-17,4,False
2016-08-18,8,False
2016-08-19,0,False
2016-08-20,13,False
2016-08-21,0,False
2016-08-22,23,False
2016-08-23,15,False
2016-08-24,7,False
2016-08-25,7,False
2016-08-26,11,False
2016-08-27,4,False
2016-08-28,4,False
2016-08-29,7,False
2016-08-30,4,False
2016-08-31,4,False
2016-09-01,7,False
2016-09-02,4,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,3,False
2016-09-07,14,False
2016-09-08,15,False
2016-09-09,11,False
2016-09-10,4,False
2016-09-11,0,False
2016-09-12,7,False
2016-09-13,17,False
2016-09-14,18,False
2016-09-15,0,False
2016-09-16,7,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,14,False
2016-09-20,10,False
2016-09-21,3,False
2016-09-22,11,False
2016-09-23,22,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,7,False
2016-09-27,3,False
2016-09-28,11,False
2016-09-29,10,False
2016-09-30,0,False
2016-10-01,12,False
2016-10-02,0,False
2016-10-03,7,False
2016-10-04,14,False
