date,ISRG,isPartial
2013-11-06,10,False
2013-11-07,15,False
2013-11-08,16,False
2013-11-09,6,False
2013-11-10,12,False
2013-11-11,20,False
2013-11-12,20,False
2013-11-13,5,False
2013-11-14,36,False
2013-11-15,16,False
2013-11-16,0,False
2013-11-17,6,False
2013-11-18,15,False
2013-11-19,15,False
2013-11-20,15,False
2013-11-21,0,False
2013-11-22,10,False
2013-11-23,6,False
2013-11-24,0,False
2013-11-25,0,False
2013-11-26,20,False
2013-11-27,5,False
2013-11-28,5,False
2013-11-29,11,False
2013-11-30,0,False
2013-12-01,17,False
2013-12-02,10,False
2013-12-03,10,False
2013-12-04,35,False
2013-12-05,15,False
2013-12-06,27,False
2013-12-07,12,False
2013-12-08,6,False
2013-12-09,5,False
2013-12-10,10,False
2013-12-11,5,False
2013-12-12,10,False
2013-12-13,5,False
2013-12-14,0,False
2013-12-15,6,False
2013-12-16,15,False
2013-12-17,15,False
2013-12-18,16,False
2013-12-19,16,False
2013-12-20,11,False
2013-12-21,0,False
2013-12-22,6,False
2013-12-23,23,False
2013-12-24,31,False
2013-12-25,0,False
2013-12-26,29,False
2013-12-27,6,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,22,False
2013-12-31,18,False
2014-01-01,6,False
2014-01-02,16,False
2014-01-03,21,False
2014-01-04,0,False
2014-01-05,12,False
2014-01-06,10,False
2014-01-07,15,False
2014-01-08,10,False
2014-01-09,0,False
2014-01-10,26,False
2014-01-11,46,False
2014-01-12,17,False
2014-01-13,19,False
2014-01-14,72,False
2014-01-15,44,False
2014-01-16,30,False
2014-01-17,51,False
2014-01-18,12,False
2014-01-19,17,False
2014-01-20,19,False
2014-01-21,10,False
2014-01-22,28,False
2014-01-23,82,False
2014-01-24,65,False
2014-01-25,11,False
2014-01-26,11,False
2014-01-27,14,False
2014-01-28,33,False
2014-01-29,14,False
2014-01-30,10,False
2014-01-31,40,False
2014-02-01,11,False
2014-02-02,6,False
2014-02-03,19,False
2014-02-04,10,False
2014-02-05,29,False
2014-02-06,7,False
2014-02-07,27,False
2014-02-08,0,False
2014-02-09,0,False
2014-02-10,19,False
2014-02-11,29,False
2014-02-12,5,False
2014-02-13,15,False
2014-02-14,25,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,10,False
2014-02-18,5,False
2014-02-19,29,False
2014-02-20,29,False
2014-02-21,5,False
2014-02-22,0,False
2014-02-23,0,False
2014-02-24,19,False
2014-02-25,24,False
2014-02-26,0,False
2014-02-27,14,False
2014-02-28,30,False
2014-03-01,11,False
2014-03-02,0,False
2014-03-03,5,False
