date,ISRG,isPartial
2014-03-16,9,False
2014-03-17,11,False
2014-03-18,11,False
2014-03-19,18,False
2014-03-20,19,False
2014-03-21,11,False
2014-03-22,12,False
2014-03-23,12,False
2014-03-24,18,False
2014-03-25,15,False
2014-03-26,18,False
2014-03-27,21,False
2014-03-28,17,False
2014-03-29,19,False
2014-03-30,6,False
2014-03-31,13,False
2014-04-01,100,False
2014-04-02,77,False
2014-04-03,71,False
2014-04-04,83,False
2014-04-05,16,False
2014-04-06,15,False
2014-04-07,37,False
2014-04-08,68,False
2014-04-09,90,False
2014-04-10,49,False
2014-04-11,45,False
2014-04-12,6,False
2014-04-13,6,False
2014-04-14,27,False
2014-04-15,27,False
2014-04-16,35,False
2014-04-17,25,False
2014-04-18,24,False
2014-04-19,7,False
2014-04-20,7,False
2014-04-21,20,False
2014-04-22,79,False
2014-04-23,90,False
2014-04-24,65,False
2014-04-25,51,False
2014-04-26,16,False
2014-04-27,12,False
2014-04-28,26,False
2014-04-29,18,False
2014-04-30,27,False
2014-05-01,17,False
2014-05-02,23,False
2014-05-03,19,False
2014-05-04,16,False
2014-05-05,27,False
2014-05-06,42,False
2014-05-07,42,False
2014-05-08,24,False
2014-05-09,19,False
2014-05-10,13,False
2014-05-11,0,False
2014-05-12,16,False
2014-05-13,23,False
2014-05-14,21,False
2014-05-15,19,False
2014-05-16,22,False
2014-05-17,6,False
2014-05-18,6,False
2014-05-19,21,False
2014-05-20,24,False
2014-05-21,9,False
2014-05-22,26,False
2014-05-23,21,False
2014-05-24,0,False
2014-05-25,7,False
2014-05-26,6,False
2014-05-27,14,False
2014-05-28,29,False
2014-05-29,27,False
2014-05-30,15,False
2014-05-31,7,False
2014-06-01,7,False
2014-06-02,12,False
2014-06-03,20,False
2014-06-04,9,False
2014-06-05,27,False
2014-06-06,22,False
2014-06-07,15,False
2014-06-08,11,False
2014-06-09,9,False
2014-06-10,9,False
2014-06-11,12,False
2014-06-12,9,False
2014-06-13,15,False
2014-06-14,0,False
2014-06-15,7,False
2014-06-16,6,False
2014-06-17,26,False
2014-06-18,33,False
2014-06-19,18,False
2014-06-20,19,False
2014-06-21,0,False
2014-06-22,0,False
2014-06-23,21,False
2014-06-24,15,False
2014-06-25,24,False
2014-06-26,12,False
2014-06-27,32,False
2014-06-28,7,False
2014-06-29,0,False
2014-06-30,21,False
2014-07-01,21,False
2014-07-02,18,False
2014-07-03,12,False
2014-07-04,0,False
2014-07-05,7,False
2014-07-06,0,False
2014-07-07,15,False
2014-07-08,12,False
2014-07-09,0,False
2014-07-10,24,False
2014-07-11,19,False
2014-07-12,14,False
2014-07-13,0,False
2014-07-14,24,False
2014-07-15,9,False
2014-07-16,24,False
2014-07-17,6,False
2014-07-18,28,False
2014-07-19,0,False
2014-07-20,7,False
2014-07-21,21,False
2014-07-22,41,False
2014-07-23,98,False
2014-07-24,61,False
2014-07-25,44,False
2014-07-26,15,False
2014-07-27,11,False
2014-07-28,27,False
2014-07-29,30,False
2014-07-30,30,False
2014-07-31,30,False
2014-08-01,28,False
2014-08-02,7,False
2014-08-03,0,False
2014-08-04,18,False
2014-08-05,6,False
2014-08-06,15,False
2014-08-07,26,False
2014-08-08,22,False
2014-08-09,7,False
2014-08-10,0,False
2014-08-11,12,False
2014-08-12,23,False
2014-08-13,6,False
2014-08-14,27,False
2014-08-15,16,False
2014-08-16,7,False
2014-08-17,7,False
2014-08-18,27,False
2014-08-19,15,False
2014-08-20,29,False
2014-08-21,12,False
2014-08-22,15,False
2014-08-23,7,False
2014-08-24,7,False
2014-08-25,14,False
2014-08-26,9,False
2014-08-27,14,False
2014-08-28,6,False
2014-08-29,6,False
2014-08-30,7,False
2014-08-31,0,False
2014-09-01,0,False
2014-09-02,11,False
2014-09-03,14,False
2014-09-04,14,False
2014-09-05,18,False
2014-09-06,14,False
2014-09-07,0,False
2014-09-08,17,False
2014-09-09,14,False
2014-09-10,19,False
2014-09-11,20,False
2014-09-12,15,False
2014-09-13,13,False
2014-09-14,7,False
2014-09-15,14,False
2014-09-16,19,False
2014-09-17,11,False
2014-09-18,20,False
2014-09-19,15,False
2014-09-20,20,False
2014-09-21,0,False
2014-09-22,25,False
2014-09-23,11,False
2014-09-24,11,False
2014-09-25,11,False
2014-09-26,9,False
2014-09-27,7,False
2014-09-28,0,False
2014-09-29,14,False
2014-09-30,17,False
2014-10-01,14,False
2014-10-02,6,False
2014-10-03,0,False
2014-10-04,14,False
2014-10-05,0,False
2014-10-06,28,False
2014-10-07,30,False
2014-10-08,19,False
2014-10-09,22,False
2014-10-10,6,False
2014-10-11,13,False
2014-10-12,7,False
2014-10-13,28,False
2014-10-14,11,False
2014-10-15,11,False
2014-10-16,14,False
2014-10-17,14,False
2014-10-18,7,False
2014-10-19,0,False
2014-10-20,19,False
2014-10-21,57,False
2014-10-22,44,False
2014-10-23,31,False
2014-10-24,6,False
2014-10-25,7,False
2014-10-26,0,False
2014-10-27,13,False
2014-10-28,8,False
2014-10-29,11,False
2014-10-30,19,False
2014-10-31,23,False
2014-11-01,7,False
2014-11-02,6,False
2014-11-03,14,False
2014-11-04,8,False
2014-11-05,21,False
2014-11-06,5,False
2014-11-07,26,False
2014-11-08,13,False
2014-11-09,0,False
2014-11-10,11,False
2014-11-11,27,False
2014-11-12,21,False
2014-11-13,16,False
2014-11-14,22,False
2014-11-15,0,False
2014-11-16,6,False
2014-11-17,5,False
2014-11-18,12,False
2014-11-19,25,False
2014-11-20,11,False
2014-11-21,14,False
2014-11-22,6,False
2014-11-23,0,False
2014-11-24,21,False
2014-11-25,13,False
2014-11-26,13,False
2014-11-27,6,False
2014-11-28,8,False
2014-11-29,9,False
2014-11-30,0,False
2014-12-01,10,False
