date,ISRG,isPartial
2012-01-26,19,False
2012-01-27,6,False
2012-01-28,7,False
2012-01-29,7,False
2012-01-30,15,False
2012-01-31,24,False
2012-02-01,9,False
2012-02-02,30,False
2012-02-03,28,False
2012-02-04,7,False
2012-02-05,7,False
2012-02-06,9,False
2012-02-07,24,False
2012-02-08,27,False
2012-02-09,12,False
2012-02-10,16,False
2012-02-11,15,False
2012-02-12,7,False
2012-02-13,18,False
2012-02-14,40,False
2012-02-15,24,False
2012-02-16,15,False
2012-02-17,13,False
2012-02-18,15,False
2012-02-19,7,False
2012-02-20,6,False
2012-02-21,15,False
2012-02-22,15,False
2012-02-23,15,False
2012-02-24,13,False
2012-02-25,11,False
2012-02-26,11,False
2012-02-27,21,False
2012-02-28,24,False
2012-02-29,18,False
2012-03-01,16,False
2012-03-02,20,False
2012-03-03,8,False
2012-03-04,0,False
2012-03-05,9,False
2012-03-06,18,False
2012-03-07,6,False
2012-03-08,15,False
2012-03-09,19,False
2012-03-10,0,False
2012-03-11,7,False
2012-03-12,24,False
2012-03-13,15,False
2012-03-14,15,False
2012-03-15,18,False
2012-03-16,13,False
2012-03-17,0,False
2012-03-18,7,False
2012-03-19,15,False
2012-03-20,18,False
2012-03-21,18,False
2012-03-22,12,False
2012-03-23,16,False
2012-03-24,7,False
2012-03-25,7,False
2012-03-26,24,False
2012-03-27,15,False
2012-03-28,27,False
2012-03-29,12,False
2012-03-30,23,False
2012-03-31,7,False
2012-04-01,7,False
2012-04-02,6,False
2012-04-03,24,False
2012-04-04,6,False
2012-04-05,19,False
2012-04-06,14,False
2012-04-07,0,False
2012-04-08,8,False
2012-04-09,14,False
2012-04-10,19,False
2012-04-11,24,False
2012-04-12,21,False
2012-04-13,29,False
2012-04-14,7,False
2012-04-15,0,False
2012-04-16,21,False
2012-04-17,59,False
2012-04-18,100,False
2012-04-19,42,False
2012-04-20,16,False
2012-04-21,7,False
2012-04-22,7,False
2012-04-23,12,False
2012-04-24,23,False
2012-04-25,30,False
2012-04-26,39,False
2012-04-27,13,False
2012-04-28,0,False
2012-04-29,7,False
2012-04-30,19,False
2012-05-01,20,False
2012-05-02,12,False
2012-05-03,21,False
2012-05-04,19,False
2012-05-05,7,False
2012-05-06,11,False
2012-05-07,29,False
2012-05-08,23,False
2012-05-09,15,False
2012-05-10,15,False
2012-05-11,22,False
2012-05-12,15,False
2012-05-13,15,False
2012-05-14,15,False
2012-05-15,32,False
2012-05-16,32,False
2012-05-17,15,False
2012-05-18,22,False
2012-05-19,15,False
2012-05-20,15,False
2012-05-21,12,False
2012-05-22,15,False
2012-05-23,21,False
2012-05-24,12,False
2012-05-25,6,False
2012-05-26,8,False
2012-05-27,8,False
2012-05-28,6,False
2012-05-29,14,False
2012-05-30,6,False
2012-05-31,15,False
2012-06-01,22,False
2012-06-02,22,False
2012-06-03,0,False
2012-06-04,6,False
2012-06-05,18,False
2012-06-06,17,False
2012-06-07,21,False
2012-06-08,31,False
2012-06-09,7,False
2012-06-10,7,False
2012-06-11,29,False
2012-06-12,17,False
2012-06-13,18,False
2012-06-14,18,False
2012-06-15,16,False
2012-06-16,7,False
2012-06-17,7,False
2012-06-18,14,False
2012-06-19,26,False
2012-06-20,23,False
2012-06-21,9,False
2012-06-22,25,False
2012-06-23,7,False
2012-06-24,7,False
2012-06-25,12,False
2012-06-26,12,False
2012-06-27,15,False
2012-06-28,21,False
2012-06-29,16,False
2012-06-30,0,False
2012-07-01,0,False
2012-07-02,15,False
2012-07-03,15,False
2012-07-04,0,False
2012-07-05,12,False
2012-07-06,9,False
2012-07-07,7,False
2012-07-08,7,False
2012-07-09,6,False
2012-07-10,12,False
2012-07-11,12,False
2012-07-12,12,False
2012-07-13,19,False
2012-07-14,0,False
2012-07-15,7,False
2012-07-16,21,False
2012-07-17,12,False
2012-07-18,18,False
2012-07-19,64,False
2012-07-20,47,False
2012-07-21,11,False
2012-07-22,11,False
2012-07-23,24,False
2012-07-24,24,False
2012-07-25,18,False
2012-07-26,27,False
2012-07-27,9,False
2012-07-28,7,False
2012-07-29,7,False
2012-07-30,21,False
2012-07-31,18,False
2012-08-01,15,False
2012-08-02,9,False
2012-08-03,9,False
2012-08-04,7,False
2012-08-05,7,False
2012-08-06,24,False
2012-08-07,21,False
2012-08-08,9,False
2012-08-09,12,False
2012-08-10,13,False
2012-08-11,7,False
2012-08-12,15,False
