date,ULTA
2014-03-16,33
2014-03-17,25
2014-03-18,25
2014-03-19,23
2014-03-20,23
2014-03-21,26
2014-03-22,30
2014-03-23,29
2014-03-24,22
2014-03-25,23
2014-03-26,22
2014-03-27,23
2014-03-28,25
2014-03-29,33
2014-03-30,32
2014-03-31,23
2014-04-01,23
2014-04-02,25
2014-04-03,24
2014-04-04,28
2014-04-05,37
2014-04-06,31
2014-04-07,24
2014-04-08,23
2014-04-09,23
2014-04-10,23
2014-04-11,27
2014-04-12,31
2014-04-13,30
2014-04-14,22
2014-04-15,22
2014-04-16,24
2014-04-17,24
2014-04-18,30
2014-04-19,31
2014-04-20,29
2014-04-21,23
2014-04-22,21
2014-04-23,22
2014-04-24,22
2014-04-25,23
2014-04-26,27
2014-04-27,26
2014-04-28,20
2014-04-29,20
2014-04-30,21
2014-05-01,23
2014-05-02,24
2014-05-03,28
2014-05-04,29
2014-05-05,23
2014-05-06,21
2014-05-07,22
2014-05-08,25
2014-05-09,28
2014-05-10,33
2014-05-11,31
2014-05-12,20
2014-05-13,22
2014-05-14,22
2014-05-15,23
2014-05-16,24
2014-05-17,32
2014-05-18,27
2014-05-19,22
2014-05-20,21
2014-05-21,20
2014-05-22,20
2014-05-23,23
2014-05-24,25
2014-05-25,23
2014-05-26,19
2014-05-27,19
2014-05-28,19
2014-05-29,21
2014-05-30,23
2014-05-31,27
2014-06-01,25
2014-06-02,20
2014-06-03,21
2014-06-04,21
2014-06-05,23
2014-06-06,24
2014-06-07,27
2014-06-08,27
2014-06-09,21
2014-06-10,21
2014-06-11,22
2014-06-12,21
2014-06-13,23
2014-06-14,26
2014-06-15,24
2014-06-16,19
2014-06-17,21
2014-06-18,20
2014-06-19,22
2014-06-20,24
2014-06-21,27
2014-06-22,27
2014-06-23,20
2014-06-24,21
2014-06-25,22
2014-06-26,21
2014-06-27,23
2014-06-28,28
2014-06-29,29
2014-06-30,25
2014-07-01,25
2014-07-02,27
2014-07-03,28
2014-07-04,24
2014-07-05,27
2014-07-06,32
2014-07-07,23
2014-07-08,25
2014-07-09,22
2014-07-10,24
2014-07-11,26
2014-07-12,27
2014-07-13,29
2014-07-14,23
2014-07-15,24
2014-07-16,24
2014-07-17,24
2014-07-18,27
2014-07-19,30
2014-07-20,30
2014-07-21,24
2014-07-22,26
2014-07-23,28
2014-07-24,26
2014-07-25,28
2014-07-26,30
2014-07-27,32
2014-07-28,26
2014-07-29,26
2014-07-30,25
2014-07-31,25
2014-08-01,27
2014-08-02,33
2014-08-03,33
2014-08-04,24
2014-08-05,26
2014-08-06,26
2014-08-07,27
2014-08-08,28
2014-08-09,31
2014-08-10,32
2014-08-11,24
2014-08-12,23
2014-08-13,23
2014-08-14,24
2014-08-15,28
2014-08-16,29
2014-08-17,31
2014-08-18,23
2014-08-19,23
2014-08-20,22
2014-08-21,23
2014-08-22,25
2014-08-23,28
2014-08-24,29
2014-08-25,21
2014-08-26,21
2014-08-27,21
2014-08-28,21
2014-08-29,25
2014-08-30,28
2014-08-31,32
2014-09-01,28
2014-09-02,21
2014-09-03,22
2014-09-04,24
2014-09-05,28
2014-09-06,37
2014-09-07,34
2014-09-08,23
2014-09-09,21
2014-09-10,22
2014-09-11,24
2014-09-12,26
2014-09-13,30
2014-09-14,31
2014-09-15,24
2014-09-16,23
2014-09-17,25
2014-09-18,24
2014-09-19,26
2014-09-20,30
2014-09-21,28
2014-09-22,21
2014-09-23,22
2014-09-24,23
2014-09-25,21
2014-09-26,25
2014-09-27,28
2014-09-28,30
2014-09-29,22
2014-09-30,23
2014-10-01,24
2014-10-02,27
2014-10-03,27
2014-10-04,31
2014-10-05,29
2014-10-06,21
2014-10-07,22
2014-10-08,23
2014-10-09,23
2014-10-10,24
2014-10-11,29
2014-10-12,30
2014-10-13,22
2014-10-14,21
2014-10-15,23
2014-10-16,22
2014-10-17,26
2014-10-18,29
2014-10-19,29
2014-10-20,20
2014-10-21,20
2014-10-22,22
2014-10-23,22
2014-10-24,26
2014-10-25,29
2014-10-26,29
2014-10-27,21
2014-10-28,24
2014-10-29,23
2014-10-30,24
2014-10-31,24
2014-11-01,28
2014-11-02,31
2014-11-03,23
2014-11-04,23
2014-11-05,23
2014-11-06,25
2014-11-07,29
2014-11-08,34
2014-11-09,35
2014-11-10,25
2014-11-11,25
2014-11-12,24
2014-11-13,24
2014-11-14,27
2014-11-15,33
2014-11-16,32
2014-11-17,25
2014-11-18,25
2014-11-19,26
2014-11-20,27
2014-11-21,35
2014-11-22,41
2014-11-23,38
2014-11-24,32
2014-11-25,32
2014-11-26,37
2014-11-27,47
2014-11-28,100
2014-11-29,54
2014-11-30,43
2014-12-01,53
