date,ULTA
2012-06-04,27
2012-06-05,28
2012-06-06,30
2012-06-07,29
2012-06-08,29
2012-06-09,32
2012-06-10,29
2012-06-11,26
2012-06-12,28
2012-06-13,27
2012-06-14,27
2012-06-15,30
2012-06-16,32
2012-06-17,27
2012-06-18,28
2012-06-19,28
2012-06-20,29
2012-06-21,28
2012-06-22,31
2012-06-23,35
2012-06-24,37
2012-06-25,30
2012-06-26,31
2012-06-27,34
2012-06-28,34
2012-06-29,37
2012-06-30,40
2012-07-01,39
2012-07-02,32
2012-07-03,30
2012-07-04,27
2012-07-05,32
2012-07-06,33
2012-07-07,38
2012-07-08,36
2012-07-09,30
2012-07-10,28
2012-07-11,29
2012-07-12,29
2012-07-13,35
2012-07-14,35
2012-07-15,34
2012-07-16,27
2012-07-17,28
2012-07-18,32
2012-07-19,29
2012-07-20,31
2012-07-21,35
2012-07-22,37
2012-07-23,31
2012-07-24,31
2012-07-25,27
2012-07-26,28
2012-07-27,33
2012-07-28,36
2012-07-29,39
2012-07-30,33
2012-07-31,32
2012-08-01,34
2012-08-02,36
2012-08-03,35
2012-08-04,42
2012-08-05,43
2012-08-06,32
2012-08-07,29
2012-08-08,33
2012-08-09,31
2012-08-10,30
2012-08-11,36
2012-08-12,33
2012-08-13,27
2012-08-14,30
2012-08-15,30
2012-08-16,31
2012-08-17,30
2012-08-18,36
2012-08-19,38
2012-08-20,30
2012-08-21,26
2012-08-22,29
2012-08-23,29
2012-08-24,32
2012-08-25,38
2012-08-26,39
2012-08-27,27
2012-08-28,26
2012-08-29,29
2012-08-30,30
2012-08-31,33
2012-09-01,41
2012-09-02,37
2012-09-03,34
2012-09-04,27
2012-09-05,28
2012-09-06,29
2012-09-07,33
2012-09-08,39
2012-09-09,40
2012-09-10,32
2012-09-11,26
2012-09-12,28
2012-09-13,25
2012-09-14,32
2012-09-15,40
2012-09-16,38
2012-09-17,26
2012-09-18,27
2012-09-19,27
2012-09-20,25
2012-09-21,29
2012-09-22,38
2012-09-23,39
2012-09-24,28
2012-09-25,27
2012-09-26,30
2012-09-27,32
2012-09-28,35
2012-09-29,42
2012-09-30,41
2012-10-01,27
2012-10-02,26
2012-10-03,28
2012-10-04,27
2012-10-05,29
2012-10-06,35
2012-10-07,35
2012-10-08,31
2012-10-09,25
2012-10-10,28
2012-10-11,32
2012-10-12,34
2012-10-13,39
2012-10-14,38
2012-10-15,28
2012-10-16,30
2012-10-17,28
2012-10-18,30
2012-10-19,31
2012-10-20,39
2012-10-21,37
2012-10-22,27
2012-10-23,28
2012-10-24,27
2012-10-25,31
2012-10-26,32
2012-10-27,36
2012-10-28,36
2012-10-29,25
2012-10-30,25
2012-10-31,25
2012-11-01,25
2012-11-02,33
2012-11-03,43
2012-11-04,40
2012-11-05,28
2012-11-06,29
2012-11-07,26
2012-11-08,31
2012-11-09,35
2012-11-10,44
2012-11-11,46
2012-11-12,38
2012-11-13,30
2012-11-14,29
2012-11-15,34
2012-11-16,34
2012-11-17,43
2012-11-18,40
2012-11-19,36
2012-11-20,39
2012-11-21,40
2012-11-22,45
2012-11-23,100
2012-11-24,56
2012-11-25,51
2012-11-26,59
2012-11-27,39
2012-11-28,34
2012-11-29,37
2012-11-30,42
2012-12-01,51
2012-12-02,54
2012-12-03,38
2012-12-04,35
2012-12-05,38
2012-12-06,39
2012-12-07,41
2012-12-08,49
2012-12-09,51
2012-12-10,40
2012-12-11,43
2012-12-12,44
2012-12-13,44
2012-12-14,45
2012-12-15,59
2012-12-16,57
2012-12-17,50
2012-12-18,50
2012-12-19,52
2012-12-20,50
2012-12-21,60
2012-12-22,70
2012-12-23,70
2012-12-24,58
2012-12-25,29
2012-12-26,52
2012-12-27,48
2012-12-28,45
2012-12-29,47
2012-12-30,53
2012-12-31,45
2013-01-01,35
2013-01-02,35
2013-01-03,34
2013-01-04,36
2013-01-05,40
2013-01-06,39
2013-01-07,29
2013-01-08,28
2013-01-09,28
2013-01-10,29
2013-01-11,32
2013-01-12,36
2013-01-13,36
2013-01-14,26
2013-01-15,28
2013-01-16,28
2013-01-17,26
2013-01-18,33
2013-01-19,40
2013-01-20,41
2013-01-21,34
2013-01-22,28
2013-01-23,27
2013-01-24,31
2013-01-25,32
2013-01-26,40
2013-01-27,45
2013-01-28,29
2013-01-29,27
2013-01-30,29
2013-01-31,31
2013-02-01,34
2013-02-02,46
2013-02-03,37
2013-02-04,26
2013-02-05,27
2013-02-06,27
2013-02-07,26
2013-02-08,32
2013-02-09,38
2013-02-10,40
2013-02-11,30
2013-02-12,34
2013-02-13,34
2013-02-14,31
2013-02-15,33
2013-02-16,45
2013-02-17,41
2013-02-18,33
2013-02-19,29
