date,ULTA
2012-10-12,33
2012-10-13,40
2012-10-14,40
2012-10-15,28
2012-10-16,29
2012-10-17,28
2012-10-18,29
2012-10-19,31
2012-10-20,38
2012-10-21,40
2012-10-22,27
2012-10-23,28
2012-10-24,27
2012-10-25,32
2012-10-26,33
2012-10-27,41
2012-10-28,35
2012-10-29,27
2012-10-30,29
2012-10-31,24
2012-11-01,26
2012-11-02,33
2012-11-03,41
2012-11-04,40
2012-11-05,31
2012-11-06,29
2012-11-07,27
2012-11-08,34
2012-11-09,34
2012-11-10,45
2012-11-11,48
2012-11-12,39
2012-11-13,31
2012-11-14,31
2012-11-15,33
2012-11-16,34
2012-11-17,47
2012-11-18,41
2012-11-19,36
2012-11-20,38
2012-11-21,39
2012-11-22,44
2012-11-23,100
2012-11-24,58
2012-11-25,53
2012-11-26,61
2012-11-27,43
2012-11-28,35
2012-11-29,41
2012-11-30,42
2012-12-01,51
2012-12-02,51
2012-12-03,39
2012-12-04,36
2012-12-05,38
2012-12-06,36
2012-12-07,41
2012-12-08,53
2012-12-09,48
2012-12-10,40
2012-12-11,45
2012-12-12,41
2012-12-13,48
2012-12-14,48
2012-12-15,60
2012-12-16,59
2012-12-17,49
2012-12-18,50
2012-12-19,53
2012-12-20,56
2012-12-21,63
2012-12-22,72
2012-12-23,72
2012-12-24,66
2012-12-25,29
2012-12-26,52
2012-12-27,45
2012-12-28,46
2012-12-29,50
2012-12-30,52
2012-12-31,48
2013-01-01,38
2013-01-02,32
2013-01-03,33
2013-01-04,36
2013-01-05,41
2013-01-06,39
2013-01-07,29
2013-01-08,28
2013-01-09,29
2013-01-10,30
2013-01-11,34
2013-01-12,38
2013-01-13,40
2013-01-14,28
2013-01-15,28
2013-01-16,26
2013-01-17,29
2013-01-18,32
2013-01-19,40
2013-01-20,40
2013-01-21,34
2013-01-22,28
2013-01-23,31
2013-01-24,29
2013-01-25,32
2013-01-26,40
2013-01-27,42
2013-01-28,31
2013-01-29,28
2013-01-30,29
2013-01-31,29
2013-02-01,34
2013-02-02,46
2013-02-03,38
2013-02-04,26
2013-02-05,29
2013-02-06,28
2013-02-07,28
2013-02-08,32
2013-02-09,38
2013-02-10,39
2013-02-11,31
2013-02-12,32
2013-02-13,32
2013-02-14,32
2013-02-15,36
2013-02-16,45
2013-02-17,40
2013-02-18,35
2013-02-19,30
2013-02-20,28
2013-02-21,28
2013-02-22,30
2013-02-23,41
2013-02-24,40
2013-02-25,26
2013-02-26,26
2013-02-27,30
2013-02-28,30
2013-03-01,33
2013-03-02,41
2013-03-03,38
2013-03-04,28
2013-03-05,29
2013-03-06,30
2013-03-07,33
2013-03-08,35
2013-03-09,44
2013-03-10,42
2013-03-11,32
2013-03-12,34
2013-03-13,31
2013-03-14,34
2013-03-15,37
2013-03-16,43
2013-03-17,41
2013-03-18,32
2013-03-19,28
2013-03-20,32
2013-03-21,33
2013-03-22,33
2013-03-23,42
2013-03-24,38
2013-03-25,34
2013-03-26,34
2013-03-27,37
2013-03-28,37
2013-03-29,42
2013-03-30,45
2013-03-31,35
2013-04-01,32
2013-04-02,34
2013-04-03,31
2013-04-04,33
2013-04-05,37
2013-04-06,44
2013-04-07,40
2013-04-08,28
2013-04-09,30
2013-04-10,29
2013-04-11,32
2013-04-12,37
2013-04-13,47
2013-04-14,44
2013-04-15,30
2013-04-16,27
2013-04-17,32
2013-04-18,32
2013-04-19,37
2013-04-20,44
2013-04-21,43
2013-04-22,31
2013-04-23,30
2013-04-24,32
2013-04-25,31
2013-04-26,34
2013-04-27,36
2013-04-28,37
2013-04-29,28
2013-04-30,30
2013-05-01,35
2013-05-02,32
2013-05-03,31
2013-05-04,41
2013-05-05,39
2013-05-06,31
2013-05-07,34
2013-05-08,36
2013-05-09,36
2013-05-10,40
2013-05-11,48
2013-05-12,43
2013-05-13,33
2013-05-14,30
2013-05-15,32
2013-05-16,33
2013-05-17,34
2013-05-18,43
2013-05-19,40
2013-05-20,30
2013-05-21,30
2013-05-22,31
2013-05-23,32
2013-05-24,35
2013-05-25,38
2013-05-26,37
2013-05-27,32
2013-05-28,32
2013-05-29,32
2013-05-30,34
2013-05-31,37
2013-06-01,43
2013-06-02,42
2013-06-03,32
2013-06-04,33
2013-06-05,35
2013-06-06,36
2013-06-07,39
2013-06-08,39
2013-06-09,43
2013-06-10,34
2013-06-11,35
2013-06-12,32
2013-06-13,35
2013-06-14,37
2013-06-15,40
2013-06-16,33
2013-06-17,31
2013-06-18,31
2013-06-19,33
2013-06-20,30
2013-06-21,34
2013-06-22,36
2013-06-23,38
2013-06-24,35
2013-06-25,33
2013-06-26,33
2013-06-27,31
2013-06-28,33
2013-06-29,42
