date,ULTA
2013-02-19,59
2013-02-20,54
2013-02-21,56
2013-02-22,59
2013-02-23,80
2013-02-24,76
2013-02-25,55
2013-02-26,54
2013-02-27,58
2013-02-28,56
2013-03-01,64
2013-03-02,80
2013-03-03,78
2013-03-04,53
2013-03-05,59
2013-03-06,59
2013-03-07,65
2013-03-08,69
2013-03-09,84
2013-03-10,82
2013-03-11,62
2013-03-12,63
2013-03-13,59
2013-03-14,65
2013-03-15,71
2013-03-16,87
2013-03-17,82
2013-03-18,61
2013-03-19,55
2013-03-20,61
2013-03-21,66
2013-03-22,68
2013-03-23,83
2013-03-24,79
2013-03-25,67
2013-03-26,71
2013-03-27,73
2013-03-28,74
2013-03-29,83
2013-03-30,84
2013-03-31,69
2013-04-01,64
2013-04-02,65
2013-04-03,61
2013-04-04,67
2013-04-05,72
2013-04-06,88
2013-04-07,79
2013-04-08,55
2013-04-09,58
2013-04-10,57
2013-04-11,60
2013-04-12,71
2013-04-13,89
2013-04-14,84
2013-04-15,58
2013-04-16,56
2013-04-17,65
2013-04-18,65
2013-04-19,73
2013-04-20,85
2013-04-21,84
2013-04-22,61
2013-04-23,58
2013-04-24,64
2013-04-25,63
2013-04-26,65
2013-04-27,73
2013-04-28,69
2013-04-29,56
2013-04-30,58
2013-05-01,67
2013-05-02,62
2013-05-03,62
2013-05-04,79
2013-05-05,78
2013-05-06,61
2013-05-07,66
2013-05-08,70
2013-05-09,69
2013-05-10,75
2013-05-11,94
2013-05-12,85
2013-05-13,64
2013-05-14,60
2013-05-15,59
2013-05-16,63
2013-05-17,67
2013-05-18,79
2013-05-19,75
2013-05-20,58
2013-05-21,59
2013-05-22,59
2013-05-23,61
2013-05-24,65
2013-05-25,73
2013-05-26,71
2013-05-27,62
2013-05-28,63
2013-05-29,62
2013-05-30,66
2013-05-31,68
2013-06-01,79
2013-06-02,79
2013-06-03,62
2013-06-04,67
2013-06-05,72
2013-06-06,75
2013-06-07,78
2013-06-08,86
2013-06-09,87
2013-06-10,64
2013-06-11,66
2013-06-12,68
2013-06-13,69
2013-06-14,73
2013-06-15,74
2013-06-16,67
2013-06-17,62
2013-06-18,64
2013-06-19,65
2013-06-20,63
2013-06-21,69
2013-06-22,73
2013-06-23,79
2013-06-24,65
2013-06-25,63
2013-06-26,59
2013-06-27,64
2013-06-28,66
2013-06-29,82
2013-06-30,85
2013-07-01,64
2013-07-02,70
2013-07-03,70
2013-07-04,66
2013-07-05,66
2013-07-06,82
2013-07-07,90
2013-07-08,69
2013-07-09,69
2013-07-10,66
2013-07-11,66
2013-07-12,73
2013-07-13,81
2013-07-14,79
2013-07-15,61
2013-07-16,69
2013-07-17,73
2013-07-18,70
2013-07-19,78
2013-07-20,87
2013-07-21,82
2013-07-22,73
2013-07-23,74
2013-07-24,71
2013-07-25,76
2013-07-26,79
2013-07-27,87
2013-07-28,91
2013-07-29,69
2013-07-30,71
2013-07-31,73
2013-08-01,75
2013-08-02,79
2013-08-03,98
2013-08-04,92
2013-08-05,75
2013-08-06,73
2013-08-07,76
2013-08-08,82
2013-08-09,85
2013-08-10,98
2013-08-11,92
2013-08-12,70
2013-08-13,73
2013-08-14,71
2013-08-15,72
2013-08-16,83
2013-08-17,93
2013-08-18,84
2013-08-19,65
2013-08-20,70
2013-08-21,66
2013-08-22,64
2013-08-23,69
2013-08-24,79
2013-08-25,80
2013-08-26,56
2013-08-27,60
2013-08-28,62
2013-08-29,59
2013-08-30,68
2013-08-31,83
2013-09-01,88
2013-09-02,74
2013-09-03,57
2013-09-04,61
2013-09-05,69
2013-09-06,76
2013-09-07,100
2013-09-08,90
2013-09-09,63
2013-09-10,59
2013-09-11,61
2013-09-12,65
2013-09-13,69
2013-09-14,84
2013-09-15,84
2013-09-16,62
2013-09-17,60
2013-09-18,63
2013-09-19,62
2013-09-20,66
2013-09-21,85
2013-09-22,80
2013-09-23,58
2013-09-24,56
2013-09-25,62
2013-09-26,64
2013-09-27,64
2013-09-28,76
2013-09-29,88
2013-09-30,58
2013-10-01,59
2013-10-02,64
2013-10-03,68
2013-10-04,71
2013-10-05,87
2013-10-06,83
2013-10-07,65
2013-10-08,61
2013-10-09,62
2013-10-10,63
2013-10-11,71
2013-10-12,83
2013-10-13,87
2013-10-14,66
2013-10-15,63
2013-10-16,62
2013-10-17,66
2013-10-18,73
2013-10-19,85
2013-10-20,81
2013-10-21,60
2013-10-22,66
2013-10-23,67
2013-10-24,67
2013-10-25,78
2013-10-26,87
2013-10-27,83
2013-10-28,62
2013-10-29,66
2013-10-30,67
2013-10-31,61
2013-11-01,75
2013-11-02,100
2013-11-03,94
2013-11-04,65
2013-11-05,63
2013-11-06,68
