date,ULTA
2011-09-18,32
2011-09-19,27
2011-09-20,25
2011-09-21,29
2011-09-22,27
2011-09-23,30
2011-09-24,37
2011-09-25,36
2011-09-26,27
2011-09-27,30
2011-09-28,30
2011-09-29,32
2011-09-30,34
2011-10-01,38
2011-10-02,45
2011-10-03,30
2011-10-04,30
2011-10-05,32
2011-10-06,29
2011-10-07,37
2011-10-08,37
2011-10-09,37
2011-10-10,35
2011-10-11,30
2011-10-12,32
2011-10-13,34
2011-10-14,36
2011-10-15,44
2011-10-16,45
2011-10-17,30
2011-10-18,28
2011-10-19,28
2011-10-20,31
2011-10-21,33
2011-10-22,41
2011-10-23,36
2011-10-24,31
2011-10-25,32
2011-10-26,27
2011-10-27,36
2011-10-28,35
2011-10-29,42
2011-10-30,42
2011-10-31,30
2011-11-01,29
2011-11-02,32
2011-11-03,30
2011-11-04,35
2011-11-05,43
2011-11-06,43
2011-11-07,30
2011-11-08,31
2011-11-09,34
2011-11-10,35
2011-11-11,36
2011-11-12,45
2011-11-13,46
2011-11-14,36
2011-11-15,35
2011-11-16,33
2011-11-17,34
2011-11-18,37
2011-11-19,45
2011-11-20,46
2011-11-21,39
2011-11-22,37
2011-11-23,44
2011-11-24,41
2011-11-25,100
2011-11-26,58
2011-11-27,50
2011-11-28,54
2011-11-29,48
2011-11-30,42
2011-12-01,44
2011-12-02,46
2011-12-03,55
2011-12-04,56
2011-12-05,43
2011-12-06,43
2011-12-07,46
2011-12-08,49
2011-12-09,50
2011-12-10,57
2011-12-11,62
2011-12-12,56
2011-12-13,51
2011-12-14,52
2011-12-15,55
2011-12-16,63
2011-12-17,75
2011-12-18,69
2011-12-19,63
2011-12-20,66
2011-12-21,68
2011-12-22,70
2011-12-23,73
2011-12-24,72
2011-12-25,35
2011-12-26,64
2011-12-27,50
2011-12-28,49
2011-12-29,52
2011-12-30,51
2011-12-31,54
2012-01-01,38
2012-01-02,43
2012-01-03,35
2012-01-04,35
2012-01-05,35
2012-01-06,38
2012-01-07,43
2012-01-08,43
2012-01-09,31
2012-01-10,32
2012-01-11,34
2012-01-12,31
2012-01-13,36
2012-01-14,45
2012-01-15,41
2012-01-16,37
2012-01-17,33
2012-01-18,30
2012-01-19,30
2012-01-20,30
2012-01-21,42
2012-01-22,50
2012-01-23,36
2012-01-24,33
2012-01-25,32
2012-01-26,39
2012-01-27,37
2012-01-28,47
2012-01-29,45
2012-01-30,32
2012-01-31,32
2012-02-01,30
2012-02-02,32
2012-02-03,34
2012-02-04,43
2012-02-05,41
2012-02-06,31
2012-02-07,33
2012-02-08,32
2012-02-09,31
2012-02-10,35
2012-02-11,43
2012-02-12,42
2012-02-13,32
2012-02-14,33
2012-02-15,35
2012-02-16,33
2012-02-17,40
2012-02-18,46
2012-02-19,48
2012-02-20,41
2012-02-21,32
2012-02-22,30
2012-02-23,34
2012-02-24,37
2012-02-25,44
2012-02-26,45
2012-02-27,31
2012-02-28,30
2012-02-29,31
2012-03-01,30
2012-03-02,32
2012-03-03,41
2012-03-04,43
2012-03-05,29
2012-03-06,31
2012-03-07,32
2012-03-08,34
2012-03-09,36
2012-03-10,43
2012-03-11,42
2012-03-12,33
2012-03-13,33
2012-03-14,32
2012-03-15,33
2012-03-16,37
2012-03-17,40
2012-03-18,39
2012-03-19,34
2012-03-20,31
2012-03-21,32
2012-03-22,32
2012-03-23,35
2012-03-24,44
2012-03-25,38
2012-03-26,28
2012-03-27,31
2012-03-28,30
2012-03-29,32
2012-03-30,36
2012-03-31,40
2012-04-01,43
2012-04-02,30
2012-04-03,35
2012-04-04,36
2012-04-05,37
2012-04-06,46
2012-04-07,45
2012-04-08,39
2012-04-09,34
2012-04-10,31
2012-04-11,35
2012-04-12,34
2012-04-13,40
2012-04-14,45
2012-04-15,40
2012-04-16,28
2012-04-17,34
2012-04-18,34
2012-04-19,32
2012-04-20,40
2012-04-21,41
2012-04-22,41
2012-04-23,30
2012-04-24,32
2012-04-25,33
2012-04-26,33
2012-04-27,33
2012-04-28,44
2012-04-29,39
2012-04-30,33
2012-05-01,33
2012-05-02,30
2012-05-03,33
2012-05-04,34
2012-05-05,39
2012-05-06,39
2012-05-07,35
2012-05-08,34
2012-05-09,40
2012-05-10,38
2012-05-11,41
2012-05-12,53
2012-05-13,43
2012-05-14,36
2012-05-15,33
2012-05-16,32
2012-05-17,35
2012-05-18,36
2012-05-19,38
2012-05-20,37
2012-05-21,32
2012-05-22,32
2012-05-23,34
2012-05-24,34
2012-05-25,33
2012-05-26,41
2012-05-27,40
2012-05-28,35
2012-05-29,33
2012-05-30,34
2012-05-31,37
2012-06-01,41
2012-06-02,40
2012-06-03,39
2012-06-04,35
