date,ULTA
2014-12-01,81
2014-12-02,65
2014-12-03,50
2014-12-04,53
2014-12-05,57
2014-12-06,66
2014-12-07,69
2014-12-08,55
2014-12-09,57
2014-12-10,58
2014-12-11,57
2014-12-12,66
2014-12-13,76
2014-12-14,77
2014-12-15,65
2014-12-16,63
2014-12-17,66
2014-12-18,69
2014-12-19,72
2014-12-20,87
2014-12-21,87
2014-12-22,82
2014-12-23,89
2014-12-24,100
2014-12-25,49
2014-12-26,75
2014-12-27,70
2014-12-28,66
2014-12-29,59
2014-12-30,58
2014-12-31,62
2015-01-01,54
2015-01-02,57
2015-01-03,59
2015-01-04,57
2015-01-05,45
2015-01-06,40
2015-01-07,40
2015-01-08,37
2015-01-09,42
2015-01-10,50
2015-01-11,51
2015-01-12,35
2015-01-13,34
2015-01-14,35
2015-01-15,35
2015-01-16,40
2015-01-17,50
2015-01-18,47
2015-01-19,42
2015-01-20,34
2015-01-21,37
2015-01-22,36
2015-01-23,45
2015-01-24,52
2015-01-25,52
2015-01-26,38
2015-01-27,37
2015-01-28,38
2015-01-29,40
2015-01-30,48
2015-01-31,62
2015-02-01,52
2015-02-02,35
2015-02-03,35
2015-02-04,39
2015-02-05,35
2015-02-06,42
2015-02-07,53
2015-02-08,48
2015-02-09,36
2015-02-10,38
2015-02-11,38
2015-02-12,39
2015-02-13,44
2015-02-14,51
2015-02-15,50
2015-02-16,42
2015-02-17,39
2015-02-18,40
2015-02-19,39
2015-02-20,48
2015-02-21,55
2015-02-22,53
2015-02-23,36
2015-02-24,36
2015-02-25,38
2015-02-26,39
2015-02-27,43
2015-02-28,53
2015-03-01,54
2015-03-02,40
2015-03-03,35
2015-03-04,39
2015-03-05,37
2015-03-06,43
2015-03-07,56
2015-03-08,51
2015-03-09,37
2015-03-10,38
2015-03-11,39
2015-03-12,41
2015-03-13,48
2015-03-14,56
2015-03-15,56
2015-03-16,41
2015-03-17,44
2015-03-18,42
2015-03-19,41
2015-03-20,46
2015-03-21,58
2015-03-22,56
2015-03-23,40
2015-03-24,41
2015-03-25,35
2015-03-26,39
2015-03-27,45
2015-03-28,55
2015-03-29,53
2015-03-30,42
2015-03-31,41
2015-04-01,47
2015-04-02,48
2015-04-03,57
2015-04-04,60
2015-04-05,53
2015-04-06,42
2015-04-07,41
2015-04-08,41
2015-04-09,42
2015-04-10,49
2015-04-11,55
2015-04-12,53
2015-04-13,38
2015-04-14,40
2015-04-15,43
2015-04-16,44
2015-04-17,46
2015-04-18,54
2015-04-19,52
2015-04-20,41
2015-04-21,38
2015-04-22,38
2015-04-23,42
2015-04-24,45
2015-04-25,53
2015-04-26,52
2015-04-27,39
2015-04-28,38
2015-04-29,37
2015-04-30,41
2015-05-01,45
2015-05-02,46
2015-05-03,45
2015-05-04,36
2015-05-05,37
2015-05-06,41
2015-05-07,46
2015-05-08,48
2015-05-09,59
2015-05-10,53
2015-05-11,40
2015-05-12,39
2015-05-13,39
2015-05-14,41
2015-05-15,43
2015-05-16,51
2015-05-17,49
2015-05-18,37
2015-05-19,37
2015-05-20,38
2015-05-21,40
2015-05-22,45
2015-05-23,48
2015-05-24,49
2015-05-25,41
2015-05-26,39
2015-05-27,39
2015-05-28,43
2015-05-29,46
2015-05-30,53
2015-05-31,50
2015-06-01,38
2015-06-02,39
2015-06-03,42
2015-06-04,42
2015-06-05,44
2015-06-06,49
2015-06-07,47
2015-06-08,39
2015-06-09,36
2015-06-10,39
2015-06-11,38
2015-06-12,40
2015-06-13,45
2015-06-14,47
2015-06-15,34
2015-06-16,35
2015-06-17,40
2015-06-18,39
2015-06-19,45
2015-06-20,47
2015-06-21,42
2015-06-22,38
2015-06-23,39
2015-06-24,39
2015-06-25,40
2015-06-26,46
2015-06-27,47
2015-06-28,52
2015-06-29,43
2015-06-30,46
2015-07-01,47
2015-07-02,51
2015-07-03,54
2015-07-04,53
2015-07-05,51
2015-07-06,43
2015-07-07,43
2015-07-08,45
2015-07-09,44
2015-07-10,48
2015-07-11,51
2015-07-12,51
2015-07-13,41
2015-07-14,43
2015-07-15,46
2015-07-16,46
2015-07-17,49
2015-07-18,54
2015-07-19,54
2015-07-20,41
2015-07-21,41
2015-07-22,44
2015-07-23,45
2015-07-24,51
2015-07-25,55
2015-07-26,56
2015-07-27,43
2015-07-28,43
2015-07-29,44
2015-07-30,47
2015-07-31,53
2015-08-01,57
2015-08-02,55
2015-08-03,44
2015-08-04,43
2015-08-05,45
2015-08-06,50
2015-08-07,49
2015-08-08,56
2015-08-09,58
2015-08-10,43
2015-08-11,43
2015-08-12,42
2015-08-13,45
2015-08-14,49
2015-08-15,54
2015-08-16,54
2015-08-17,42
2015-08-18,41
