date,ULTA
2017-01-19,57
2017-01-20,63
2017-01-21,76
2017-01-22,78
2017-01-23,56
2017-01-24,56
2017-01-25,57
2017-01-26,60
2017-01-27,67
2017-01-28,85
2017-01-29,79
2017-01-30,55
2017-01-31,52
2017-02-01,51
2017-02-02,54
2017-02-03,62
2017-02-04,76
2017-02-05,68
2017-02-06,50
2017-02-07,51
2017-02-08,54
2017-02-09,60
2017-02-10,63
2017-02-11,78
2017-02-12,77
2017-02-13,59
2017-02-14,55
2017-02-15,54
2017-02-16,60
2017-02-17,67
2017-02-18,78
2017-02-19,77
2017-02-20,63
2017-02-21,55
2017-02-22,55
2017-02-23,59
2017-02-24,66
2017-02-25,81
2017-02-26,80
2017-02-27,57
2017-02-28,55
2017-03-01,58
2017-03-02,59
2017-03-03,65
2017-03-04,76
2017-03-05,76
2017-03-06,56
2017-03-07,56
2017-03-08,56
2017-03-09,61
2017-03-10,70
2017-03-11,77
2017-03-12,84
2017-03-13,58
2017-03-14,57
2017-03-15,63
2017-03-16,64
2017-03-17,70
2017-03-18,83
2017-03-19,100
2017-03-20,72
2017-03-21,68
2017-03-22,69
2017-03-23,70
2017-03-24,76
2017-03-25,92
2017-03-26,90
2017-03-27,67
2017-03-28,66
2017-03-29,65
2017-03-30,69
2017-03-31,76
2017-04-01,91
