date,ULTA
2015-04-10,27
2015-04-11,32
2015-04-12,31
2015-04-13,22
2015-04-14,23
2015-04-15,24
2015-04-16,24
2015-04-17,28
2015-04-18,31
2015-04-19,31
2015-04-20,23
2015-04-21,22
2015-04-22,22
2015-04-23,24
2015-04-24,26
2015-04-25,30
2015-04-26,31
2015-04-27,23
2015-04-28,21
2015-04-29,22
2015-04-30,23
2015-05-01,27
2015-05-02,26
2015-05-03,26
2015-05-04,21
2015-05-05,21
2015-05-06,23
2015-05-07,26
2015-05-08,28
2015-05-09,35
2015-05-10,31
2015-05-11,24
2015-05-12,22
2015-05-13,22
2015-05-14,24
2015-05-15,25
2015-05-16,30
2015-05-17,27
2015-05-18,21
2015-05-19,21
2015-05-20,22
2015-05-21,22
2015-05-22,26
2015-05-23,27
2015-05-24,27
2015-05-25,24
2015-05-26,21
2015-05-27,23
2015-05-28,25
2015-05-29,26
2015-05-30,30
2015-05-31,29
2015-06-01,22
2015-06-02,23
2015-06-03,24
2015-06-04,26
2015-06-05,26
2015-06-06,29
2015-06-07,27
2015-06-08,22
2015-06-09,21
2015-06-10,22
2015-06-11,22
2015-06-12,25
2015-06-13,26
2015-06-14,26
2015-06-15,21
2015-06-16,21
2015-06-17,22
2015-06-18,23
2015-06-19,28
2015-06-20,27
2015-06-21,24
2015-06-22,22
2015-06-23,22
2015-06-24,22
2015-06-25,23
2015-06-26,26
2015-06-27,28
2015-06-28,31
2015-06-29,25
2015-06-30,26
2015-07-01,27
2015-07-02,30
2015-07-03,31
2015-07-04,30
2015-07-05,30
2015-07-06,25
2015-07-07,25
2015-07-08,25
2015-07-09,26
2015-07-10,28
2015-07-11,30
2015-07-12,28
2015-07-13,23
2015-07-14,23
2015-07-15,26
2015-07-16,26
2015-07-17,28
2015-07-18,31
2015-07-19,29
2015-07-20,24
2015-07-21,23
2015-07-22,25
2015-07-23,27
2015-07-24,28
2015-07-25,32
2015-07-26,32
2015-07-27,25
2015-07-28,25
2015-07-29,25
2015-07-30,27
2015-07-31,29
2015-08-01,33
2015-08-02,32
2015-08-03,26
2015-08-04,25
2015-08-05,26
2015-08-06,28
2015-08-07,28
2015-08-08,32
2015-08-09,34
2015-08-10,24
2015-08-11,25
2015-08-12,24
2015-08-13,25
2015-08-14,29
2015-08-15,31
2015-08-16,31
2015-08-17,23
2015-08-18,24
2015-08-19,26
2015-08-20,25
2015-08-21,27
2015-08-22,32
2015-08-23,30
2015-08-24,23
2015-08-25,22
2015-08-26,23
2015-08-27,23
2015-08-28,25
2015-08-29,30
2015-08-30,32
2015-08-31,22
2015-09-01,22
2015-09-02,24
2015-09-03,25
2015-09-04,29
2015-09-05,34
2015-09-06,36
2015-09-07,33
2015-09-08,25
2015-09-09,26
2015-09-10,24
2015-09-11,26
2015-09-12,32
2015-09-13,34
2015-09-14,25
2015-09-15,24
2015-09-16,24
2015-09-17,25
2015-09-18,30
2015-09-19,34
2015-09-20,33
2015-09-21,25
2015-09-22,22
2015-09-23,25
2015-09-24,26
2015-09-25,28
2015-09-26,34
2015-09-27,35
2015-09-28,23
2015-09-29,24
2015-09-30,25
2015-10-01,26
2015-10-02,29
2015-10-03,34
2015-10-04,34
2015-10-05,24
2015-10-06,22
2015-10-07,23
2015-10-08,23
2015-10-09,27
2015-10-10,31
2015-10-11,33
2015-10-12,24
2015-10-13,22
2015-10-14,22
2015-10-15,22
2015-10-16,27
2015-10-17,32
2015-10-18,29
2015-10-19,24
2015-10-20,23
2015-10-21,22
2015-10-22,25
2015-10-23,28
2015-10-24,34
2015-10-25,32
2015-10-26,24
2015-10-27,23
2015-10-28,25
2015-10-29,25
2015-10-30,27
2015-10-31,31
2015-11-01,29
2015-11-02,23
2015-11-03,24
2015-11-04,24
2015-11-05,26
2015-11-06,30
2015-11-07,35
2015-11-08,34
2015-11-09,26
2015-11-10,27
2015-11-11,28
2015-11-12,27
2015-11-13,29
2015-11-14,35
2015-11-15,37
2015-11-16,28
2015-11-17,27
2015-11-18,28
2015-11-19,29
2015-11-20,36
2015-11-21,43
2015-11-22,45
2015-11-23,36
2015-11-24,36
2015-11-25,41
2015-11-26,57
2015-11-27,100
2015-11-28,58
2015-11-29,46
2015-11-30,57
2015-12-01,43
2015-12-02,35
2015-12-03,36
2015-12-04,38
2015-12-05,46
2015-12-06,46
2015-12-07,37
2015-12-08,38
2015-12-09,37
2015-12-10,42
2015-12-11,45
2015-12-12,52
2015-12-13,52
2015-12-14,42
2015-12-15,44
2015-12-16,46
2015-12-17,49
2015-12-18,53
2015-12-19,64
2015-12-20,65
2015-12-21,58
2015-12-22,60
2015-12-23,67
2015-12-24,79
2015-12-25,35
2015-12-26,58
