date,ULTA
2012-01-26,66
2012-01-27,67
2012-01-28,87
2012-01-29,82
2012-01-30,57
2012-01-31,56
2012-02-01,52
2012-02-02,55
2012-02-03,61
2012-02-04,74
2012-02-05,63
2012-02-06,56
2012-02-07,57
2012-02-08,59
2012-02-09,58
2012-02-10,67
2012-02-11,73
2012-02-12,79
2012-02-13,54
2012-02-14,58
2012-02-15,62
2012-02-16,63
2012-02-17,78
2012-02-18,89
2012-02-19,85
2012-02-20,74
2012-02-21,62
2012-02-22,59
2012-02-23,61
2012-02-24,65
2012-02-25,79
2012-02-26,79
2012-02-27,57
2012-02-28,56
2012-02-29,53
2012-03-01,54
2012-03-02,58
2012-03-03,75
2012-03-04,75
2012-03-05,59
2012-03-06,52
2012-03-07,56
2012-03-08,61
2012-03-09,72
2012-03-10,80
2012-03-11,80
2012-03-12,62
2012-03-13,59
2012-03-14,55
2012-03-15,59
2012-03-16,67
2012-03-17,72
2012-03-18,70
2012-03-19,56
2012-03-20,52
2012-03-21,60
2012-03-22,51
2012-03-23,58
2012-03-24,76
2012-03-25,69
2012-03-26,55
2012-03-27,54
2012-03-28,58
2012-03-29,56
2012-03-30,64
2012-03-31,73
2012-04-01,72
2012-04-02,57
2012-04-03,55
2012-04-04,63
2012-04-05,65
2012-04-06,82
2012-04-07,87
2012-04-08,67
2012-04-09,58
2012-04-10,54
2012-04-11,61
2012-04-12,64
2012-04-13,71
2012-04-14,82
2012-04-15,73
2012-04-16,50
2012-04-17,53
2012-04-18,58
2012-04-19,62
2012-04-20,65
2012-04-21,69
2012-04-22,70
2012-04-23,56
2012-04-24,56
2012-04-25,54
2012-04-26,57
2012-04-27,58
2012-04-28,76
2012-04-29,73
2012-04-30,63
2012-05-01,61
2012-05-02,59
2012-05-03,56
2012-05-04,60
2012-05-05,70
2012-05-06,80
2012-05-07,61
2012-05-08,60
2012-05-09,69
2012-05-10,65
2012-05-11,75
2012-05-12,87
2012-05-13,80
2012-05-14,61
2012-05-15,59
2012-05-16,61
2012-05-17,62
2012-05-18,65
2012-05-19,75
2012-05-20,71
2012-05-21,62
2012-05-22,58
2012-05-23,59
2012-05-24,61
2012-05-25,60
2012-05-26,67
2012-05-27,76
2012-05-28,63
2012-05-29,58
2012-05-30,66
2012-05-31,65
2012-06-01,68
2012-06-02,72
2012-06-03,75
2012-06-04,61
2012-06-05,60
2012-06-06,59
2012-06-07,66
2012-06-08,65
2012-06-09,73
2012-06-10,70
2012-06-11,55
2012-06-12,63
2012-06-13,59
2012-06-14,64
2012-06-15,63
2012-06-16,71
2012-06-17,67
2012-06-18,63
2012-06-19,62
2012-06-20,61
2012-06-21,65
2012-06-22,70
2012-06-23,82
2012-06-24,82
2012-06-25,65
2012-06-26,67
2012-06-27,72
2012-06-28,75
2012-06-29,81
2012-06-30,87
2012-07-01,93
2012-07-02,67
2012-07-03,69
2012-07-04,58
2012-07-05,67
2012-07-06,75
2012-07-07,86
2012-07-08,78
2012-07-09,66
2012-07-10,61
2012-07-11,72
2012-07-12,64
2012-07-13,76
2012-07-14,83
2012-07-15,75
2012-07-16,65
2012-07-17,64
2012-07-18,68
2012-07-19,68
2012-07-20,72
2012-07-21,82
2012-07-22,91
2012-07-23,69
2012-07-24,65
2012-07-25,64
2012-07-26,70
2012-07-27,70
2012-07-28,80
2012-07-29,87
2012-07-30,69
2012-07-31,71
2012-08-01,75
2012-08-02,81
2012-08-03,80
2012-08-04,88
2012-08-05,99
2012-08-06,68
2012-08-07,69
2012-08-08,74
2012-08-09,67
2012-08-10,74
2012-08-11,76
2012-08-12,80
2012-08-13,62
2012-08-14,68
2012-08-15,68
2012-08-16,63
2012-08-17,68
2012-08-18,79
2012-08-19,84
2012-08-20,66
2012-08-21,65
2012-08-22,63
2012-08-23,62
2012-08-24,72
2012-08-25,82
2012-08-26,90
2012-08-27,62
2012-08-28,58
2012-08-29,68
2012-08-30,67
2012-08-31,76
2012-09-01,86
2012-09-02,82
2012-09-03,74
2012-09-04,62
2012-09-05,62
2012-09-06,62
2012-09-07,74
2012-09-08,86
2012-09-09,92
2012-09-10,72
2012-09-11,53
2012-09-12,59
2012-09-13,57
2012-09-14,70
2012-09-15,88
2012-09-16,85
2012-09-17,61
2012-09-18,58
2012-09-19,59
2012-09-20,57
2012-09-21,65
2012-09-22,77
2012-09-23,84
2012-09-24,62
2012-09-25,60
2012-09-26,66
2012-09-27,71
2012-09-28,78
2012-09-29,94
2012-09-30,100
2012-10-01,63
2012-10-02,59
2012-10-03,64
2012-10-04,61
2012-10-05,64
2012-10-06,79
2012-10-07,79
2012-10-08,66
2012-10-09,58
2012-10-10,65
2012-10-11,67
2012-10-12,73
