date,ULTA
2011-05-11,31
2011-05-12,35
2011-05-13,36
2011-05-14,37
2011-05-15,37
2011-05-16,30
2011-05-17,32
2011-05-18,30
2011-05-19,34
2011-05-20,35
2011-05-21,36
2011-05-22,37
2011-05-23,28
2011-05-24,30
2011-05-25,33
2011-05-26,29
2011-05-27,30
2011-05-28,39
2011-05-29,31
2011-05-30,29
2011-05-31,31
2011-06-01,32
2011-06-02,37
2011-06-03,43
2011-06-04,39
2011-06-05,40
2011-06-06,30
2011-06-07,32
2011-06-08,31
2011-06-09,30
2011-06-10,37
2011-06-11,41
2011-06-12,36
2011-06-13,31
2011-06-14,29
2011-06-15,28
2011-06-16,30
2011-06-17,32
2011-06-18,36
2011-06-19,33
2011-06-20,29
2011-06-21,28
2011-06-22,30
2011-06-23,32
2011-06-24,34
2011-06-25,33
2011-06-26,37
2011-06-27,34
2011-06-28,33
2011-06-29,35
2011-06-30,40
2011-07-01,34
2011-07-02,39
2011-07-03,41
2011-07-04,30
2011-07-05,32
2011-07-06,37
2011-07-07,36
2011-07-08,32
2011-07-09,39
2011-07-10,36
2011-07-11,32
2011-07-12,32
2011-07-13,33
2011-07-14,32
2011-07-15,37
2011-07-16,36
2011-07-17,34
2011-07-18,32
2011-07-19,35
2011-07-20,34
2011-07-21,37
2011-07-22,36
2011-07-23,40
2011-07-24,42
2011-07-25,34
2011-07-26,39
2011-07-27,37
2011-07-28,40
2011-07-29,42
2011-07-30,47
2011-07-31,42
2011-08-01,34
2011-08-02,35
2011-08-03,37
2011-08-04,39
2011-08-05,43
2011-08-06,43
2011-08-07,42
2011-08-08,36
2011-08-09,33
2011-08-10,33
2011-08-11,34
2011-08-12,37
2011-08-13,41
2011-08-14,40
2011-08-15,36
2011-08-16,31
2011-08-17,33
2011-08-18,33
2011-08-19,31
2011-08-20,35
2011-08-21,39
2011-08-22,29
2011-08-23,29
2011-08-24,28
2011-08-25,30
2011-08-26,30
2011-08-27,36
2011-08-28,40
2011-08-29,30
2011-08-30,34
2011-08-31,35
2011-09-01,36
2011-09-02,37
2011-09-03,41
2011-09-04,40
2011-09-05,35
2011-09-06,30
2011-09-07,27
2011-09-08,33
2011-09-09,35
2011-09-10,37
2011-09-11,37
2011-09-12,27
2011-09-13,29
2011-09-14,29
2011-09-15,31
2011-09-16,30
2011-09-17,38
2011-09-18,34
2011-09-19,26
2011-09-20,26
2011-09-21,32
2011-09-22,30
2011-09-23,32
2011-09-24,39
2011-09-25,40
2011-09-26,27
2011-09-27,29
2011-09-28,33
2011-09-29,31
2011-09-30,41
2011-10-01,42
2011-10-02,43
2011-10-03,31
2011-10-04,32
2011-10-05,33
2011-10-06,31
2011-10-07,36
2011-10-08,36
2011-10-09,38
2011-10-10,32
2011-10-11,31
2011-10-12,33
2011-10-13,35
2011-10-14,40
2011-10-15,44
2011-10-16,47
2011-10-17,29
2011-10-18,32
2011-10-19,31
2011-10-20,30
2011-10-21,36
2011-10-22,41
2011-10-23,37
2011-10-24,33
2011-10-25,33
2011-10-26,30
2011-10-27,33
2011-10-28,37
2011-10-29,43
2011-10-30,41
2011-10-31,29
2011-11-01,29
2011-11-02,34
2011-11-03,32
2011-11-04,39
2011-11-05,42
2011-11-06,42
2011-11-07,30
2011-11-08,30
2011-11-09,39
2011-11-10,40
2011-11-11,41
2011-11-12,45
2011-11-13,47
2011-11-14,37
2011-11-15,37
2011-11-16,36
2011-11-17,38
2011-11-18,38
2011-11-19,46
2011-11-20,46
2011-11-21,38
2011-11-22,38
2011-11-23,47
2011-11-24,40
2011-11-25,100
2011-11-26,61
2011-11-27,56
2011-11-28,57
2011-11-29,49
2011-11-30,42
2011-12-01,48
2011-12-02,51
2011-12-03,57
2011-12-04,57
2011-12-05,48
2011-12-06,44
2011-12-07,41
2011-12-08,53
2011-12-09,54
2011-12-10,57
2011-12-11,69
2011-12-12,51
2011-12-13,55
2011-12-14,54
2011-12-15,58
2011-12-16,70
2011-12-17,75
2011-12-18,69
2011-12-19,66
2011-12-20,68
2011-12-21,69
2011-12-22,74
2011-12-23,77
2011-12-24,75
2011-12-25,37
2011-12-26,56
2011-12-27,55
2011-12-28,52
2011-12-29,53
2011-12-30,51
2011-12-31,55
2012-01-01,43
2012-01-02,43
2012-01-03,34
2012-01-04,36
2012-01-05,37
2012-01-06,39
2012-01-07,44
2012-01-08,43
2012-01-09,33
2012-01-10,33
2012-01-11,33
2012-01-12,34
2012-01-13,34
2012-01-14,44
2012-01-15,42
2012-01-16,37
2012-01-17,31
2012-01-18,32
2012-01-19,33
2012-01-20,36
2012-01-21,44
2012-01-22,50
2012-01-23,37
2012-01-24,35
2012-01-25,36
2012-01-26,36
