date,ULTA
2016-08-02,22
2016-08-03,22
2016-08-04,23
2016-08-05,25
2016-08-06,26
2016-08-07,26
2016-08-08,20
2016-08-09,20
2016-08-10,20
2016-08-11,21
2016-08-12,24
2016-08-13,26
2016-08-14,26
2016-08-15,23
2016-08-16,23
2016-08-17,24
2016-08-18,22
2016-08-19,24
2016-08-20,27
2016-08-21,27
2016-08-22,20
2016-08-23,21
2016-08-24,20
2016-08-25,21
2016-08-26,24
2016-08-27,27
2016-08-28,30
2016-08-29,20
2016-08-30,21
2016-08-31,22
2016-09-01,23
2016-09-02,26
2016-09-03,30
2016-09-04,30
2016-09-05,29
2016-09-06,22
2016-09-07,21
2016-09-08,21
2016-09-09,24
2016-09-10,31
2016-09-11,32
2016-09-12,22
2016-09-13,21
2016-09-14,21
2016-09-15,22
2016-09-16,26
2016-09-17,30
2016-09-18,30
2016-09-19,21
2016-09-20,20
2016-09-21,21
2016-09-22,21
2016-09-23,24
2016-09-24,30
2016-09-25,28
2016-09-26,20
2016-09-27,19
2016-09-28,20
2016-09-29,21
2016-09-30,24
2016-10-01,27
2016-10-02,29
2016-10-03,21
2016-10-04,20
2016-10-05,21
2016-10-06,20
2016-10-07,22
2016-10-08,28
2016-10-09,29
2016-10-10,20
2016-10-11,20
2016-10-12,20
2016-10-13,21
2016-10-14,24
2016-10-15,27
2016-10-16,26
2016-10-17,20
2016-10-18,20
2016-10-19,20
2016-10-20,21
2016-10-21,22
2016-10-22,26
2016-10-23,26
2016-10-24,20
2016-10-25,19
2016-10-26,19
2016-10-27,20
2016-10-28,22
2016-10-29,28
2016-10-30,26
2016-10-31,17
2016-11-01,17
2016-11-02,21
2016-11-03,21
2016-11-04,24
2016-11-05,28
2016-11-06,28
2016-11-07,21
2016-11-08,20
2016-11-09,16
2016-11-10,21
2016-11-11,25
2016-11-12,30
2016-11-13,30
2016-11-14,23
2016-11-15,23
2016-11-16,23
2016-11-17,24
2016-11-18,29
2016-11-19,33
2016-11-20,36
2016-11-21,30
2016-11-22,30
2016-11-23,34
2016-11-24,58
2016-11-25,100
2016-11-26,50
2016-11-27,39
2016-11-28,51
2016-11-29,35
2016-11-30,25
2016-12-01,27
2016-12-02,36
2016-12-03,38
2016-12-04,38
2016-12-05,29
2016-12-06,30
2016-12-07,30
2016-12-08,31
2016-12-09,30
2016-12-10,37
2016-12-11,39
2016-12-12,32
2016-12-13,33
2016-12-14,35
2016-12-15,34
2016-12-16,37
2016-12-17,45
2016-12-18,46
2016-12-19,40
2016-12-20,41
2016-12-21,43
2016-12-22,47
2016-12-23,56
2016-12-24,59
2016-12-25,32
2016-12-26,47
2016-12-27,39
2016-12-28,35
2016-12-29,33
2016-12-30,38
2016-12-31,40
2017-01-01,29
2017-01-02,30
2017-01-03,25
2017-01-04,24
2017-01-05,24
2017-01-06,24
2017-01-07,27
2017-01-08,29
2017-01-09,21
2017-01-10,20
2017-01-11,21
2017-01-12,21
2017-01-13,24
2017-01-14,30
2017-01-15,29
2017-01-16,25
2017-01-17,21
2017-01-18,20
2017-01-19,21
2017-01-20,22
2017-01-21,29
2017-01-22,29
2017-01-23,20
2017-01-24,19
2017-01-25,21
2017-01-26,22
2017-01-27,23
2017-01-28,31
2017-01-29,28
2017-01-30,20
2017-01-31,19
2017-02-01,19
2017-02-02,20
2017-02-03,22
2017-02-04,26
2017-02-05,24
2017-02-06,18
2017-02-07,19
2017-02-08,20
2017-02-09,21
2017-02-10,23
2017-02-11,27
2017-02-12,28
2017-02-13,20
2017-02-14,21
2017-02-15,20
2017-02-16,21
2017-02-17,24
2017-02-18,28
2017-02-19,27
2017-02-20,23
2017-02-21,19
2017-02-22,20
2017-02-23,21
2017-02-24,25
2017-02-25,29
2017-02-26,29
2017-02-27,20
2017-02-28,20
2017-03-01,20
2017-03-02,22
2017-03-03,24
2017-03-04,28
2017-03-05,28
2017-03-06,21
2017-03-07,20
2017-03-08,21
2017-03-09,22
2017-03-10,25
2017-03-11,28
2017-03-12,30
2017-03-13,22
2017-03-14,21
2017-03-15,22
2017-03-16,24
2017-03-17,24
2017-03-18,28
2017-03-19,37
2017-03-20,26
2017-03-21,24
2017-03-22,25
2017-03-23,25
2017-03-24,27
2017-03-25,32
2017-03-26,33
2017-03-27,24
2017-03-28,24
2017-03-29,24
2017-03-30,24
2017-03-31,27
2017-04-01,33
2017-04-02,33
2017-04-03,22
2017-04-04,22
2017-04-05,21
2017-04-06,23
2017-04-07,27
2017-04-08,40
2017-04-09,29
2017-04-10,20
2017-04-11,19
2017-04-12,20
2017-04-13,22
2017-04-14,28
2017-04-15,27
2017-04-16,25
2017-04-17,21
2017-04-18,20
