date,TSCO
2016-09-11,40
2016-09-12,51
2016-09-13,50
2016-09-14,44
2016-09-15,51
2016-09-16,30
2016-09-17,33
2016-09-18,39
2016-09-19,56
2016-09-20,40
2016-09-21,28
2016-09-22,63
2016-09-23,46
2016-09-24,48
2016-09-25,32
2016-09-26,40
2016-09-27,65
2016-09-28,53
2016-09-29,72
2016-09-30,56
2016-10-01,25
2016-10-02,28
2016-10-03,34
2016-10-04,73
2016-10-05,86
2016-10-06,46
2016-10-07,38
2016-10-08,33
2016-10-09,35
2016-10-10,43
2016-10-11,46
2016-10-12,44
2016-10-13,53
2016-10-14,41
2016-10-15,43
2016-10-16,49
2016-10-17,36
2016-10-18,60
2016-10-19,58
2016-10-20,73
2016-10-21,53
2016-10-22,46
2016-10-23,39
2016-10-24,64
2016-10-25,48
2016-10-26,63
2016-10-27,37
2016-10-28,64
2016-10-29,43
2016-10-30,21
2016-10-31,25
2016-11-01,41
2016-11-02,40
2016-11-03,76
2016-11-04,53
2016-11-05,38
2016-11-06,27
2016-11-07,38
2016-11-08,38
2016-11-09,56
2016-11-10,39
2016-11-11,54
2016-11-12,63
2016-11-13,34
2016-11-14,33
2016-11-15,66
2016-11-16,65
2016-11-17,34
2016-11-18,53
2016-11-19,66
2016-11-20,31
2016-11-21,66
2016-11-22,77
2016-11-23,39
2016-11-24,69
2016-11-25,81
2016-11-26,34
2016-11-27,51
2016-11-28,52
2016-11-29,50
2016-11-30,62
2016-12-01,72
2016-12-02,65
2016-12-03,52
2016-12-04,58
2016-12-05,61
2016-12-06,71
2016-12-07,54
2016-12-08,46
2016-12-09,45
2016-12-10,24
2016-12-11,64
2016-12-12,44
2016-12-13,47
2016-12-14,66
2016-12-15,39
2016-12-16,48
2016-12-17,28
2016-12-18,31
2016-12-19,42
2016-12-20,49
2016-12-21,35
2016-12-22,19
2016-12-23,47
2016-12-24,34
2016-12-25,31
2016-12-26,71
2016-12-27,67
2016-12-28,65
2016-12-29,29
2016-12-30,40
2016-12-31,60
2017-01-01,53
2017-01-02,41
2017-01-03,60
2017-01-04,27
2017-01-05,85
2017-01-06,56
2017-01-07,53
2017-01-08,44
2017-01-09,44
2017-01-10,49
2017-01-11,49
2017-01-12,56
2017-01-13,48
2017-01-14,34
2017-01-15,36
2017-01-16,32
2017-01-17,35
2017-01-18,44
2017-01-19,44
2017-01-20,33
2017-01-21,54
2017-01-22,30
2017-01-23,40
2017-01-24,46
2017-01-25,43
2017-01-26,62
2017-01-27,75
2017-01-28,48
2017-01-29,37
2017-01-30,40
2017-01-31,66
2017-02-01,86
2017-02-02,67
2017-02-03,30
2017-02-04,53
2017-02-05,45
2017-02-06,28
2017-02-07,48
2017-02-08,37
2017-02-09,46
2017-02-10,48
2017-02-11,27
2017-02-12,49
2017-02-13,40
2017-02-14,58
2017-02-15,32
2017-02-16,52
2017-02-17,48
2017-02-18,50
2017-02-19,37
2017-02-20,32
2017-02-21,52
2017-02-22,57
2017-02-23,52
2017-02-24,48
2017-02-25,31
2017-02-26,40
2017-02-27,50
2017-02-28,65
2017-03-01,60
2017-03-02,46
2017-03-03,77
2017-03-04,39
2017-03-05,39
2017-03-06,62
2017-03-07,50
2017-03-08,45
2017-03-09,54
2017-03-10,59
2017-03-11,43
2017-03-12,45
2017-03-13,65
2017-03-14,62
2017-03-15,69
2017-03-16,51
2017-03-17,42
2017-03-18,20
2017-03-19,29
2017-03-20,57
2017-03-21,65
2017-03-22,59
2017-03-23,43
2017-03-24,45
2017-03-25,41
2017-03-26,30
2017-03-27,71
2017-03-28,100
2017-03-29,69
2017-03-30,41
2017-03-31,45
2017-04-01,24
