date,TSCO
2011-09-18,19
2011-09-19,30
2011-09-20,60
2011-09-21,38
2011-09-22,46
2011-09-23,20
2011-09-24,28
2011-09-25,33
2011-09-26,30
2011-09-27,41
2011-09-28,34
2011-09-29,23
2011-09-30,45
2011-10-01,76
2011-10-02,29
2011-10-03,57
2011-10-04,34
2011-10-05,76
2011-10-06,53
2011-10-07,32
2011-10-08,23
2011-10-09,18
2011-10-10,68
2011-10-11,25
2011-10-12,29
2011-10-13,45
2011-10-14,51
2011-10-15,27
2011-10-16,36
2011-10-17,22
2011-10-18,40
2011-10-19,63
2011-10-20,53
2011-10-21,36
2011-10-22,14
2011-10-23,36
2011-10-24,58
2011-10-25,36
2011-10-26,37
2011-10-27,34
2011-10-28,31
2011-10-29,9
2011-10-30,32
2011-10-31,46
2011-11-01,19
2011-11-02,34
2011-11-03,48
2011-11-04,61
2011-11-05,31
2011-11-06,13
2011-11-07,70
2011-11-08,55
2011-11-09,63
2011-11-10,30
2011-11-11,42
2011-11-12,45
2011-11-13,18
2011-11-14,29
2011-11-15,41
2011-11-16,40
2011-11-17,37
2011-11-18,15
2011-11-19,22
2011-11-20,35
2011-11-21,61
2011-11-22,33
2011-11-23,26
2011-11-24,35
2011-11-25,32
2011-11-26,13
2011-11-27,39
2011-11-28,42
2011-11-29,46
2011-11-30,43
2011-12-01,33
2011-12-02,49
2011-12-03,35
2011-12-04,56
2011-12-05,54
2011-12-06,82
2011-12-07,43
2011-12-08,30
2011-12-09,54
2011-12-10,35
2011-12-11,43
2011-12-12,28
2011-12-13,50
2011-12-14,58
2011-12-15,40
2011-12-16,30
2011-12-17,44
2011-12-18,18
2011-12-19,22
2011-12-20,44
2011-12-21,49
2011-12-22,39
2011-12-23,75
2011-12-24,25
2011-12-25,32
2011-12-26,39
2011-12-27,27
2011-12-28,27
2011-12-29,19
2011-12-30,25
2011-12-31,29
2012-01-01,25
2012-01-02,19
2012-01-03,25
2012-01-04,21
2012-01-05,29
2012-01-06,7
2012-01-07,55
2012-01-08,45
2012-01-09,34
2012-01-10,17
2012-01-11,20
2012-01-12,100
2012-01-13,75
2012-01-14,37
2012-01-15,37
2012-01-16,41
2012-01-17,37
2012-01-18,50
2012-01-19,41
2012-01-20,53
2012-01-21,24
2012-01-22,20
2012-01-23,57
2012-01-24,51
2012-01-25,44
2012-01-26,48
2012-01-27,39
2012-01-28,54
2012-01-29,33
2012-01-30,33
2012-01-31,40
2012-02-01,63
2012-02-02,57
2012-02-03,38
2012-02-04,12
2012-02-05,24
2012-02-06,27
2012-02-07,40
2012-02-08,47
2012-02-09,64
2012-02-10,35
2012-02-11,32
2012-02-12,35
2012-02-13,26
2012-02-14,47
2012-02-15,54
2012-02-16,27
2012-02-17,32
2012-02-18,29
2012-02-19,41
2012-02-20,48
2012-02-21,45
2012-02-22,20
2012-02-23,44
2012-02-24,45
2012-02-25,32
2012-02-26,28
2012-02-27,20
2012-02-28,49
2012-02-29,33
2012-03-01,35
2012-03-02,29
2012-03-03,50
2012-03-04,25
2012-03-05,41
2012-03-06,37
2012-03-07,26
2012-03-08,40
2012-03-09,42
2012-03-10,28
2012-03-11,16
2012-03-12,53
2012-03-13,52
2012-03-14,33
2012-03-15,37
2012-03-16,42
2012-03-17,32
2012-03-18,44
2012-03-19,43
2012-03-20,33
2012-03-21,23
2012-03-22,48
2012-03-23,25
2012-03-24,33
2012-03-25,25
2012-03-26,63
2012-03-27,40
2012-03-28,54
2012-03-29,54
2012-03-30,43
2012-03-31,28
2012-04-01,24
2012-04-02,37
2012-04-03,44
2012-04-04,52
2012-04-05,50
2012-04-06,23
2012-04-07,34
2012-04-08,30
2012-04-09,20
2012-04-10,24
2012-04-11,26
2012-04-12,58
2012-04-13,32
2012-04-14,16
2012-04-15,20
2012-04-16,49
2012-04-17,33
2012-04-18,39
2012-04-19,30
2012-04-20,24
2012-04-21,40
2012-04-22,16
2012-04-23,36
2012-04-24,49
2012-04-25,16
2012-04-26,23
2012-04-27,35
2012-04-28,24
2012-04-29,24
2012-04-30,35
2012-05-01,29
2012-05-02,30
2012-05-03,30
2012-05-04,28
2012-05-05,39
2012-05-06,20
2012-05-07,33
2012-05-08,49
2012-05-09,26
2012-05-10,44
2012-05-11,49
2012-05-12,16
2012-05-13,32
2012-05-14,39
2012-05-15,32
2012-05-16,26
2012-05-17,41
2012-05-18,39
2012-05-19,29
2012-05-20,36
2012-05-21,42
2012-05-22,36
2012-05-23,20
2012-05-24,40
2012-05-25,52
2012-05-26,17
2012-05-27,17
2012-05-28,28
2012-05-29,58
2012-05-30,55
2012-05-31,49
2012-06-01,41
2012-06-02,20
2012-06-03,12
2012-06-04,29
