date,TSCO
2010-08-24,27
2010-08-25,49
2010-08-26,35
2010-08-27,51
2010-08-28,63
2010-08-29,27
2010-08-30,14
2010-08-31,47
2010-09-01,41
2010-09-02,35
2010-09-03,44
2010-09-04,18
2010-09-05,44
2010-09-06,43
2010-09-07,61
2010-09-08,67
2010-09-09,55
2010-09-10,22
2010-09-11,18
2010-09-12,25
2010-09-13,20
2010-09-14,40
2010-09-15,60
2010-09-16,34
2010-09-17,21
2010-09-18,35
2010-09-19,84
2010-09-20,47
2010-09-21,33
2010-09-22,60
2010-09-23,27
2010-09-24,49
2010-09-25,51
2010-09-26,33
2010-09-27,26
2010-09-28,45
2010-09-29,39
2010-09-30,33
2010-10-01,42
2010-10-02,51
2010-10-03,24
2010-10-04,39
2010-10-05,46
2010-10-06,33
2010-10-07,56
2010-10-08,35
2010-10-09,34
2010-10-10,50
2010-10-11,59
2010-10-12,27
2010-10-13,26
2010-10-14,13
2010-10-15,88
2010-10-16,33
2010-10-17,81
2010-10-18,58
2010-10-19,19
2010-10-20,32
2010-10-21,39
2010-10-22,48
2010-10-23,33
2010-10-24,16
2010-10-25,38
2010-10-26,31
2010-10-27,32
2010-10-28,26
2010-10-29,62
2010-10-30,17
2010-10-31,50
2010-11-01,26
2010-11-02,31
2010-11-03,43
2010-11-04,31
2010-11-05,41
2010-11-06,16
2010-11-07,31
2010-11-08,80
2010-11-09,31
2010-11-10,50
2010-11-11,58
2010-11-12,53
2010-11-13,48
2010-11-14,39
2010-11-15,19
2010-11-16,75
2010-11-17,57
2010-11-18,44
2010-11-19,40
2010-11-20,32
2010-11-21,23
2010-11-22,49
2010-11-23,37
2010-11-24,38
2010-11-25,13
2010-11-26,28
2010-11-27,63
2010-11-28,77
2010-11-29,30
2010-11-30,67
2010-12-01,62
2010-12-02,55
2010-12-03,52
2010-12-04,23
2010-12-05,61
2010-12-06,49
2010-12-07,37
2010-12-08,57
2010-12-09,63
2010-12-10,26
2010-12-11,78
2010-12-12,31
2010-12-13,49
2010-12-14,43
2010-12-15,25
2010-12-16,38
2010-12-17,34
2010-12-18,40
2010-12-19,56
2010-12-20,25
2010-12-21,46
2010-12-22,33
2010-12-23,36
2010-12-24,25
2010-12-25,59
2010-12-26,69
2010-12-27,63
2010-12-28,14
2010-12-29,42
2010-12-30,21
2010-12-31,42
2011-01-01,100
2011-01-02,64
2011-01-03,58
2011-01-04,31
2011-01-05,43
2011-01-06,38
2011-01-07,51
2011-01-08,53
2011-01-09,59
2011-01-10,36
2011-01-11,12
2011-01-12,24
2011-01-13,30
2011-01-14,25
2011-01-15,29
2011-01-16,44
2011-01-17,41
2011-01-18,35
2011-01-19,47
2011-01-20,35
2011-01-21,49
2011-01-22,15
2011-01-23,65
2011-01-24,40
2011-01-25,58
2011-01-26,35
2011-01-27,53
2011-01-28,37
2011-01-29,0
2011-01-30,0
2011-01-31,55
2011-02-01,22
2011-02-02,45
2011-02-03,40
2011-02-04,48
2011-02-05,57
2011-02-06,28
2011-02-07,50
2011-02-08,28
2011-02-09,40
2011-02-10,41
2011-02-11,31
2011-02-12,57
2011-02-13,21
2011-02-14,46
2011-02-15,0
2011-02-16,34
2011-02-17,34
2011-02-18,60
2011-02-19,21
2011-02-20,28
2011-02-21,40
2011-02-22,17
2011-02-23,23
2011-02-24,46
2011-02-25,42
2011-02-26,42
2011-02-27,21
2011-02-28,50
2011-03-01,17
2011-03-02,34
2011-03-03,23
2011-03-04,37
2011-03-05,43
2011-03-06,14
2011-03-07,64
2011-03-08,12
2011-03-09,11
2011-03-10,51
2011-03-11,46
2011-03-12,36
2011-03-13,21
2011-03-14,59
2011-03-15,34
2011-03-16,22
2011-03-17,34
2011-03-18,12
2011-03-19,14
2011-03-20,21
2011-03-21,28
2011-03-22,22
2011-03-23,28
2011-03-24,35
2011-03-25,36
2011-03-26,28
2011-03-27,56
2011-03-28,39
2011-03-29,45
2011-03-30,34
2011-03-31,11
2011-04-01,36
2011-04-02,22
2011-04-03,35
2011-04-04,33
2011-04-05,50
2011-04-06,74
2011-04-07,23
2011-04-08,24
2011-04-09,36
2011-04-10,14
2011-04-11,56
2011-04-12,28
2011-04-13,45
2011-04-14,17
2011-04-15,36
2011-04-16,43
2011-04-17,29
2011-04-18,40
2011-04-19,52
2011-04-20,29
2011-04-21,56
2011-04-22,48
2011-04-23,30
2011-04-24,70
2011-04-25,44
2011-04-26,22
2011-04-27,56
2011-04-28,34
2011-04-29,30
2011-04-30,15
2011-05-01,14
2011-05-02,51
2011-05-03,22
2011-05-04,45
2011-05-05,40
2011-05-06,36
2011-05-07,58
2011-05-08,29
2011-05-09,28
2011-05-10,44
2011-05-11,45
