date,TSCO
2016-08-02,37
2016-08-03,44
2016-08-04,52
2016-08-05,36
2016-08-06,28
2016-08-07,21
2016-08-08,41
2016-08-09,37
2016-08-10,20
2016-08-11,37
2016-08-12,29
2016-08-13,26
2016-08-14,20
2016-08-15,31
2016-08-16,37
2016-08-17,19
2016-08-18,19
2016-08-19,26
2016-08-20,29
2016-08-21,25
2016-08-22,34
2016-08-23,30
2016-08-24,39
2016-08-25,30
2016-08-26,26
2016-08-27,31
2016-08-28,20
2016-08-29,15
2016-08-30,26
2016-08-31,32
2016-09-01,18
2016-09-02,21
2016-09-03,18
2016-09-04,43
2016-09-05,28
2016-09-06,23
2016-09-07,29
2016-09-08,86
2016-09-09,65
2016-09-10,39
2016-09-11,33
2016-09-12,52
2016-09-13,41
2016-09-14,35
2016-09-15,40
2016-09-16,28
2016-09-17,35
2016-09-18,26
2016-09-19,44
2016-09-20,13
2016-09-21,32
2016-09-22,33
2016-09-23,41
2016-09-24,30
2016-09-25,23
2016-09-26,27
2016-09-27,28
2016-09-28,33
2016-09-29,49
2016-09-30,34
2016-10-01,29
2016-10-02,22
2016-10-03,46
2016-10-04,51
2016-10-05,85
2016-10-06,43
2016-10-07,26
2016-10-08,34
2016-10-09,12
2016-10-10,36
2016-10-11,31
2016-10-12,34
2016-10-13,38
2016-10-14,30
2016-10-15,37
2016-10-16,32
2016-10-17,25
2016-10-18,39
2016-10-19,58
2016-10-20,40
2016-10-21,42
2016-10-22,34
2016-10-23,30
2016-10-24,38
2016-10-25,30
2016-10-26,37
2016-10-27,32
2016-10-28,52
2016-10-29,31
2016-10-30,19
2016-10-31,27
2016-11-01,41
2016-11-02,41
2016-11-03,33
2016-11-04,31
2016-11-05,33
2016-11-06,26
2016-11-07,40
2016-11-08,32
2016-11-09,39
2016-11-10,45
2016-11-11,39
2016-11-12,43
2016-11-13,25
2016-11-14,21
2016-11-15,46
2016-11-16,46
2016-11-17,35
2016-11-18,33
2016-11-19,30
2016-11-20,38
2016-11-21,51
2016-11-22,46
2016-11-23,38
2016-11-24,48
2016-11-25,46
2016-11-26,33
2016-11-27,26
2016-11-28,32
2016-11-29,38
2016-11-30,24
2016-12-01,39
2016-12-02,31
2016-12-03,25
2016-12-04,20
2016-12-05,32
2016-12-06,40
2016-12-07,46
2016-12-08,40
2016-12-09,37
2016-12-10,38
2016-12-11,34
2016-12-12,41
2016-12-13,37
2016-12-14,39
2016-12-15,38
2016-12-16,33
2016-12-17,36
2016-12-18,35
2016-12-19,48
2016-12-20,30
2016-12-21,32
2016-12-22,22
2016-12-23,32
2016-12-24,20
2016-12-25,21
2016-12-26,37
2016-12-27,26
2016-12-28,31
2016-12-29,34
2016-12-30,34
2016-12-31,41
2017-01-01,29
2017-01-02,31
2017-01-03,30
2017-01-04,25
2017-01-05,38
2017-01-06,37
2017-01-07,24
2017-01-08,39
2017-01-09,42
2017-01-10,42
2017-01-11,33
2017-01-12,32
2017-01-13,30
2017-01-14,38
2017-01-15,17
2017-01-16,24
2017-01-17,37
2017-01-18,21
2017-01-19,27
2017-01-20,30
2017-01-21,27
2017-01-22,19
2017-01-23,33
2017-01-24,38
2017-01-25,18
2017-01-26,38
2017-01-27,48
2017-01-28,26
2017-01-29,22
2017-01-30,41
2017-01-31,46
2017-02-01,60
2017-02-02,41
2017-02-03,39
2017-02-04,30
2017-02-05,33
2017-02-06,20
2017-02-07,31
2017-02-08,30
2017-02-09,33
2017-02-10,33
2017-02-11,35
2017-02-12,32
2017-02-13,33
2017-02-14,49
2017-02-15,34
2017-02-16,42
2017-02-17,42
2017-02-18,40
2017-02-19,26
2017-02-20,25
2017-02-21,34
2017-02-22,27
2017-02-23,32
2017-02-24,19
2017-02-25,29
2017-02-26,27
2017-02-27,32
2017-02-28,35
2017-03-01,41
2017-03-02,34
2017-03-03,45
2017-03-04,34
2017-03-05,31
2017-03-06,48
2017-03-07,43
2017-03-08,39
2017-03-09,42
2017-03-10,38
2017-03-11,39
2017-03-12,36
2017-03-13,29
2017-03-14,34
2017-03-15,42
2017-03-16,33
2017-03-17,36
2017-03-18,20
2017-03-19,28
2017-03-20,34
2017-03-21,44
2017-03-22,28
2017-03-23,41
2017-03-24,26
2017-03-25,34
2017-03-26,18
2017-03-27,46
2017-03-28,53
2017-03-29,35
2017-03-30,28
2017-03-31,25
2017-04-01,23
2017-04-02,23
2017-04-03,35
2017-04-04,29
2017-04-05,33
2017-04-06,29
2017-04-07,49
2017-04-08,20
2017-04-09,32
2017-04-10,44
2017-04-11,37
2017-04-12,100
2017-04-13,35
2017-04-14,37
2017-04-15,20
2017-04-16,17
2017-04-17,31
2017-04-18,53
