date,TSCO
2012-10-12,45
2012-10-13,36
2012-10-14,15
2012-10-15,53
2012-10-16,86
2012-10-17,59
2012-10-18,34
2012-10-19,35
2012-10-20,31
2012-10-21,50
2012-10-22,42
2012-10-23,37
2012-10-24,88
2012-10-25,68
2012-10-26,58
2012-10-27,41
2012-10-28,24
2012-10-29,48
2012-10-30,65
2012-10-31,51
2012-11-01,88
2012-11-02,45
2012-11-03,55
2012-11-04,39
2012-11-05,57
2012-11-06,64
2012-11-07,44
2012-11-08,46
2012-11-09,44
2012-11-10,30
2012-11-11,34
2012-11-12,49
2012-11-13,58
2012-11-14,50
2012-11-15,55
2012-11-16,56
2012-11-17,25
2012-11-18,29
2012-11-19,73
2012-11-20,52
2012-11-21,53
2012-11-22,43
2012-11-23,44
2012-11-24,39
2012-11-25,33
2012-11-26,59
2012-11-27,72
2012-11-28,36
2012-11-29,37
2012-11-30,51
2012-12-01,34
2012-12-02,28
2012-12-03,71
2012-12-04,56
2012-12-05,100
2012-12-06,32
2012-12-07,64
2012-12-08,29
2012-12-09,42
2012-12-10,59
2012-12-11,52
2012-12-12,36
2012-12-13,29
2012-12-14,37
2012-12-15,19
2012-12-16,43
2012-12-17,57
2012-12-18,57
2012-12-19,33
2012-12-20,30
2012-12-21,40
2012-12-22,50
2012-12-23,41
2012-12-24,36
2012-12-25,11
2012-12-26,41
2012-12-27,31
2012-12-28,45
2012-12-29,25
2012-12-30,15
2012-12-31,49
2013-01-01,26
2013-01-02,74
2013-01-03,12
2013-01-04,41
2013-01-05,33
2013-01-06,33
2013-01-07,40
2013-01-08,31
2013-01-09,35
2013-01-10,59
2013-01-11,28
2013-01-12,14
2013-01-13,18
2013-01-14,38
2013-01-15,56
2013-01-16,65
2013-01-17,46
2013-01-18,24
2013-01-19,18
2013-01-20,13
2013-01-21,38
2013-01-22,31
2013-01-23,42
2013-01-24,35
2013-01-25,36
2013-01-26,14
2013-01-27,40
2013-01-28,26
2013-01-29,75
2013-01-30,87
2013-01-31,45
2013-02-01,32
2013-02-02,18
2013-02-03,18
2013-02-04,30
2013-02-05,41
2013-02-06,46
2013-02-07,23
2013-02-08,32
2013-02-09,41
2013-02-10,18
2013-02-11,47
2013-02-12,70
2013-02-13,42
2013-02-14,54
2013-02-15,44
2013-02-16,40
2013-02-17,27
2013-02-18,57
2013-02-19,56
2013-02-20,75
2013-02-21,38
2013-02-22,27
2013-02-23,31
2013-02-24,18
2013-02-25,48
2013-02-26,59
2013-02-27,71
2013-02-28,53
2013-03-01,59
2013-03-02,44
2013-03-03,26
2013-03-04,34
2013-03-05,41
2013-03-06,41
2013-03-07,57
2013-03-08,27
2013-03-09,44
2013-03-10,30
2013-03-11,33
2013-03-12,69
2013-03-13,33
2013-03-14,67
2013-03-15,50
2013-03-16,44
2013-03-17,60
2013-03-18,33
2013-03-19,26
2013-03-20,33
2013-03-21,45
2013-03-22,31
2013-03-23,35
2013-03-24,9
2013-03-25,30
2013-03-26,26
2013-03-27,34
2013-03-28,59
2013-03-29,46
2013-03-30,51
2013-03-31,28
2013-04-01,39
2013-04-02,33
2013-04-03,33
2013-04-04,33
2013-04-05,23
2013-04-06,17
2013-04-07,17
2013-04-08,18
2013-04-09,47
2013-04-10,41
2013-04-11,45
2013-04-12,39
2013-04-13,18
2013-04-14,36
2013-04-15,22
2013-04-16,44
2013-04-17,92
2013-04-18,45
2013-04-19,54
2013-04-20,26
2013-04-21,35
2013-04-22,52
2013-04-23,33
2013-04-24,44
2013-04-25,35
2013-04-26,31
2013-04-27,22
2013-04-28,35
2013-04-29,37
2013-04-30,33
2013-05-01,24
2013-05-02,30
2013-05-03,63
2013-05-04,13
2013-05-05,23
2013-05-06,38
2013-05-07,48
2013-05-08,67
2013-05-09,57
2013-05-10,55
2013-05-11,27
2013-05-12,31
2013-05-13,44
2013-05-14,44
2013-05-15,47
2013-05-16,55
2013-05-17,23
2013-05-18,18
2013-05-19,26
2013-05-20,63
2013-05-21,14
2013-05-22,58
2013-05-23,51
2013-05-24,46
2013-05-25,31
2013-05-26,27
2013-05-27,38
2013-05-28,57
2013-05-29,50
2013-05-30,56
2013-05-31,38
2013-06-01,26
2013-06-02,22
2013-06-03,43
2013-06-04,54
2013-06-05,62
2013-06-06,44
2013-06-07,42
2013-06-08,45
2013-06-09,35
2013-06-10,40
2013-06-11,36
2013-06-12,22
2013-06-13,29
2013-06-14,58
2013-06-15,36
2013-06-16,22
2013-06-17,58
2013-06-18,44
2013-06-19,48
2013-06-20,52
2013-06-21,58
2013-06-22,18
2013-06-23,53
2013-06-24,47
2013-06-25,26
2013-06-26,40
2013-06-27,33
2013-06-28,51
2013-06-29,27
