date,TSCO
2011-05-11,28
2011-05-12,22
2011-05-13,52
2011-05-14,22
2011-05-15,43
2011-05-16,34
2011-05-17,32
2011-05-18,39
2011-05-19,36
2011-05-20,34
2011-05-21,48
2011-05-22,35
2011-05-23,59
2011-05-24,38
2011-05-25,35
2011-05-26,32
2011-05-27,37
2011-05-28,32
2011-05-29,60
2011-05-30,41
2011-05-31,42
2011-06-01,37
2011-06-02,19
2011-06-03,40
2011-06-04,28
2011-06-05,27
2011-06-06,38
2011-06-07,41
2011-06-08,25
2011-06-09,37
2011-06-10,39
2011-06-11,27
2011-06-12,18
2011-06-13,32
2011-06-14,31
2011-06-15,32
2011-06-16,28
2011-06-17,48
2011-06-18,27
2011-06-19,47
2011-06-20,45
2011-06-21,27
2011-06-22,49
2011-06-23,22
2011-06-24,38
2011-06-25,27
2011-06-26,41
2011-06-27,25
2011-06-28,28
2011-06-29,28
2011-06-30,39
2011-07-01,30
2011-07-02,28
2011-07-03,51
2011-07-04,22
2011-07-05,75
2011-07-06,32
2011-07-07,40
2011-07-08,38
2011-07-09,28
2011-07-10,35
2011-07-11,57
2011-07-12,32
2011-07-13,28
2011-07-14,40
2011-07-15,27
2011-07-16,37
2011-07-17,34
2011-07-18,32
2011-07-19,38
2011-07-20,36
2011-07-21,58
2011-07-22,26
2011-07-23,27
2011-07-24,27
2011-07-25,42
2011-07-26,32
2011-07-27,78
2011-07-28,27
2011-07-29,26
2011-07-30,41
2011-07-31,37
2011-08-01,68
2011-08-02,65
2011-08-03,59
2011-08-04,50
2011-08-05,48
2011-08-06,20
2011-08-07,61
2011-08-08,45
2011-08-09,52
2011-08-10,28
2011-08-11,100
2011-08-12,56
2011-08-13,22
2011-08-14,31
2011-08-15,40
2011-08-16,49
2011-08-17,48
2011-08-18,56
2011-08-19,43
2011-08-20,44
2011-08-21,35
2011-08-22,30
2011-08-23,30
2011-08-24,27
2011-08-25,51
2011-08-26,28
2011-08-27,56
2011-08-28,50
2011-08-29,37
2011-08-30,44
2011-08-31,37
2011-09-01,41
2011-09-02,43
2011-09-03,33
2011-09-04,31
2011-09-05,34
2011-09-06,42
2011-09-07,30
2011-09-08,46
2011-09-09,48
2011-09-10,28
2011-09-11,36
2011-09-12,42
2011-09-13,35
2011-09-14,32
2011-09-15,30
2011-09-16,34
2011-09-17,28
2011-09-18,23
2011-09-19,26
2011-09-20,35
2011-09-21,42
2011-09-22,42
2011-09-23,24
2011-09-24,48
2011-09-25,48
2011-09-26,48
2011-09-27,51
2011-09-28,71
2011-09-29,42
2011-09-30,27
2011-10-01,55
2011-10-02,32
2011-10-03,55
2011-10-04,38
2011-10-05,83
2011-10-06,57
2011-10-07,43
2011-10-08,39
2011-10-09,46
2011-10-10,61
2011-10-11,45
2011-10-12,34
2011-10-13,45
2011-10-14,53
2011-10-15,47
2011-10-16,34
2011-10-17,47
2011-10-18,41
2011-10-19,60
2011-10-20,64
2011-10-21,43
2011-10-22,47
2011-10-23,34
2011-10-24,59
2011-10-25,37
2011-10-26,51
2011-10-27,54
2011-10-28,30
2011-10-29,47
2011-10-30,34
2011-10-31,39
2011-11-01,34
2011-11-02,47
2011-11-03,66
2011-11-04,32
2011-11-05,38
2011-11-06,19
2011-11-07,81
2011-11-08,52
2011-11-09,56
2011-11-10,56
2011-11-11,49
2011-11-12,46
2011-11-13,48
2011-11-14,37
2011-11-15,62
2011-11-16,46
2011-11-17,47
2011-11-18,36
2011-11-19,41
2011-11-20,37
2011-11-21,58
2011-11-22,58
2011-11-23,34
2011-11-24,43
2011-11-25,67
2011-11-26,56
2011-11-27,48
2011-11-28,66
2011-11-29,63
2011-11-30,58
2011-12-01,55
2011-12-02,35
2011-12-03,41
2011-12-04,47
2011-12-05,93
2011-12-06,68
2011-12-07,54
2011-12-08,38
2011-12-09,45
2011-12-10,33
2011-12-11,62
2011-12-12,30
2011-12-13,57
2011-12-14,91
2011-12-15,40
2011-12-16,49
2011-12-17,64
2011-12-18,41
2011-12-19,37
2011-12-20,53
2011-12-21,48
2011-12-22,49
2011-12-23,53
2011-12-24,42
2011-12-25,36
2011-12-26,47
2011-12-27,26
2011-12-28,39
2011-12-29,30
2011-12-30,31
2011-12-31,61
2012-01-01,54
2012-01-02,39
2012-01-03,51
2012-01-04,45
2012-01-05,48
2012-01-06,19
2012-01-07,25
2012-01-08,44
2012-01-09,41
2012-01-10,43
2012-01-11,58
2012-01-12,94
2012-01-13,88
2012-01-14,60
2012-01-15,42
2012-01-16,63
2012-01-17,49
2012-01-18,37
2012-01-19,49
2012-01-20,51
2012-01-21,16
2012-01-22,37
2012-01-23,74
2012-01-24,49
2012-01-25,46
2012-01-26,67
