date,TSCO
2012-01-26,68
2012-01-27,91
2012-01-28,60
2012-01-29,36
2012-01-30,65
2012-01-31,69
2012-02-01,68
2012-02-02,76
2012-02-03,82
2012-02-04,35
2012-02-05,39
2012-02-06,78
2012-02-07,88
2012-02-08,85
2012-02-09,82
2012-02-10,48
2012-02-11,55
2012-02-12,45
2012-02-13,64
2012-02-14,89
2012-02-15,76
2012-02-16,50
2012-02-17,38
2012-02-18,30
2012-02-19,48
2012-02-20,51
2012-02-21,57
2012-02-22,66
2012-02-23,76
2012-02-24,47
2012-02-25,36
2012-02-26,39
2012-02-27,71
2012-02-28,73
2012-02-29,36
2012-03-01,85
2012-03-02,64
2012-03-03,41
2012-03-04,32
2012-03-05,70
2012-03-06,71
2012-03-07,51
2012-03-08,60
2012-03-09,79
2012-03-10,43
2012-03-11,12
2012-03-12,90
2012-03-13,48
2012-03-14,75
2012-03-15,89
2012-03-16,65
2012-03-17,20
2012-03-18,55
2012-03-19,65
2012-03-20,49
2012-03-21,39
2012-03-22,76
2012-03-23,56
2012-03-24,48
2012-03-25,44
2012-03-26,81
2012-03-27,75
2012-03-28,89
2012-03-29,63
2012-03-30,60
2012-03-31,55
2012-04-01,44
2012-04-02,66
2012-04-03,79
2012-04-04,78
2012-04-05,83
2012-04-06,69
2012-04-07,42
2012-04-08,59
2012-04-09,39
2012-04-10,41
2012-04-11,61
2012-04-12,70
2012-04-13,72
2012-04-14,39
2012-04-15,27
2012-04-16,77
2012-04-17,57
2012-04-18,96
2012-04-19,65
2012-04-20,34
2012-04-21,70
2012-04-22,35
2012-04-23,67
2012-04-24,89
2012-04-25,65
2012-04-26,65
2012-04-27,51
2012-04-28,40
2012-04-29,44
2012-04-30,51
2012-05-01,46
2012-05-02,61
2012-05-03,52
2012-05-04,47
2012-05-05,43
2012-05-06,69
2012-05-07,32
2012-05-08,54
2012-05-09,51
2012-05-10,59
2012-05-11,48
2012-05-12,24
2012-05-13,47
2012-05-14,54
2012-05-15,57
2012-05-16,38
2012-05-17,50
2012-05-18,52
2012-05-19,24
2012-05-20,47
2012-05-21,51
2012-05-22,48
2012-05-23,55
2012-05-24,53
2012-05-25,52
2012-05-26,37
2012-05-27,25
2012-05-28,58
2012-05-29,100
2012-05-30,77
2012-05-31,81
2012-06-01,57
2012-06-02,44
2012-06-03,23
2012-06-04,35
2012-06-05,50
2012-06-06,48
2012-06-07,46
2012-06-08,61
2012-06-09,47
2012-06-10,47
2012-06-11,78
2012-06-12,28
2012-06-13,51
2012-06-14,68
2012-06-15,67
2012-06-16,20
2012-06-17,40
2012-06-18,66
2012-06-19,35
2012-06-20,73
2012-06-21,55
2012-06-22,81
2012-06-23,24
2012-06-24,56
2012-06-25,60
2012-06-26,48
2012-06-27,61
2012-06-28,49
2012-06-29,48
2012-06-30,45
2012-07-01,24
2012-07-02,48
2012-07-03,32
2012-07-04,54
2012-07-05,40
2012-07-06,44
2012-07-07,28
2012-07-08,40
2012-07-09,58
2012-07-10,35
2012-07-11,42
2012-07-12,36
2012-07-13,41
2012-07-14,28
2012-07-15,69
2012-07-16,45
2012-07-17,51
2012-07-18,62
2012-07-19,52
2012-07-20,52
2012-07-21,41
2012-07-22,33
2012-07-23,62
2012-07-24,49
2012-07-25,46
2012-07-26,59
2012-07-27,38
2012-07-28,24
2012-07-29,44
2012-07-30,45
2012-07-31,51
2012-08-01,49
2012-08-02,50
2012-08-03,45
2012-08-04,24
2012-08-05,24
2012-08-06,68
2012-08-07,36
2012-08-08,39
2012-08-09,56
2012-08-10,79
2012-08-11,44
2012-08-12,40
2012-08-13,61
2012-08-14,58
2012-08-15,68
2012-08-16,36
2012-08-17,55
2012-08-18,45
2012-08-19,37
2012-08-20,47
2012-08-21,75
2012-08-22,62
2012-08-23,36
2012-08-24,47
2012-08-25,23
2012-08-26,19
2012-08-27,47
2012-08-28,31
2012-08-29,50
2012-08-30,45
2012-08-31,73
2012-09-01,35
2012-09-02,23
2012-09-03,58
2012-09-04,37
2012-09-05,28
2012-09-06,26
2012-09-07,47
2012-09-08,31
2012-09-09,34
2012-09-10,59
2012-09-11,55
2012-09-12,28
2012-09-13,53
2012-09-14,26
2012-09-15,26
2012-09-16,45
2012-09-17,49
2012-09-18,61
2012-09-19,53
2012-09-20,47
2012-09-21,42
2012-09-22,38
2012-09-23,40
2012-09-24,37
2012-09-25,37
2012-09-26,46
2012-09-27,47
2012-09-28,56
2012-09-29,30
2012-09-30,40
2012-10-01,61
2012-10-02,37
2012-10-03,64
2012-10-04,79
2012-10-05,69
2012-10-06,40
2012-10-07,53
2012-10-08,71
2012-10-09,26
2012-10-10,47
2012-10-11,45
2012-10-12,79
