date,TSCO
2017-01-19,27
2017-01-20,48
2017-01-21,43
2017-01-22,46
2017-01-23,40
2017-01-24,47
2017-01-25,37
2017-01-26,84
2017-01-27,77
2017-01-28,35
2017-01-29,58
2017-01-30,30
2017-01-31,67
2017-02-01,73
2017-02-02,53
2017-02-03,45
2017-02-04,46
2017-02-05,56
2017-02-06,39
2017-02-07,59
2017-02-08,56
2017-02-09,46
2017-02-10,38
2017-02-11,50
2017-02-12,34
2017-02-13,55
2017-02-14,66
2017-02-15,40
2017-02-16,57
2017-02-17,100
2017-02-18,74
2017-02-19,54
2017-02-20,50
2017-02-21,59
2017-02-22,66
2017-02-23,60
2017-02-24,45
2017-02-25,39
2017-02-26,69
2017-02-27,67
2017-02-28,37
2017-03-01,52
2017-03-02,56
2017-03-03,68
2017-03-04,46
2017-03-05,52
2017-03-06,78
2017-03-07,49
2017-03-08,59
2017-03-09,62
2017-03-10,68
2017-03-11,72
2017-03-12,71
2017-03-13,52
2017-03-14,49
2017-03-15,75
2017-03-16,59
2017-03-17,62
2017-03-18,38
2017-03-19,49
2017-03-20,33
2017-03-21,95
2017-03-22,49
2017-03-23,40
2017-03-24,63
2017-03-25,51
2017-03-26,31
2017-03-27,79
2017-03-28,92
2017-03-29,57
2017-03-30,54
2017-03-31,70
2017-04-01,39
