date,TSCO
2014-03-16,7
2014-03-17,19
2014-03-18,21
2014-03-19,14
2014-03-20,16
2014-03-21,19
2014-03-22,6
2014-03-23,17
2014-03-24,14
2014-03-25,19
2014-03-26,19
2014-03-27,10
2014-03-28,12
2014-03-29,21
2014-03-30,9
2014-03-31,17
2014-04-01,17
2014-04-02,18
2014-04-03,16
2014-04-04,22
2014-04-05,8
2014-04-06,11
2014-04-07,25
2014-04-08,28
2014-04-09,16
2014-04-10,15
2014-04-11,15
2014-04-12,10
2014-04-13,10
2014-04-14,15
2014-04-15,32
2014-04-16,43
2014-04-17,17
2014-04-18,16
2014-04-19,12
2014-04-20,10
2014-04-21,16
2014-04-22,21
2014-04-23,29
2014-04-24,36
2014-04-25,10
2014-04-26,8
2014-04-27,19
2014-04-28,23
2014-04-29,8
2014-04-30,26
2014-05-01,23
2014-05-02,34
2014-05-03,17
2014-05-04,11
2014-05-05,11
2014-05-06,21
2014-05-07,32
2014-05-08,29
2014-05-09,13
2014-05-10,13
2014-05-11,8
2014-05-12,20
2014-05-13,22
2014-05-14,21
2014-05-15,18
2014-05-16,30
2014-05-17,16
2014-05-18,8
2014-05-19,22
2014-05-20,31
2014-05-21,14
2014-05-22,19
2014-05-23,17
2014-05-24,17
2014-05-25,9
2014-05-26,11
2014-05-27,22
2014-05-28,17
2014-05-29,25
2014-05-30,28
2014-05-31,15
2014-06-01,15
2014-06-02,9
2014-06-03,35
2014-06-04,38
2014-06-05,14
2014-06-06,30
2014-06-07,15
2014-06-08,18
2014-06-09,24
2014-06-10,25
2014-06-11,23
2014-06-12,20
2014-06-13,15
2014-06-14,4
2014-06-15,22
2014-06-16,12
2014-06-17,14
2014-06-18,16
2014-06-19,13
2014-06-20,19
2014-06-21,13
2014-06-22,13
2014-06-23,29
2014-06-24,16
2014-06-25,25
2014-06-26,14
2014-06-27,13
2014-06-28,11
2014-06-29,13
2014-06-30,25
2014-07-01,20
2014-07-02,11
2014-07-03,24
2014-07-04,28
2014-07-05,9
2014-07-06,13
2014-07-07,18
2014-07-08,14
2014-07-09,23
2014-07-10,31
2014-07-11,24
2014-07-12,22
2014-07-13,19
2014-07-14,16
2014-07-15,34
2014-07-16,22
2014-07-17,20
2014-07-18,6
2014-07-19,9
2014-07-20,15
2014-07-21,30
2014-07-22,16
2014-07-23,24
2014-07-24,33
2014-07-25,27
2014-07-26,15
2014-07-27,9
2014-07-28,16
2014-07-29,24
2014-07-30,16
2014-07-31,29
2014-08-01,25
2014-08-02,9
2014-08-03,22
2014-08-04,22
2014-08-05,27
2014-08-06,14
2014-08-07,26
2014-08-08,15
2014-08-09,11
2014-08-10,26
2014-08-11,16
2014-08-12,12
2014-08-13,35
2014-08-14,18
2014-08-15,10
2014-08-16,13
2014-08-17,15
2014-08-18,21
2014-08-19,23
2014-08-20,21
2014-08-21,14
2014-08-22,15
2014-08-23,17
2014-08-24,11
2014-08-25,24
2014-08-26,17
2014-08-27,19
2014-08-28,16
2014-08-29,31
2014-08-30,13
2014-08-31,19
2014-09-01,26
2014-09-02,20
2014-09-03,25
2014-09-04,15
2014-09-05,16
2014-09-06,8
2014-09-07,12
2014-09-08,13
2014-09-09,17
2014-09-10,18
2014-09-11,14
2014-09-12,21
2014-09-13,14
2014-09-14,14
2014-09-15,12
2014-09-16,8
2014-09-17,10
2014-09-18,19
2014-09-19,21
2014-09-20,14
2014-09-21,12
2014-09-22,68
2014-09-23,55
2014-09-24,34
2014-09-25,36
2014-09-26,37
2014-09-27,18
2014-09-28,14
2014-09-29,37
2014-09-30,35
2014-10-01,61
2014-10-02,34
2014-10-03,42
2014-10-04,23
2014-10-05,10
2014-10-06,31
2014-10-07,32
2014-10-08,42
2014-10-09,31
2014-10-10,35
2014-10-11,28
2014-10-12,22
2014-10-13,31
2014-10-14,25
2014-10-15,33
2014-10-16,27
2014-10-17,28
2014-10-18,10
2014-10-19,16
2014-10-20,28
2014-10-21,31
2014-10-22,30
2014-10-23,100
2014-10-24,47
2014-10-25,20
2014-10-26,17
2014-10-27,28
2014-10-28,33
2014-10-29,44
2014-10-30,43
2014-10-31,23
2014-11-01,20
2014-11-02,25
2014-11-03,33
2014-11-04,31
2014-11-05,28
2014-11-06,21
2014-11-07,40
2014-11-08,18
2014-11-09,9
2014-11-10,26
2014-11-11,29
2014-11-12,26
2014-11-13,28
2014-11-14,19
2014-11-15,25
2014-11-16,19
2014-11-17,18
2014-11-18,24
2014-11-19,29
2014-11-20,38
2014-11-21,24
2014-11-22,17
2014-11-23,17
2014-11-24,30
2014-11-25,18
2014-11-26,29
2014-11-27,44
2014-11-28,63
2014-11-29,29
2014-11-30,26
2014-12-01,25
