date,TSCO
2013-11-06,58
2013-11-07,56
2013-11-08,31
2013-11-09,41
2013-11-10,43
2013-11-11,39
2013-11-12,42
2013-11-13,56
2013-11-14,75
2013-11-15,56
2013-11-16,35
2013-11-17,37
2013-11-18,47
2013-11-19,52
2013-11-20,65
2013-11-21,50
2013-11-22,38
2013-11-23,37
2013-11-24,30
2013-11-25,46
2013-11-26,63
2013-11-27,48
2013-11-28,33
2013-11-29,33
2013-11-30,53
2013-12-01,50
2013-12-02,66
2013-12-03,49
2013-12-04,65
2013-12-05,42
2013-12-06,41
2013-12-07,38
2013-12-08,41
2013-12-09,73
2013-12-10,36
2013-12-11,53
2013-12-12,51
2013-12-13,64
2013-12-14,41
2013-12-15,43
2013-12-16,58
2013-12-17,64
2013-12-18,73
2013-12-19,47
2013-12-20,55
2013-12-21,39
2013-12-22,42
2013-12-23,44
2013-12-24,65
2013-12-25,35
2013-12-26,30
2013-12-27,65
2013-12-28,38
2013-12-29,45
2013-12-30,37
2013-12-31,67
2014-01-01,48
2014-01-02,55
2014-01-03,38
2014-01-04,24
2014-01-05,33
2014-01-06,40
2014-01-07,46
2014-01-08,62
2014-01-09,69
2014-01-10,45
2014-01-11,45
2014-01-12,47
2014-01-13,40
2014-01-14,30
2014-01-15,48
2014-01-16,41
2014-01-17,37
2014-01-18,24
2014-01-19,27
2014-01-20,35
2014-01-21,27
2014-01-22,45
2014-01-23,48
2014-01-24,47
2014-01-25,24
2014-01-26,35
2014-01-27,37
2014-01-28,30
2014-01-29,70
2014-01-30,41
2014-01-31,34
2014-02-01,24
2014-02-02,26
2014-02-03,42
2014-02-04,52
2014-02-05,53
2014-02-06,51
2014-02-07,45
2014-02-08,26
2014-02-09,29
2014-02-10,34
2014-02-11,37
2014-02-12,42
2014-02-13,53
2014-02-14,55
2014-02-15,24
2014-02-16,20
2014-02-17,37
2014-02-18,41
2014-02-19,42
2014-02-20,33
2014-02-21,39
2014-02-22,24
2014-02-23,22
2014-02-24,71
2014-02-25,47
2014-02-26,37
2014-02-27,60
2014-02-28,50
2014-03-01,20
2014-03-02,17
2014-03-03,52
2014-03-04,35
2014-03-05,55
2014-03-06,40
2014-03-07,39
2014-03-08,42
2014-03-09,23
2014-03-10,38
2014-03-11,43
2014-03-12,32
2014-03-13,48
2014-03-14,53
2014-03-15,32
2014-03-16,39
2014-03-17,35
2014-03-18,39
2014-03-19,30
2014-03-20,33
2014-03-21,44
2014-03-22,26
2014-03-23,17
2014-03-24,37
2014-03-25,44
2014-03-26,25
2014-03-27,35
2014-03-28,31
2014-03-29,24
2014-03-30,26
2014-03-31,22
2014-04-01,54
2014-04-02,43
2014-04-03,43
2014-04-04,58
2014-04-05,26
2014-04-06,35
2014-04-07,49
2014-04-08,37
2014-04-09,32
2014-04-10,53
2014-04-11,31
2014-04-12,15
2014-04-13,27
2014-04-14,45
2014-04-15,58
2014-04-16,89
2014-04-17,62
2014-04-18,57
2014-04-19,44
2014-04-20,10
2014-04-21,49
2014-04-22,42
2014-04-23,37
2014-04-24,51
2014-04-25,55
2014-04-26,27
2014-04-27,29
2014-04-28,37
2014-04-29,41
2014-04-30,43
2014-05-01,41
2014-05-02,67
2014-05-03,48
2014-05-04,32
2014-05-05,25
2014-05-06,55
2014-05-07,52
2014-05-08,65
2014-05-09,55
2014-05-10,21
2014-05-11,23
2014-05-12,63
2014-05-13,54
2014-05-14,52
2014-05-15,58
2014-05-16,52
2014-05-17,36
2014-05-18,39
2014-05-19,69
2014-05-20,75
2014-05-21,46
2014-05-22,52
2014-05-23,57
2014-05-24,30
2014-05-25,30
2014-05-26,44
2014-05-27,43
2014-05-28,38
2014-05-29,59
2014-05-30,32
2014-05-31,41
2014-06-01,30
2014-06-02,44
2014-06-03,60
2014-06-04,63
2014-06-05,44
2014-06-06,38
2014-06-07,27
2014-06-08,28
2014-06-09,39
2014-06-10,75
2014-06-11,66
2014-06-12,56
2014-06-13,41
2014-06-14,34
2014-06-15,30
2014-06-16,68
2014-06-17,55
2014-06-18,59
2014-06-19,43
2014-06-20,56
2014-06-21,41
2014-06-22,25
2014-06-23,58
2014-06-24,55
2014-06-25,58
2014-06-26,40
2014-06-27,71
2014-06-28,34
2014-06-29,24
2014-06-30,70
2014-07-01,58
2014-07-02,62
2014-07-03,55
2014-07-04,40
2014-07-05,57
2014-07-06,27
2014-07-07,78
2014-07-08,55
2014-07-09,78
2014-07-10,59
2014-07-11,70
2014-07-12,27
2014-07-13,20
2014-07-14,50
2014-07-15,64
2014-07-16,49
2014-07-17,57
2014-07-18,44
2014-07-19,21
2014-07-20,27
2014-07-21,100
2014-07-22,74
2014-07-23,52
2014-07-24,82
