date,AVGO,isPartial
2015-12-26,19,False
2015-12-27,7,False
2015-12-28,20,False
2015-12-29,26,False
2015-12-30,10,False
2015-12-31,7,False
2016-01-01,20,False
2016-01-02,8,False
2016-01-03,0,False
2016-01-04,39,False
2016-01-05,29,False
2016-01-06,16,False
2016-01-07,35,False
2016-01-08,23,False
2016-01-09,18,False
2016-01-10,0,False
2016-01-11,22,False
2016-01-12,22,False
2016-01-13,35,False
2016-01-14,16,False
2016-01-15,20,False
2016-01-16,15,False
2016-01-17,21,False
2016-01-18,6,False
2016-01-19,31,False
2016-01-20,31,False
2016-01-21,32,False
2016-01-22,16,False
2016-01-23,15,False
2016-01-24,7,False
2016-01-25,22,False
2016-01-26,19,False
2016-01-27,19,False
2016-01-28,29,False
2016-01-29,36,False
2016-01-30,18,False
2016-01-31,14,False
2016-02-01,47,False
2016-02-02,34,False
2016-02-03,38,False
2016-02-04,32,False
2016-02-05,20,False
2016-02-06,15,False
2016-02-07,4,False
2016-02-08,29,False
2016-02-09,35,False
2016-02-10,28,False
2016-02-11,29,False
2016-02-12,23,False
2016-02-13,0,False
2016-02-14,21,False
2016-02-15,22,False
2016-02-16,28,False
2016-02-17,38,False
2016-02-18,25,False
2016-02-19,26,False
2016-02-20,7,False
2016-02-21,4,False
2016-02-22,34,False
2016-02-23,18,False
2016-02-24,21,False
2016-02-25,28,False
2016-02-26,23,False
2016-02-27,11,False
2016-02-28,11,False
2016-02-29,39,False
2016-03-01,22,False
2016-03-02,53,False
2016-03-03,84,False
2016-03-04,100,False
2016-03-05,36,False
2016-03-06,14,False
2016-03-07,50,False
2016-03-08,25,False
2016-03-09,25,False
2016-03-10,41,False
2016-03-11,13,False
2016-03-12,7,False
2016-03-13,11,False
2016-03-14,44,False
2016-03-15,28,False
2016-03-16,38,False
2016-03-17,45,False
2016-03-18,33,False
2016-03-19,21,False
2016-03-20,25,False
2016-03-21,19,False
2016-03-22,25,False
2016-03-23,26,False
2016-03-24,20,False
2016-03-25,28,False
2016-03-26,11,False
2016-03-27,11,False
2016-03-28,33,False
2016-03-29,15,False
2016-03-30,41,False
2016-03-31,35,False
2016-04-01,26,False
2016-04-02,4,False
2016-04-03,7,False
2016-04-04,28,False
2016-04-05,25,False
2016-04-06,50,False
2016-04-07,41,False
2016-04-08,23,False
2016-04-09,25,False
2016-04-10,11,False
2016-04-11,31,False
2016-04-12,31,False
2016-04-13,13,False
2016-04-14,32,False
2016-04-15,13,False
2016-04-16,4,False
2016-04-17,7,False
2016-04-18,9,False
2016-04-19,28,False
2016-04-20,16,False
2016-04-21,38,False
2016-04-22,40,False
2016-04-23,15,False
2016-04-24,14,False
2016-04-25,12,False
2016-04-26,37,False
2016-04-27,31,False
2016-04-28,32,False
2016-04-29,23,False
2016-04-30,7,False
2016-05-01,0,False
2016-05-02,19,False
2016-05-03,31,False
2016-05-04,38,False
2016-05-05,19,False
2016-05-06,27,False
2016-05-07,19,False
2016-05-08,4,False
2016-05-09,3,False
2016-05-10,22,False
2016-05-11,12,False
2016-05-12,22,False
2016-05-13,33,False
2016-05-14,4,False
2016-05-15,11,False
2016-05-16,16,False
2016-05-17,22,False
2016-05-18,19,False
2016-05-19,16,False
2016-05-20,26,False
2016-05-21,11,False
2016-05-22,11,False
2016-05-23,22,False
2016-05-24,12,False
2016-05-25,25,False
2016-05-26,36,False
2016-05-27,27,False
2016-05-28,19,False
2016-05-29,7,False
2016-05-30,26,False
2016-05-31,10,False
2016-06-01,29,False
2016-06-02,91,False
2016-06-03,94,False
2016-06-04,30,False
2016-06-05,15,False
2016-06-06,44,False
2016-06-07,38,False
2016-06-08,45,False
2016-06-09,29,False
2016-06-10,17,False
2016-06-11,30,False
2016-06-12,7,False
2016-06-13,35,False
2016-06-14,25,False
2016-06-15,19,False
2016-06-16,6,False
2016-06-17,10,False
2016-06-18,4,False
2016-06-19,11,False
2016-06-20,10,False
2016-06-21,26,False
2016-06-22,22,False
2016-06-23,13,False
2016-06-24,30,False
2016-06-25,11,False
2016-06-26,0,False
2016-06-27,26,False
2016-06-28,19,False
2016-06-29,32,False
2016-06-30,33,False
2016-07-01,31,False
2016-07-02,23,False
2016-07-03,8,False
2016-07-04,14,False
2016-07-05,24,False
2016-07-06,17,False
2016-07-07,21,False
2016-07-08,21,False
2016-07-09,16,False
2016-07-10,4,False
2016-07-11,23,False
2016-07-12,14,False
2016-07-13,24,False
2016-07-14,19,False
2016-07-15,17,False
2016-07-16,15,False
2016-07-17,4,False
2016-07-18,30,False
2016-07-19,14,False
2016-07-20,14,False
2016-07-21,24,False
2016-07-22,10,False
2016-07-23,4,False
2016-07-24,0,False
2016-07-25,13,False
2016-07-26,17,False
2016-07-27,47,False
2016-07-28,30,False
2016-07-29,39,False
2016-07-30,20,False
2016-07-31,12,False
2016-08-01,13,False
2016-08-02,47,False
2016-08-03,13,False
2016-08-04,24,False
2016-08-05,18,False
2016-08-06,16,False
2016-08-07,8,False
2016-08-08,27,False
2016-08-09,38,False
2016-08-10,24,False
2016-08-11,18,False
2016-08-12,18,False
2016-08-13,12,False
2016-08-14,4,False
2016-08-15,22,False
2016-08-16,29,False
2016-08-17,21,False
2016-08-18,22,False
2016-08-19,22,False
2016-08-20,25,False
2016-08-21,12,False
2016-08-22,32,False
2016-08-23,35,False
2016-08-24,49,False
2016-08-25,27,False
2016-08-26,28,False
2016-08-27,19,False
2016-08-28,0,False
2016-08-29,29,False
2016-08-30,36,False
2016-08-31,59,False
2016-09-01,83,False
2016-09-02,97,False
2016-09-03,27,False
2016-09-04,15,False
2016-09-05,20,False
2016-09-06,26,False
2016-09-07,40,False
2016-09-08,27,False
2016-09-09,28,False
2016-09-10,12,False
2016-09-11,0,False
