date,VIAB
2017-01-19,43
2017-01-20,44
2017-01-21,28
2017-01-22,0
2017-01-23,14
2017-01-24,38
2017-01-25,43
2017-01-26,37
2017-01-27,38
2017-01-28,34
2017-01-29,33
2017-01-30,14
2017-01-31,14
2017-02-01,33
2017-02-02,29
2017-02-03,40
2017-02-04,17
2017-02-05,16
2017-02-06,28
2017-02-07,14
2017-02-08,28
2017-02-09,100
2017-02-10,30
2017-02-11,58
2017-02-12,33
2017-02-13,14
2017-02-14,28
2017-02-15,29
2017-02-16,29
2017-02-17,25
2017-02-18,17
2017-02-19,33
2017-02-20,34
2017-02-21,28
2017-02-22,33
2017-02-23,38
2017-02-24,15
2017-02-25,17
2017-02-26,17
2017-02-27,34
2017-02-28,36
2017-03-01,38
2017-03-02,36
2017-03-03,29
2017-03-04,16
2017-03-05,16
2017-03-06,23
2017-03-07,33
2017-03-08,42
2017-03-09,33
2017-03-10,49
2017-03-11,22
2017-03-12,16
2017-03-13,42
2017-03-14,28
2017-03-15,47
2017-03-16,43
2017-03-17,20
2017-03-18,16
2017-03-19,0
2017-03-20,38
2017-03-21,33
2017-03-22,28
2017-03-23,28
2017-03-24,25
2017-03-25,0
2017-03-26,28
2017-03-27,38
2017-03-28,57
2017-03-29,14
2017-03-30,22
2017-03-31,35
2017-04-01,17
