date,VIAB
2015-08-18,16
2015-08-19,57
2015-08-20,89
2015-08-21,40
2015-08-22,33
2015-08-23,19
2015-08-24,56
2015-08-25,32
2015-08-26,25
2015-08-27,44
2015-08-28,28
2015-08-29,20
2015-08-30,19
2015-08-31,32
2015-09-01,32
2015-09-02,27
2015-09-03,16
2015-09-04,28
2015-09-05,29
2015-09-06,57
2015-09-07,17
2015-09-08,24
2015-09-09,40
2015-09-10,32
2015-09-11,41
2015-09-12,19
2015-09-13,18
2015-09-14,16
2015-09-15,37
2015-09-16,37
2015-09-17,21
2015-09-18,27
2015-09-19,0
2015-09-20,18
2015-09-21,21
2015-09-22,42
2015-09-23,24
2015-09-24,25
2015-09-25,33
2015-09-26,25
2015-09-27,0
2015-09-28,16
2015-09-29,23
2015-09-30,63
2015-10-01,32
2015-10-02,41
2015-10-03,18
2015-10-04,18
2015-10-05,46
2015-10-06,16
2015-10-07,23
2015-10-08,21
2015-10-09,0
2015-10-10,18
2015-10-11,37
2015-10-12,24
2015-10-13,31
2015-10-14,23
2015-10-15,21
2015-10-16,48
2015-10-17,18
2015-10-18,36
2015-10-19,0
2015-10-20,38
2015-10-21,36
2015-10-22,16
2015-10-23,41
2015-10-24,18
2015-10-25,30
2015-10-26,31
2015-10-27,23
2015-10-28,36
2015-10-29,26
2015-10-30,0
2015-10-31,19
2015-11-01,18
2015-11-02,36
2015-11-03,54
2015-11-04,46
2015-11-05,47
2015-11-06,27
2015-11-07,18
2015-11-08,0
2015-11-09,30
2015-11-10,46
2015-11-11,26
2015-11-12,68
2015-11-13,43
2015-11-14,18
2015-11-15,54
2015-11-16,15
2015-11-17,38
2015-11-18,16
2015-11-19,16
2015-11-20,32
2015-11-21,18
2015-11-22,0
2015-11-23,15
2015-11-24,30
2015-11-25,31
2015-11-26,32
2015-11-27,22
2015-11-28,27
2015-11-29,26
2015-11-30,15
2015-12-01,30
2015-12-02,31
2015-12-03,23
2015-12-04,32
2015-12-05,43
2015-12-06,18
2015-12-07,38
2015-12-08,16
2015-12-09,41
2015-12-10,23
2015-12-11,16
2015-12-12,18
2015-12-13,18
2015-12-14,25
2015-12-15,32
2015-12-16,24
2015-12-17,57
2015-12-18,17
2015-12-19,29
2015-12-20,19
2015-12-21,28
2015-12-22,50
2015-12-23,41
2015-12-24,49
2015-12-25,42
2015-12-26,39
2015-12-27,19
2015-12-28,25
2015-12-29,73
2015-12-30,40
2015-12-31,38
2016-01-01,32
2016-01-02,0
2016-01-03,18
2016-01-04,46
2016-01-05,31
2016-01-06,36
2016-01-07,47
2016-01-08,53
2016-01-09,26
2016-01-10,17
2016-01-11,38
2016-01-12,25
2016-01-13,61
2016-01-14,20
2016-01-15,24
2016-01-16,18
2016-01-17,17
2016-01-18,25
2016-01-19,38
2016-01-20,45
2016-01-21,41
2016-01-22,36
2016-01-23,35
2016-01-24,17
2016-01-25,30
2016-01-26,45
2016-01-27,30
2016-01-28,25
2016-01-29,31
2016-01-30,18
2016-01-31,25
2016-02-01,28
2016-02-02,24
2016-02-03,63
2016-02-04,83
2016-02-05,46
2016-02-06,34
2016-02-07,25
2016-02-08,37
2016-02-09,70
2016-02-10,73
2016-02-11,44
2016-02-12,56
2016-02-13,34
2016-02-14,0
2016-02-15,15
2016-02-16,29
2016-02-17,39
2016-02-18,29
2016-02-19,38
2016-02-20,0
2016-02-21,22
2016-02-22,68
2016-02-23,29
2016-02-24,57
2016-02-25,53
2016-02-26,25
2016-02-27,17
2016-02-28,16
2016-02-29,28
2016-03-01,42
2016-03-02,14
2016-03-03,24
2016-03-04,44
2016-03-05,22
2016-03-06,16
2016-03-07,50
2016-03-08,43
2016-03-09,28
2016-03-10,22
2016-03-11,22
2016-03-12,17
2016-03-13,16
2016-03-14,14
2016-03-15,50
2016-03-16,50
2016-03-17,29
2016-03-18,15
2016-03-19,0
2016-03-20,16
2016-03-21,24
2016-03-22,14
2016-03-23,24
2016-03-24,30
2016-03-25,32
2016-03-26,34
2016-03-27,35
2016-03-28,38
2016-03-29,24
2016-03-30,72
2016-03-31,44
2016-04-01,25
2016-04-02,17
2016-04-03,17
2016-04-04,14
2016-04-05,43
2016-04-06,19
2016-04-07,36
2016-04-08,30
2016-04-09,33
2016-04-10,16
2016-04-11,28
2016-04-12,28
2016-04-13,24
2016-04-14,36
2016-04-15,35
2016-04-16,0
2016-04-17,34
2016-04-18,24
2016-04-19,48
2016-04-20,67
2016-04-21,63
2016-04-22,100
2016-04-23,34
2016-04-24,17
2016-04-25,29
2016-04-26,33
2016-04-27,47
2016-04-28,77
2016-04-29,30
2016-04-30,51
2016-05-01,17
2016-05-02,19
2016-05-03,28
2016-05-04,48
