date,VIAB
2011-09-18,0
2011-09-19,30
2011-09-20,45
2011-09-21,30
2011-09-22,31
2011-09-23,32
2011-09-24,38
2011-09-25,0
2011-09-26,0
2011-09-27,30
2011-09-28,45
2011-09-29,31
2011-09-30,32
2011-10-01,38
2011-10-02,74
2011-10-03,0
2011-10-04,45
2011-10-05,30
2011-10-06,0
2011-10-07,31
2011-10-08,55
2011-10-09,36
2011-10-10,50
2011-10-11,28
2011-10-12,44
2011-10-13,0
2011-10-14,31
2011-10-15,72
2011-10-16,0
2011-10-17,59
2011-10-18,29
2011-10-19,59
2011-10-20,30
2011-10-21,31
2011-10-22,37
2011-10-23,0
2011-10-24,29
2011-10-25,29
2011-10-26,30
2011-10-27,60
2011-10-28,31
2011-10-29,0
2011-10-30,36
2011-10-31,0
2011-11-01,31
2011-11-02,30
2011-11-03,0
2011-11-04,0
2011-11-05,54
2011-11-06,35
2011-11-07,44
2011-11-08,0
2011-11-09,0
2011-11-10,49
2011-11-11,31
2011-11-12,90
2011-11-13,35
2011-11-14,29
2011-11-15,29
2011-11-16,29
2011-11-17,0
2011-11-18,61
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,29
2011-11-23,29
2011-11-24,31
2011-11-25,0
2011-11-26,35
2011-11-27,0
2011-11-28,28
2011-11-29,28
2011-11-30,58
2011-12-01,44
2011-12-02,76
2011-12-03,0
2011-12-04,0
2011-12-05,28
2011-12-06,28
2011-12-07,85
2011-12-08,60
2011-12-09,30
2011-12-10,35
2011-12-11,0
2011-12-12,28
2011-12-13,28
2011-12-14,29
2011-12-15,29
2011-12-16,0
2011-12-17,35
2011-12-18,35
2011-12-19,29
2011-12-20,87
2011-12-21,60
2011-12-22,31
2011-12-23,100
2011-12-24,0
2011-12-25,42
2011-12-26,0
2011-12-27,31
2011-12-28,31
2011-12-29,0
2011-12-30,44
2011-12-31,38
2012-01-01,0
2012-01-02,30
2012-01-03,28
2012-01-04,42
2012-01-05,47
2012-01-06,0
2012-01-07,34
2012-01-08,64
2012-01-09,27
2012-01-10,36
2012-01-11,27
2012-01-12,83
2012-01-13,28
2012-01-14,33
2012-01-15,32
2012-01-16,54
2012-01-17,40
2012-01-18,67
2012-01-19,27
2012-01-20,28
2012-01-21,33
2012-01-22,0
2012-01-23,40
2012-01-24,0
2012-01-25,27
2012-01-26,82
2012-01-27,56
2012-01-28,49
2012-01-29,33
2012-01-30,44
2012-01-31,26
2012-02-01,40
2012-02-02,54
2012-02-03,42
2012-02-04,65
2012-02-05,0
2012-02-06,26
2012-02-07,53
2012-02-08,67
2012-02-09,27
2012-02-10,28
2012-02-11,0
2012-02-12,31
2012-02-13,39
2012-02-14,27
2012-02-15,36
2012-02-16,40
2012-02-17,42
2012-02-18,0
2012-02-19,0
2012-02-20,27
2012-02-21,55
2012-02-22,0
2012-02-23,27
2012-02-24,69
2012-02-25,32
2012-02-26,0
2012-02-27,0
2012-02-28,52
2012-02-29,26
2012-03-01,37
2012-03-02,58
2012-03-03,33
2012-03-04,33
2012-03-05,54
2012-03-06,27
2012-03-07,79
2012-03-08,40
2012-03-09,0
2012-03-10,32
2012-03-11,0
2012-03-12,39
2012-03-13,52
2012-03-14,66
2012-03-15,27
2012-03-16,56
2012-03-17,32
2012-03-18,32
2012-03-19,26
2012-03-20,35
2012-03-21,35
2012-03-22,27
2012-03-23,28
2012-03-24,0
2012-03-25,32
2012-03-26,26
2012-03-27,26
2012-03-28,27
2012-03-29,27
2012-03-30,29
2012-03-31,32
2012-04-01,32
2012-04-02,27
2012-04-03,54
2012-04-04,64
2012-04-05,28
2012-04-06,0
2012-04-07,0
2012-04-08,34
2012-04-09,0
2012-04-10,37
2012-04-11,39
2012-04-12,27
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,26
2012-04-17,26
2012-04-18,43
2012-04-19,0
2012-04-20,55
2012-04-21,31
2012-04-22,0
2012-04-23,0
2012-04-24,26
2012-04-25,52
2012-04-26,26
2012-04-27,28
2012-04-28,0
2012-04-29,0
2012-04-30,0
2012-05-01,58
2012-05-02,39
2012-05-03,44
2012-05-04,28
2012-05-05,0
2012-05-06,31
2012-05-07,35
2012-05-08,26
2012-05-09,26
2012-05-10,53
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,26
2012-05-15,26
2012-05-16,26
2012-05-17,27
2012-05-18,37
2012-05-19,0
2012-05-20,32
2012-05-21,52
2012-05-22,0
2012-05-23,0
2012-05-24,27
2012-05-25,56
2012-05-26,33
2012-05-27,0
2012-05-28,27
2012-05-29,38
2012-05-30,51
2012-05-31,26
2012-06-01,54
2012-06-02,32
2012-06-03,32
2012-06-04,43
