date,VIAB
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,44
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,41
2011-01-12,41
2011-01-13,41
2011-01-14,42
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,80
2011-01-19,0
2011-01-20,41
2011-01-21,43
2011-01-22,50
2011-01-23,50
2011-01-24,60
2011-01-25,40
2011-01-26,0
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,38
2011-02-01,0
2011-02-02,38
2011-02-03,58
2011-02-04,41
2011-02-05,0
2011-02-06,0
2011-02-07,77
2011-02-08,0
2011-02-09,40
2011-02-10,0
2011-02-11,0
2011-02-12,50
2011-02-13,0
2011-02-14,0
2011-02-15,57
2011-02-16,79
2011-02-17,0
2011-02-18,0
2011-02-19,49
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,59
2011-02-24,40
2011-02-25,83
2011-02-26,0
2011-02-27,0
2011-02-28,38
2011-03-01,39
2011-03-02,0
2011-03-03,40
2011-03-04,42
2011-03-05,50
2011-03-06,0
2011-03-07,80
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,40
2011-03-12,0
2011-03-13,0
2011-03-14,41
2011-03-15,0
2011-03-16,0
2011-03-17,40
2011-03-18,41
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,39
2011-03-23,0
2011-03-24,0
2011-03-25,83
2011-03-26,0
2011-03-27,0
2011-03-28,38
2011-03-29,77
2011-03-30,39
2011-03-31,79
2011-04-01,42
2011-04-02,0
2011-04-03,0
2011-04-04,76
2011-04-05,0
2011-04-06,39
2011-04-07,80
2011-04-08,42
2011-04-09,100
2011-04-10,49
2011-04-11,0
2011-04-12,0
2011-04-13,78
2011-04-14,0
2011-04-15,0
2011-04-16,0
2011-04-17,51
2011-04-18,40
2011-04-19,40
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,43
2011-04-26,0
2011-04-27,77
2011-04-28,0
2011-04-29,0
2011-04-30,0
2011-05-01,49
2011-05-02,0
2011-05-03,0
2011-05-04,39
2011-05-05,80
2011-05-06,0
2011-05-07,50
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,39
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,76
2011-05-17,0
2011-05-18,39
2011-05-19,39
2011-05-20,0
2011-05-21,50
2011-05-22,0
2011-05-23,38
2011-05-24,0
2011-05-25,0
2011-05-26,39
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,62
2011-05-31,38
2011-06-01,39
2011-06-02,0
2011-06-03,0
2011-06-04,51
2011-06-05,50
2011-06-06,0
2011-06-07,38
2011-06-08,38
2011-06-09,0
2011-06-10,0
2011-06-11,50
2011-06-12,0
2011-06-13,39
2011-06-14,0
2011-06-15,76
2011-06-16,39
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,37
2011-06-21,0
2011-06-22,0
2011-06-23,40
2011-06-24,42
2011-06-25,0
2011-06-26,50
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,39
2011-07-01,42
2011-07-02,0
2011-07-03,51
2011-07-04,40
2011-07-05,39
2011-07-06,39
2011-07-07,40
2011-07-08,41
2011-07-09,0
2011-07-10,0
2011-07-11,77
2011-07-12,39
2011-07-13,39
2011-07-14,0
2011-07-15,0
2011-07-16,0
2011-07-17,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,39
2011-07-27,0
2011-07-28,40
2011-07-29,41
2011-07-30,0
2011-07-31,0
2011-08-01,39
2011-08-02,0
2011-08-03,39
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,75
2011-08-09,0
2011-08-10,38
2011-08-11,39
2011-08-12,41
2011-08-13,98
2011-08-14,0
2011-08-15,40
2011-08-16,0
2011-08-17,0
2011-08-18,39
2011-08-19,0
2011-08-20,95
2011-08-21,0
2011-08-22,75
2011-08-23,37
2011-08-24,37
2011-08-25,38
2011-08-26,39
2011-08-27,0
2011-08-28,92
2011-08-29,55
2011-08-30,37
2011-08-31,37
2011-09-01,37
2011-09-02,0
2011-09-03,45
2011-09-04,0
2011-09-05,0
2011-09-06,35
2011-09-07,36
2011-09-08,0
2011-09-09,0
2011-09-10,44
2011-09-11,87
2011-09-12,35
2011-09-13,35
2011-09-14,36
2011-09-15,0
2011-09-16,0
2011-09-17,0
2011-09-18,0
