date,VIAB
2014-03-16,17
2014-03-17,15
2014-03-18,15
2014-03-19,0
2014-03-20,45
2014-03-21,16
2014-03-22,0
2014-03-23,17
2014-03-24,44
2014-03-25,22
2014-03-26,15
2014-03-27,15
2014-03-28,16
2014-03-29,0
2014-03-30,18
2014-03-31,22
2014-04-01,30
2014-04-02,15
2014-04-03,15
2014-04-04,23
2014-04-05,0
2014-04-06,0
2014-04-07,29
2014-04-08,30
2014-04-09,30
2014-04-10,15
2014-04-11,16
2014-04-12,18
2014-04-13,18
2014-04-14,38
2014-04-15,23
2014-04-16,15
2014-04-17,16
2014-04-18,34
2014-04-19,0
2014-04-20,0
2014-04-21,16
2014-04-22,37
2014-04-23,15
2014-04-24,15
2014-04-25,16
2014-04-26,0
2014-04-27,0
2014-04-28,29
2014-04-29,51
2014-04-30,30
2014-05-01,16
2014-05-02,24
2014-05-03,0
2014-05-04,0
2014-05-05,30
2014-05-06,45
2014-05-07,60
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,18
2014-05-12,15
2014-05-13,44
2014-05-14,30
2014-05-15,15
2014-05-16,16
2014-05-17,0
2014-05-18,0
2014-05-19,37
2014-05-20,15
2014-05-21,16
2014-05-22,33
2014-05-23,17
2014-05-24,0
2014-05-25,0
2014-05-26,17
2014-05-27,32
2014-05-28,24
2014-05-29,17
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,16
2014-06-04,49
2014-06-05,34
2014-06-06,53
2014-06-07,0
2014-06-08,0
2014-06-09,17
2014-06-10,17
2014-06-11,25
2014-06-12,34
2014-06-13,0
2014-06-14,0
2014-06-15,20
2014-06-16,33
2014-06-17,17
2014-06-18,0
2014-06-19,34
2014-06-20,71
2014-06-21,20
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,33
2014-06-26,0
2014-06-27,54
2014-06-28,31
2014-06-29,20
2014-06-30,17
2014-07-01,34
2014-07-02,17
2014-07-03,53
2014-07-04,0
2014-07-05,41
2014-07-06,21
2014-07-07,0
2014-07-08,17
2014-07-09,17
2014-07-10,42
2014-07-11,71
2014-07-12,20
2014-07-13,0
2014-07-14,0
2014-07-15,67
2014-07-16,35
2014-07-17,43
2014-07-18,36
2014-07-19,41
2014-07-20,41
2014-07-21,17
2014-07-22,17
2014-07-23,17
2014-07-24,0
2014-07-25,27
2014-07-26,31
2014-07-27,20
2014-07-28,17
2014-07-29,17
2014-07-30,34
2014-07-31,17
2014-08-01,44
2014-08-02,0
2014-08-03,20
2014-08-04,17
2014-08-05,17
2014-08-06,42
2014-08-07,0
2014-08-08,18
2014-08-09,20
2014-08-10,20
2014-08-11,0
2014-08-12,0
2014-08-13,25
2014-08-14,0
2014-08-15,18
2014-08-16,20
2014-08-17,0
2014-08-18,0
2014-08-19,34
2014-08-20,17
2014-08-21,34
2014-08-22,0
2014-08-23,0
2014-08-24,0
2014-08-25,33
2014-08-26,16
2014-08-27,16
2014-08-28,16
2014-08-29,0
2014-08-30,20
2014-08-31,19
2014-09-01,16
2014-09-02,32
2014-09-03,16
2014-09-04,16
2014-09-05,17
2014-09-06,0
2014-09-07,0
2014-09-08,32
2014-09-09,47
2014-09-10,31
2014-09-11,40
2014-09-12,17
2014-09-13,0
2014-09-14,19
2014-09-15,32
2014-09-16,16
2014-09-17,40
2014-09-18,16
2014-09-19,16
2014-09-20,19
2014-09-21,19
2014-09-22,39
2014-09-23,31
2014-09-24,0
2014-09-25,16
2014-09-26,42
2014-09-27,29
2014-09-28,19
2014-09-29,16
2014-09-30,24
2014-10-01,0
2014-10-02,32
2014-10-03,17
2014-10-04,19
2014-10-05,0
2014-10-06,31
2014-10-07,16
2014-10-08,23
2014-10-09,16
2014-10-10,0
2014-10-11,19
2014-10-12,0
2014-10-13,39
2014-10-14,31
2014-10-15,0
2014-10-16,16
2014-10-17,16
2014-10-18,19
2014-10-19,19
2014-10-20,15
2014-10-21,23
2014-10-22,15
2014-10-23,16
2014-10-24,16
2014-10-25,0
2014-10-26,18
2014-10-27,15
2014-10-28,31
2014-10-29,15
2014-10-30,0
2014-10-31,100
2014-11-01,0
2014-11-02,18
2014-11-03,31
2014-11-04,30
2014-11-05,38
2014-11-06,15
2014-11-07,32
2014-11-08,18
2014-11-09,18
2014-11-10,23
2014-11-11,31
2014-11-12,30
2014-11-13,31
2014-11-14,32
2014-11-15,36
2014-11-16,18
2014-11-17,15
2014-11-18,33
2014-11-19,32
2014-11-20,23
2014-11-21,16
2014-11-22,18
2014-11-23,44
2014-11-24,22
2014-11-25,15
2014-11-26,0
2014-11-27,16
2014-11-28,16
2014-11-29,0
2014-11-30,0
2014-12-01,22
