date,VIAB
2013-06-29,30
2013-06-30,0
2013-07-01,24
2013-07-02,24
2013-07-03,0
2013-07-04,0
2013-07-05,26
2013-07-06,50
2013-07-07,0
2013-07-08,24
2013-07-09,32
2013-07-10,49
2013-07-11,33
2013-07-12,26
2013-07-13,30
2013-07-14,60
2013-07-15,48
2013-07-16,32
2013-07-17,25
2013-07-18,25
2013-07-19,38
2013-07-20,0
2013-07-21,30
2013-07-22,0
2013-07-23,24
2013-07-24,37
2013-07-25,25
2013-07-26,34
2013-07-27,0
2013-07-28,29
2013-07-29,24
2013-07-30,48
2013-07-31,40
2013-08-01,0
2013-08-02,51
2013-08-03,30
2013-08-04,30
2013-08-05,25
2013-08-06,73
2013-08-07,25
2013-08-08,42
2013-08-09,0
2013-08-10,30
2013-08-11,29
2013-08-12,24
2013-08-13,32
2013-08-14,24
2013-08-15,38
2013-08-16,26
2013-08-17,29
2013-08-18,0
2013-08-19,64
2013-08-20,32
2013-08-21,48
2013-08-22,49
2013-08-23,25
2013-08-24,43
2013-08-25,0
2013-08-26,39
2013-08-27,39
2013-08-28,35
2013-08-29,24
2013-08-30,0
2013-08-31,28
2013-09-01,42
2013-09-02,24
2013-09-03,23
2013-09-04,35
2013-09-05,23
2013-09-06,57
2013-09-07,56
2013-09-08,0
2013-09-09,91
2013-09-10,34
2013-09-11,23
2013-09-12,58
2013-09-13,24
2013-09-14,0
2013-09-15,26
2013-09-16,53
2013-09-17,38
2013-09-18,38
2013-09-19,35
2013-09-20,36
2013-09-21,0
2013-09-22,0
2013-09-23,23
2013-09-24,34
2013-09-25,23
2013-09-26,23
2013-09-27,40
2013-09-28,27
2013-09-29,27
2013-09-30,23
2013-10-01,45
2013-10-02,23
2013-10-03,35
2013-10-04,0
2013-10-05,27
2013-10-06,53
2013-10-07,30
2013-10-08,57
2013-10-09,69
2013-10-10,62
2013-10-11,47
2013-10-12,28
2013-10-13,54
2013-10-14,31
2013-10-15,23
2013-10-16,30
2013-10-17,46
2013-10-18,24
2013-10-19,27
2013-10-20,40
2013-10-21,22
2013-10-22,0
2013-10-23,30
2013-10-24,38
2013-10-25,32
2013-10-26,27
2013-10-27,0
2013-10-28,66
2013-10-29,22
2013-10-30,45
2013-10-31,23
2013-11-01,37
2013-11-02,27
2013-11-03,39
2013-11-04,22
2013-11-05,44
2013-11-06,33
2013-11-07,0
2013-11-08,82
2013-11-09,26
2013-11-10,25
2013-11-11,44
2013-11-12,22
2013-11-13,45
2013-11-14,75
2013-11-15,23
2013-11-16,26
2013-11-17,26
2013-11-18,22
2013-11-19,22
2013-11-20,51
2013-11-21,29
2013-11-22,35
2013-11-23,26
2013-11-24,25
2013-11-25,36
2013-11-26,55
2013-11-27,67
2013-11-28,23
2013-11-29,47
2013-11-30,26
2013-12-01,49
2013-12-02,36
2013-12-03,54
2013-12-04,33
2013-12-05,33
2013-12-06,31
2013-12-07,0
2013-12-08,34
2013-12-09,33
2013-12-10,58
2013-12-11,37
2013-12-12,30
2013-12-13,39
2013-12-14,27
2013-12-15,39
2013-12-16,33
2013-12-17,38
2013-12-18,23
2013-12-19,35
2013-12-20,37
2013-12-21,28
2013-12-22,27
2013-12-23,49
2013-12-24,36
2013-12-25,30
2013-12-26,68
2013-12-27,25
2013-12-28,41
2013-12-29,27
2013-12-30,24
2013-12-31,27
2014-01-01,29
2014-01-02,35
2014-01-03,38
2014-01-04,25
2014-01-05,0
2014-01-06,100
2014-01-07,64
2014-01-08,58
2014-01-09,43
2014-01-10,22
2014-01-11,25
2014-01-12,25
2014-01-13,42
2014-01-14,29
2014-01-15,32
2014-01-16,64
2014-01-17,67
2014-01-18,25
2014-01-19,37
2014-01-20,21
2014-01-21,56
2014-01-22,21
2014-01-23,21
2014-01-24,66
2014-01-25,25
2014-01-26,24
2014-01-27,42
2014-01-28,28
2014-01-29,42
2014-01-30,57
2014-01-31,33
2014-02-01,50
2014-02-02,0
2014-02-03,52
2014-02-04,31
2014-02-05,42
2014-02-06,28
2014-02-07,24
2014-02-08,25
2014-02-09,24
2014-02-10,41
2014-02-11,21
2014-02-12,42
2014-02-13,21
2014-02-14,33
2014-02-15,25
2014-02-16,37
2014-02-17,31
2014-02-18,42
2014-02-19,21
2014-02-20,21
2014-02-21,44
2014-02-22,0
2014-02-23,24
2014-02-24,62
2014-02-25,41
2014-02-26,31
2014-02-27,42
2014-02-28,44
2014-03-01,24
2014-03-02,24
2014-03-03,32
2014-03-04,64
2014-03-05,28
2014-03-06,32
2014-03-07,44
2014-03-08,25
2014-03-09,25
2014-03-10,56
2014-03-11,63
2014-03-12,52
2014-03-13,42
2014-03-14,44
2014-03-15,25
2014-03-16,24
