date,VIAB
2015-04-10,19
2015-04-11,43
2015-04-12,43
2015-04-13,18
2015-04-14,36
2015-04-15,27
2015-04-16,36
2015-04-17,38
2015-04-18,43
2015-04-19,0
2015-04-20,18
2015-04-21,18
2015-04-22,18
2015-04-23,18
2015-04-24,56
2015-04-25,22
2015-04-26,21
2015-04-27,71
2015-04-28,27
2015-04-29,18
2015-04-30,37
2015-05-01,20
2015-05-02,0
2015-05-03,21
2015-05-04,36
2015-05-05,35
2015-05-06,0
2015-05-07,18
2015-05-08,19
2015-05-09,22
2015-05-10,22
2015-05-11,27
2015-05-12,44
2015-05-13,27
2015-05-14,55
2015-05-15,0
2015-05-16,21
2015-05-17,21
2015-05-18,27
2015-05-19,18
2015-05-20,53
2015-05-21,27
2015-05-22,28
2015-05-23,0
2015-05-24,21
2015-05-25,0
2015-05-26,18
2015-05-27,18
2015-05-28,18
2015-05-29,38
2015-05-30,0
2015-05-31,0
2015-06-01,44
2015-06-02,27
2015-06-03,36
2015-06-04,74
2015-06-05,38
2015-06-06,22
2015-06-07,0
2015-06-08,26
2015-06-09,18
2015-06-10,35
2015-06-11,36
2015-06-12,19
2015-06-13,65
2015-06-14,0
2015-06-15,26
2015-06-16,35
2015-06-17,18
2015-06-18,27
2015-06-19,0
2015-06-20,22
2015-06-21,21
2015-06-22,18
2015-06-23,18
2015-06-24,36
2015-06-25,0
2015-06-26,19
2015-06-27,0
2015-06-28,22
2015-06-29,63
2015-06-30,62
2015-07-01,18
2015-07-02,37
2015-07-03,19
2015-07-04,22
2015-07-05,0
2015-07-06,36
2015-07-07,70
2015-07-08,0
2015-07-09,36
2015-07-10,28
2015-07-11,22
2015-07-12,43
2015-07-13,36
2015-07-14,0
2015-07-15,18
2015-07-16,0
2015-07-17,77
2015-07-18,23
2015-07-19,46
2015-07-20,38
2015-07-21,18
2015-07-22,72
2015-07-23,18
2015-07-24,47
2015-07-25,21
2015-07-26,0
2015-07-27,35
2015-07-28,18
2015-07-29,27
2015-07-30,36
2015-07-31,0
2015-08-01,32
2015-08-02,0
2015-08-03,27
2015-08-04,18
2015-08-05,72
2015-08-06,100
2015-08-07,94
2015-08-08,32
2015-08-09,43
2015-08-10,35
2015-08-11,18
2015-08-12,18
2015-08-13,27
2015-08-14,56
2015-08-15,21
2015-08-16,32
2015-08-17,18
2015-08-18,26
2015-08-19,44
2015-08-20,72
2015-08-21,37
2015-08-22,21
2015-08-23,21
2015-08-24,69
2015-08-25,17
2015-08-26,17
2015-08-27,35
2015-08-28,28
2015-08-29,0
2015-08-30,21
2015-08-31,17
2015-09-01,17
2015-09-02,52
2015-09-03,35
2015-09-04,18
2015-09-05,31
2015-09-06,21
2015-09-07,18
2015-09-08,17
2015-09-09,52
2015-09-10,18
2015-09-11,27
2015-09-12,20
2015-09-13,20
2015-09-14,51
2015-09-15,34
2015-09-16,51
2015-09-17,17
2015-09-18,18
2015-09-19,20
2015-09-20,20
2015-09-21,17
2015-09-22,34
2015-09-23,17
2015-09-24,18
2015-09-25,18
2015-09-26,20
2015-09-27,0
2015-09-28,17
2015-09-29,17
2015-09-30,17
2015-10-01,17
2015-10-02,27
2015-10-03,20
2015-10-04,0
2015-10-05,59
2015-10-06,16
2015-10-07,34
2015-10-08,17
2015-10-09,52
2015-10-10,20
2015-10-11,20
2015-10-12,17
2015-10-13,17
2015-10-14,0
2015-10-15,50
2015-10-16,43
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,16
2015-10-21,58
2015-10-22,17
2015-10-23,0
2015-10-24,0
2015-10-25,38
2015-10-26,66
2015-10-27,16
2015-10-28,25
2015-10-29,67
2015-10-30,0
2015-10-31,60
2015-11-01,20
2015-11-02,33
2015-11-03,33
2015-11-04,25
2015-11-05,33
2015-11-06,34
2015-11-07,0
2015-11-08,0
2015-11-09,16
2015-11-10,58
2015-11-11,25
2015-11-12,85
2015-11-13,26
2015-11-14,19
2015-11-15,0
2015-11-16,33
2015-11-17,33
2015-11-18,25
2015-11-19,42
2015-11-20,17
2015-11-21,0
2015-11-22,38
2015-11-23,33
2015-11-24,33
2015-11-25,34
2015-11-26,17
2015-11-27,35
2015-11-28,39
2015-11-29,19
2015-11-30,0
2015-12-01,16
2015-12-02,16
2015-12-03,0
2015-12-04,52
2015-12-05,39
2015-12-06,19
2015-12-07,33
2015-12-08,17
2015-12-09,50
2015-12-10,25
2015-12-11,17
2015-12-12,0
2015-12-13,39
2015-12-14,33
2015-12-15,34
2015-12-16,17
2015-12-17,88
2015-12-18,18
2015-12-19,31
2015-12-20,21
2015-12-21,18
2015-12-22,71
2015-12-23,38
2015-12-24,42
2015-12-25,0
2015-12-26,32
