date,VIAB
2012-01-26,53
2012-01-27,18
2012-01-28,0
2012-01-29,21
2012-01-30,34
2012-01-31,17
2012-02-01,17
2012-02-02,26
2012-02-03,48
2012-02-04,0
2012-02-05,20
2012-02-06,0
2012-02-07,17
2012-02-08,43
2012-02-09,17
2012-02-10,18
2012-02-11,0
2012-02-12,20
2012-02-13,25
2012-02-14,26
2012-02-15,17
2012-02-16,17
2012-02-17,36
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,18
2012-02-22,0
2012-02-23,17
2012-02-24,18
2012-02-25,21
2012-02-26,0
2012-02-27,0
2012-02-28,33
2012-02-29,17
2012-03-01,24
2012-03-02,28
2012-03-03,21
2012-03-04,21
2012-03-05,29
2012-03-06,17
2012-03-07,50
2012-03-08,17
2012-03-09,18
2012-03-10,20
2012-03-11,20
2012-03-12,17
2012-03-13,17
2012-03-14,17
2012-03-15,17
2012-03-16,18
2012-03-17,21
2012-03-18,21
2012-03-19,17
2012-03-20,17
2012-03-21,23
2012-03-22,35
2012-03-23,27
2012-03-24,0
2012-03-25,21
2012-03-26,17
2012-03-27,34
2012-03-28,17
2012-03-29,17
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,17
2012-04-03,29
2012-04-04,53
2012-04-05,18
2012-04-06,20
2012-04-07,22
2012-04-08,44
2012-04-09,0
2012-04-10,35
2012-04-11,17
2012-04-12,17
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,33
2012-04-17,17
2012-04-18,17
2012-04-19,0
2012-04-20,35
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,17
2012-04-25,25
2012-04-26,17
2012-04-27,36
2012-04-28,21
2012-04-29,41
2012-04-30,0
2012-05-01,18
2012-05-02,25
2012-05-03,28
2012-05-04,18
2012-05-05,0
2012-05-06,20
2012-05-07,34
2012-05-08,17
2012-05-09,17
2012-05-10,26
2012-05-11,18
2012-05-12,21
2012-05-13,0
2012-05-14,17
2012-05-15,25
2012-05-16,25
2012-05-17,17
2012-05-18,24
2012-05-19,0
2012-05-20,21
2012-05-21,33
2012-05-22,17
2012-05-23,17
2012-05-24,17
2012-05-25,27
2012-05-26,21
2012-05-27,0
2012-05-28,35
2012-05-29,16
2012-05-30,42
2012-05-31,17
2012-06-01,26
2012-06-02,21
2012-06-03,0
2012-06-04,25
2012-06-05,17
2012-06-06,17
2012-06-07,0
2012-06-08,18
2012-06-09,0
2012-06-10,0
2012-06-11,16
2012-06-12,33
2012-06-13,25
2012-06-14,17
2012-06-15,18
2012-06-16,21
2012-06-17,21
2012-06-18,16
2012-06-19,25
2012-06-20,0
2012-06-21,17
2012-06-22,18
2012-06-23,0
2012-06-24,21
2012-06-25,0
2012-06-26,17
2012-06-27,0
2012-06-28,0
2012-06-29,18
2012-06-30,0
2012-07-01,21
2012-07-02,34
2012-07-03,42
2012-07-04,0
2012-07-05,17
2012-07-06,36
2012-07-07,0
2012-07-08,0
2012-07-09,17
2012-07-10,25
2012-07-11,17
2012-07-12,17
2012-07-13,18
2012-07-14,0
2012-07-15,21
2012-07-16,25
2012-07-17,17
2012-07-18,34
2012-07-19,29
2012-07-20,18
2012-07-21,21
2012-07-22,22
2012-07-23,17
2012-07-24,17
2012-07-25,0
2012-07-26,26
2012-07-27,24
2012-07-28,21
2012-07-29,21
2012-07-30,42
2012-07-31,17
2012-08-01,17
2012-08-02,0
2012-08-03,36
2012-08-04,32
2012-08-05,21
2012-08-06,17
2012-08-07,17
2012-08-08,17
2012-08-09,17
2012-08-10,18
2012-08-11,0
2012-08-12,0
2012-08-13,34
2012-08-14,28
2012-08-15,18
2012-08-16,35
2012-08-17,36
2012-08-18,21
2012-08-19,43
2012-08-20,26
2012-08-21,17
2012-08-22,17
2012-08-23,26
2012-08-24,18
2012-08-25,0
2012-08-26,20
2012-08-27,25
2012-08-28,25
2012-08-29,49
2012-08-30,17
2012-08-31,29
2012-09-01,20
2012-09-02,20
2012-09-03,0
2012-09-04,16
2012-09-05,22
2012-09-06,100
2012-09-07,26
2012-09-08,20
2012-09-09,0
2012-09-10,24
2012-09-11,24
2012-09-12,16
2012-09-13,16
2012-09-14,25
2012-09-15,59
2012-09-16,0
2012-09-17,16
2012-09-18,0
2012-09-19,16
2012-09-20,33
2012-09-21,17
2012-09-22,40
2012-09-23,19
2012-09-24,16
2012-09-25,24
2012-09-26,32
2012-09-27,49
2012-09-28,51
2012-09-29,20
2012-09-30,39
2012-10-01,16
2012-10-02,40
2012-10-03,16
2012-10-04,16
2012-10-05,27
2012-10-06,19
2012-10-07,37
2012-10-08,23
2012-10-09,31
2012-10-10,47
2012-10-11,39
2012-10-12,17
