stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.50778364185778,1.0219446021277,0.996379942271715,1.03044433345078,42,15,51.2988505747127,12.7826086956522,49,1.00645215802559,1.00806516642932,0.986692458914952,0,123.989998
AVP,0.316926705295961,1.07506625892595,1.04839188667676,1.07034991450681,1,1,17.632183908046,2,68,0.979729729731982,0.988738738558558,1.00675675635135,0,4.44
AMGN,1.53624767315889,1.02139800407176,0.995838835296692,1.01360253031517,19,4,47.1609195402299,7.41666666666667,16,1.00585186837946,1.03651815178192,0.935516509273601,0,177.720001
AMZN,2.19168555810125,1.01594414990326,0.990499588982731,1.0235320664676,10,1,52.2068965517241,7.1,60,0.999988266207389,1.00160593953115,1.00630656522224,0,853.080017
ATVI,2.16493244879102,1.01360192668137,0.988083829866623,1.03081240872801,66,17,49.9885057471264,12.695652173913,9,1.03479734703702,1.04901332413224,1.06047101511618,0,47.130001
AVGO,2.73075981374876,1.01228748569276,0.986806548945128,1.00134162868694,66,13,57.1149425287356,12.5,44,0.987193806734821,1.01133368850466,0.989603311106875,0,224.110001
BIDU,1.12544851851351,1.03956430599547,1.01352368804767,1.04333833058329,16,6,29.367816091954,8,69,0.999828899673056,0.988478845534605,0.973421525102811,0,175.330002
BIIB,1.25145106033661,1.0263102142085,1.00077703825096,1.01541368004992,20,8,41.8850574712644,8,57,1.00401849887656,1.00313303052658,0.942344288423511,0,293.640015
BMRN,1.36542493478047,1.03370011123778,1.00790125842029,1.02457107380566,22,4,36.0804597701149,5,66,0.970053444161704,0.990374309811605,0.958181775352941,0,93.5
CA,1.1655502247641,1.02437619064162,0.998730445664297,1.03193239469692,54,16,46.7356321839081,11.2608695652174,59,0.986527893485937,1.00275566477506,0.977648499458729,0,32.66
CELG,1.62792010045515,1.03634091744503,1.0101851799178,1.02832405404516,26,5,39.7471264367816,7.08333333333333,21,0.997250113297318,1.0307344149382,1.01463925961192,0,246.623923
CERN,1.11361654436957,1.03021011610114,1.00422261333068,1.02508561926218,83,11,39.2413793103448,6.66666666666667,46,0.995481656028511,1.0092173860085,1.07392004044706,0,217.7798229
CHKP,1.50100626258988,1.02289967409996,0.997367037615659,1.02650432745557,71,19,47.8735632183908,12.9130434782609,40,1.00522302129403,1.01295701070026,1.04660505307921,0,99.559998
CHTR,2.33640789194209,1.01547714729987,0.989661546703403,1.00719562626635,87,13,53.816091954023,9.15384615384615,53,1.00123196343792,1.00680677015869,1.00323400901492,0,324.679993
CMCSA,1.58695134858373,1.01754509903516,0.992112989355528,1.01585760896929,20,6,54.8735632183908,9.38461538461539,47,0.995202558689349,1.008262313,0.993603384353516,0,74.3099257
COST,1.48312457368521,1.01820528013065,0.99272973978673,1.03162852574131,54,7,51.8850574712644,6,86,0.943154952326761,0.938253481270362,0.941126777713177,0,177.5
CSCO,1.45789365849292,1.02352558759907,0.997964844292338,1.03076270679941,54,13,47.3103448275862,12.4782608695652,63,0.994768962741064,0.99825626248329,0.994187707320224,0,34.41
CSX,1.79265437939365,1.00622544067406,0.98100850167498,1.01106660035067,52,6,58.5632183908046,7.2,76,0.989026599842312,0.979069314769239,0.96647026975939,0,145.8118463
CTRP,1.79941341576013,1.0281475750919,1.00236266932197,1.06943140849638,21,2,42.9425287356322,2,13,1.00989475794783,1.04547368381985,1.04926315780612,0,94.41882933
CTSH,1.2899642960109,1.01971906787027,0.994332229580345,1.01591526624615,56,15,50.551724137931,15.1739130434783,65,0.96714481313771,0.991494362759429,0.98965978976395,0,120.2115025
CTXS,1.13108506364513,1.02732765836137,1.00170661040759,1.0389723547604,17,4,45.2183908045977,10.7391304347826,17,1.00223880639659,1.03507461330793,1.04726361842577,0,80.400002
DISCA,0.914021697104098,1.03922983307603,1.01329973577829,1.02996838827774,40,4,29.8275862068966,4.84615384615385,67,0.994016192045929,0.989088349071511,0.979232664453463,0,54.53406111
DISCK,0.967690153379672,1.03841386519041,1.0124688027197,1.02875361214412,81,11,32.2988505747126,6.15384615384615,73,0.997118155667135,0.983789589349356,0.984510086859986,0,54.76481266
DISH,1.30349643975273,1.02888093430886,1.00325765705258,1.0251460749579,68,8,40.8045977011494,6.46153846153846,24,1.04043344501687,1.02345134927577,1.02005495688127,0,61.830002
DLTR,1.32091431194315,1.03935613136037,1.01329208319057,1.02692694310444,29,3,30.5172413793103,5.4,78,0.988167936636913,0.971525121805887,0.998309647153155,0,153.5433077
EA,2.1913820956566,1.02767062988428,1.00163646758348,1.0403189191055,67,20,45.4712643678161,11.2173913043478,15,1.01660977164769,1.041524470499,1.02411825838184,0,87.900002
EBAY,1.59893025840122,1.0357802245302,1.00980777089521,1.04940375400872,12,2,36.9195402298851,4.2,79,0.981281075734414,0.970166685407543,0.984498420324781,0,84.28616771
ESRX,1.06832585867806,1.03448500633867,1.00865315084204,1.03968837424692,36,10,36.5977011494253,4.91666666666667,87,0.957208713620123,0.932317104480929,0.908823887744287,0,71.510002
EXPE,1.62667843777868,1.02837888581557,1.0027112183598,1.06860846429231,26,3,42.183908045977,2,2,1.03834637296734,1.08309770385046,1.07885539731825,0,120.220001
FAST,1.16924179524347,1.02684848527589,1.0012821451345,1.02014551816557,35,11,41.0344827586207,10.1,29,1.01574181403039,1.01928372705805,1.00373864622224,0,102.3722333
FISV,1.88265746823988,1.01724463057659,0.991971790407621,1.01934788088844,54,12,53.183908045977,15.3478260869565,45,1.01053535754796,1.0112205396279,0.995717344894595,0,232.8837905
FOX,1.09294295901137,1.02909470991102,1.00331281148887,1.01809482799994,85,13,45,8.23076923076923,25,1.01310043640779,1.02216996938375,1.07222035616527,0,29.77
FOXA,1.11235420577123,1.02561535600425,0.999854173653857,1.02320407979802,84,12,47.2758620689655,7.15384615384615,28,1.00890207693241,1.01945268720607,1.07418404244247,0,30.33
GILD,1.08674850103144,1.02519525859091,0.999748563303024,1.02523410373477,76,10,43.9540229885058,6.91666666666667,74,1.00000000000962,0.982571414933854,0.964000043309798,0,138.6719903
GOOG,1.64620442516446,1.03182078157935,1.00595858890087,1.03943426665687,50,14,41.0344827586207,10.695652173913,31,1.00515686093072,1.01772504551223,0.990573860736907,0,1661.779024
GOOGL,1.66055198342984,1.03226364902045,1.00637660605044,1.04118593942445,41,9,40.3793103448276,9.78260869565217,34,1.00072403117392,1.01584707296436,0.987259317487829,0,1695.176825
HSIC,1.50380973723654,1.01973573575435,0.994029189968622,1.00872100202343,85,19,48.3333333333333,11.5,39,1.00585206011828,1.01316713448418,1.0039793596196,0,170.880005
ILMN,1.49220929605552,1.03460849310212,1.00908744290618,1.02669047164492,47,8,38.5057471264368,6.83333333333333,70,0.984286088614783,0.986954477499219,1.02579462790148,0,261.6082036
INCY,2.48388769043513,1.01258174328471,0.987012619553836,0.975812512428608,87,12,48.8505747126437,8.25,1,1.02360807730047,1.13697102803022,1.04929472233651,0,134.699997
INTC,1.28453249574775,1.02933091936085,1.00353968686221,1.03214174565968,8,2,42.9770114942529,11.6521739130435,77,0.999165098788305,0.978847704072288,0.993876954799889,0,35.93
