stock,OPEN,average,Weighted Ave,Ind average,Self,Ind Self,ranked average,ranked Ind average,ranked 2 weeks,1 week,2 weeks,4 weeks,8 weeks,price
ACN,1.4304426819039,0.99109170901716,0.990173248704481,0.994944560317962,74,20,53.8850574712644,14.8695652173913,28,1.04046588516316,1.06503444878885,1.00297548291398,0.998384808393194,117.629997
AVP,0.36617882841628,1.05111137689663,1.05125376551084,1.04947259521689,1,1,19.5862068965517,2,26,1.08576998024172,1.0682261207193,1.01559454147174,1.11695906443665,5.13
AMGN,1.2299835101849,1.00623406111785,1.00556907514811,1.00157264079499,14,3,41.1379310344828,7.08333333333333,34,0.991636889517975,1.05748828754351,1.04497863068533,1.09494701465057,142.289993
AMZN,1.90990184276339,0.984474773895975,0.983496543925446,0.996638716482564,81,10,54.5862068965517,5.9,54,1.040879678013,1.03457082520643,1.04035512386461,1.1351089583121,743.400024
ATVI,1.63805409475565,0.998485121636867,0.997329175733209,1.01478558786605,84,21,44.5632183908046,9.69565217391304,43,1.05496351620694,1.05019632626781,1.03140771123107,1.11301174994055,35.66
AVGO,1.99308553771415,0.998078824032664,0.996915317471774,0.97773183334995,10,3,46.4827586206897,11.2,6,1.04774712770404,1.10778253531355,1.10454233823262,1.254936695575,163.570007
BIDU,1.04598089672885,1.01374221704752,1.01298216004924,1.01533399524935,24,9,34.1724137931034,10.1304347826087,50,1.04166927310524,1.04099421996114,1.02847498721743,1.0903344657458,162.949997
BIIB,1.26376775205574,1.00178029970915,1.00090185757603,1.00340596371925,82,12,42.264367816092,6.91666666666667,82,0.987994475779666,0.973021279401156,0.979361295860652,0.963747344240877,296.529999
BMRN,1.21778378551785,1.01017857521308,1.00928525304336,1.00318101616102,83,11,39.5862068965517,6.41666666666667,56,1.00395733299177,1.03249789008383,1.01582923663654,1.02506300512127,83.389999
CA,1.08239860125828,1.0055988452321,1.00478689870003,1.00543308021183,64,17,40.4367816091954,11.9130434782609,13,1.05341249577976,1.0830859879895,1.06165515974679,1.04681833188926,30.33
CELG,1.56182375271699,0.99915785385748,0.998802169163926,0.989765854257762,83,12,45.7126436781609,7.33333333333333,76,0.955235163412452,0.998735440308828,0.99190693817186,0.969482356565031,236.6105688
CERN,0.965080651947363,1.0132477216869,1.01220516268633,1.01458477121886,31,8,30.5632183908046,4.75,45,1.00604798688512,1.04880083334678,1.00375391058323,1.09447338725829,188.7320142
CHKP,1.22420356034237,0.992266210386574,0.991139491512782,0.993299331537757,67,15,53.8620689655172,14.8260869565217,36,1.05184737851732,1.05701976804329,1.06071428768332,1.21293105490718,81.199997
CHTR,1.96480487124915,0.997009393400835,0.994465821422163,0.986221575603705,27,4,47.4367816091954,8.61538461538462,19,1.04526803615803,1.07581299534874,1.07995160106194,1.25073245247466,273.040009
CMCSA,1.49384138157708,0.995887343723472,0.995005633926798,0.996924835169229,44,4,48.8850574712644,7.76923076923077,66,0.993281000288198,1.00986421801848,1.0101502076031,1.09892789571637,69.949997
COST,1.26997245842275,0.992124988560238,0.991092731599291,1.0046418970755,71,9,53.3218390804598,6.6,29,1.05862220374612,1.06256987058362,1.06217512179794,1.0819132612181,151.990005
CSCO,1.24181521861476,0.998258055256955,0.997127368142266,1.00942121060296,58,14,47.1149425287356,10.7826086956522,42,1.03480044449324,1.05083589405923,1.0423063810025,1.05220064977826,29.309999
CSX,1.33620329098106,0.99026254128192,0.989508039356715,1.00042420360711,57,7,55.7701149425287,7,67,1.01772088438781,1.00845152728191,0.998909461187044,1.33942205542041,108.6847923
CTRP,1.69031210115639,1.00442105754374,1.00337645923766,1.02825102749966,37,3,40.632183908046,2.25,86,0.969072231661844,0.935455018445689,0.898924291583887,0.986104908208108,88.69406463
CTSH,1.15873047700398,0.986812307890737,0.986508358170999,0.986101150386457,21,4,51.551724137931,15.5217391304348,32,1.05811364573541,1.05829927519565,1.05087257691256,1.0709246000296,107.9818504
CTXS,1.20058205137203,1.00711874269662,1.00646301899132,1.00724948644005,68,17,40.264367816092,12,14,1.057534567701,1.08179051989102,1.06128422810288,1.07616598341272,85.34
DISCA,0.868980149304585,1.00574934454083,1.00500432225888,1.00269523850428,81,13,39.8045977011494,6.38461538461539,22,1.10033317269886,1.07367641567435,1.03739355813018,1.04405779363188,51.84670858
DISCK,0.921676103184127,1.00558843051023,1.00486820257586,1.00256477030738,66,10,39.3218390804598,6.07692307692308,33,1.09304080546277,1.0574885758117,1.03555211698896,1.04198176853446,52.16072412
