stock,average,OPEN,Self,1 week,2 weeks,4 weeks,8 weeks,price,stock,average,OPEN,Self,1 week,2 weeks
CELG,1.0165954071328,1.51547720665871,0.976799958872238,0.981755012936936,1.01059949653875,1.01520417086417,1.09904432841552,229.5892371,CELG,1.0165954071328,1.51547720665871,0.976799958872238,0.981755012936936,1.01059949653875
CERN,1.01602863636914,1.06289695828923,0.945397445762585,0.972164344031407,1.01779963959642,0.995076652288716,1.05055858570248,207.8610564,CERN,1.01602863636914,1.06289695828923,0.945397445762585,0.972164344031407,1.01779963959642
CHKP,1.01840504470532,1.37044470683328,1.02880338069272,1.09306929400948,1.09328927144759,1.11958190055925,1.1005500416045,90.900002,CHKP,1.01840504470532,1.37044470683328,1.02880338069272,1.09306929400948,1.09328927144759
CHTR,1.0064343486945,2.20306541062302,1.02041095558678,1.01326146362598,1.06245303099574,1.06196309406101,1.06421690147258,306.149994,CHTR,1.0064343486945,2.20306541062302,1.02041095558678,1.01326146362598,1.06245303099574
CMCSA,1.01604315621657,1.5519293047507,1.03438138043541,1.01541217849792,1.0388055601314,1.04197059415985,1.02501965694895,72.669998,CMCSA,1.01604315621657,1.5519293047507,1.03438138043541,1.01541217849792,1.0388055601314
COST,1.01343024072196,1.36739902864697,1.01746647862942,1.00103888167763,1.00213874789677,1.0540177899426,1.0174152526664,163.649994,COST,1.01343024072196,1.36739902864697,1.01746647862942,1.00103888167763,1.00213874789677
CSCO,1.02298203080195,1.27613363707354,0.999325275152156,1.02091630125643,1.02556434130132,1.06241696361564,1.13877814975054,30.120001,CSCO,1.02298203080195,1.27613363707354,0.999325275152156,1.02091630125643,1.02556434130132
CSX,1.01753356525897,1.33110331593644,1.02499475203581,1.2939244028747,1.29967161086625,1.32594416189184,1.31663929061714,108.2699679,CSX,1.01753356525897,1.33110331593644,1.02499475203581,1.2939244028747,1.29967161086625
CTRP,1.02576359613029,1.67781098912703,1.04368553063231,0.995484285232305,0.985098216627136,1.02235262977672,1.09121699992549,88.03810622,CTRP,1.02576359613029,1.67781098912703,1.04368553063231,0.995484285232305,0.985098216627136
CTSH,1.0190117113466,1.21832355871495,1.02155179562109,1.00176583074982,0.938371853182017,1.0241921055207,1.04679494887025,113.5353172,CTSH,1.0190117113466,1.21832355871495,1.02155179562109,1.00176583074982,0.938371853182017
CTXS,1.02611661880195,1.28203712613597,1.05282947771919,1.03961367043446,1.00142647857065,0.870843812301839,0.875562346598558,91.130005,CTXS,1.02611661880195,1.28203712613597,1.05282947771919,1.03961367043446,1.00142647857065
DISCA,1.0329576931151,0.899222363576435,1.01024649248385,1.0211091228809,1.026118031,1.0447227171784,1.00250443690864,53.65107577,DISCA,1.0329576931151,0.899222363576435,1.01024649248385,1.0211091228809,1.026118031
DISCK,1.03327073404455,0.94851758301852,1.03684293529987,1.0249908134606,1.03013605412537,1.03822128050565,1.0069827643268,53.67977297,DISCK,1.03327073404455,0.94851758301852,1.03684293529987,1.0249908134606,1.03013605412537
DISH,1.02367887002905,1.30455051570911,1.00355380418192,1.0098578055481,0.96315444451595,1.0227860374582,1.01777632533832,61.880001,DISH,1.02367887002905,1.30455051570911,1.00355380418192,1.0098578055481,0.96315444451595
DLTR,1.02525511429973,1.34839396572103,0.996446711535381,0.980129856057125,0.983568959530738,1.00038210373093,0.970449624227223,156.7375474,DLTR,1.02525511429973,1.34839396572103,0.996446711535381,0.980129856057125,0.983568959530738
EA,1.02392980001699,2.00714644925807,1.05594796197972,1.00360204888988,1.04446645074757,1.08669725281893,1.11638299332364,80.510002,EA,1.02392980001699,2.00714644925807,1.05594796197972,1.00360204888988,1.04446645074757
EBAY,1.03712429635517,1.41654286455204,1.0429044189686,1.00132053478324,1.05645424081612,1.12545390792783,1.10465493202404,74.6717806,EBAY,1.03712429635517,1.41654286455204,1.0429044189686,1.00132053478324,1.05645424081612
ESRX,1.02759410625308,1.09581453511054,1.05073172184501,0.974778486372036,0.939195648880365,0.946557626655449,0.924880679653491,73.349998,ESRX,1.02759410625308,1.09581453511054,1.05073172184501,0.974778486372036,0.939195648880365
EXPE,1.02046279981744,1.6094942079874,1.15968869356761,1.01353510771409,1.02269865575865,1.03455234219132,1.05817575623387,118.949997,EXPE,1.02046279981744,1.6094942079874,1.15968869356761,1.01353510771409,1.02269865575865
FAST,1.01728222034269,1.10459063895075,1.02357632829496,1.06998544256032,1.04582380966046,1.05873784919592,1.06248698371409,96.71174179,FAST,1.01728222034269,1.10459063895075,1.02357632829496,1.06998544256032,1.04582380966046
FISV,1.01177261628435,1.78703298190611,1.00826291544063,0.983576971984424,0.976809239878089,0.995307733505871,1.06749686862695,221.0550892,FISV,1.01177261628435,1.78703298190611,1.00826291544063,0.983576971984424,0.976809239878089
FOX,1.0211278458371,1.07642215512977,0.980438447214447,1.01671210770888,1.06002728538711,1.01841749671555,1.03683492475682,29.32,FOX,1.0211278458371,1.07642215512977,0.980438447214447,1.01671210770888,1.06002728538711
FOXA,1.02714074763463,1.10061819041195,1.01271066596764,1.00966341187938,1.0476508159311,1.00366547796668,1.03032322609297,30.01,FOXA,1.02714074763463,1.10061819041195,1.01271066596764,1.00966341187938,1.0476508159311
GILD,1.03025381144876,1.12152442179863,1.02404678921551,0.982558208241988,1.00470658924343,0.938399818119774,0.949750870531436,143.10949,GILD,1.03025381144876,1.12152442179863,1.02404678921551,0.982558208241988,1.00470658924343
GOOG,1.02623381397282,1.59084730215605,1.03913264104331,1.0249314680953,0.994341100351563,1.01879969961285,1.04852257350079,1605.898172,GOOG,1.02623381397282,1.59084730215605,1.03913264104331,1.0249314680953,0.994341100351563
GOOGL,1.02617030296075,1.60914390703978,1.01543676549077,1.026175020591,0.99188963412838,1.01438901229896,1.04149191689459,1642.696818,GOOGL,1.02617030296075,1.60914390703978,1.01543676549077,1.026175020591,0.99188963412838
HSIC,1.00688979794121,1.40242927327761,1.01823065878249,0.986508572135879,1.00363956426997,1.04260788739797,1.08389806060869,159.360001,HSIC,1.00688979794121,1.40242927327761,1.01823065878249,0.986508572135879,1.00363956426997
ILMN,1.02290893810438,1.42796931376075,0.999380764565488,0.999628218957478,0.995166693910669,1.02026266496965,1.03817070136631,250.3459052,ILMN,1.02290893810438,1.42796931376075,0.999380764565488,0.999628218957478,0.995166693910669
INCY,1.02607298595882,2.11158122297139,1.03579481693283,1.03545540074466,1.05938342390161,1.06776696240037,1.31359702481012,114.510002,INCY,1.02607298595882,2.11158122297139,1.03579481693283,1.03545540074466,1.05938342390161
INTC,1.02280657868153,1.31885339503484,1.02829536182603,1.02304155688592,1.01301165712664,0.971808050339606,0.984006505549014,36.889999,INTC,1.02280657868153,1.31885339503484,1.02829536182603,1.02304155688592,1.01301165712664
INTU,1.02381371044242,1.49168343899471,1.01017639850786,1.01929674130148,1.01698116675129,1.01783878263696,1.07795886926173,116.599998,INTU,1.02381371044242,1.49168343899471,1.01017639850786,1.01929674130148,1.01698116675129
ISRG,1.01955924920918,1.34007346302696,0.974576563383987,1.0090240150623,1.05084439527258,1.07155877890491,1.11481044385397,663.789978,ISRG,1.01955924920918,1.34007346302696,0.974576563383987,1.0090240150623,1.05084439527258
LBTYA,1.02447355179477,0.969595843201271,1.04369409961779,1.01207596301553,1.05750431500055,1.02530192671096,1.0437032792751,66.89733593,LBTYA,1.02447355179477,0.969595843201271,1.04369409961779,1.01207596301553,1.05750431500055
LRCX,1.01577103677518,1.77281842736814,1.00434397981109,1.04447070794675,1.05820300203195,1.07011639778786,1.09930882238944,109.959999,LRCX,1.01577103677518,1.77281842736814,1.00434397981109,1.04447070794675,1.05820300203195
MAR,1.01592240084703,1.50093887947438,0.957622181311788,1.03106415357047,1.03434041818515,1.06079351711479,1.05593972564592,82.410004,MAR,1.01592240084703,1.50093887947438,0.957622181311788,1.03106415357047,1.03434041818515
MAT,1.0306121439087,0.957046049188053,0.997822588986007,1.00741935499806,0.849354838738434,0.840322548235484,0.824838710030323,31,MAT,1.0306121439087,0.957046049188053,0.997822588986007,1.00741935499806,0.849354838738434
MCHP,1.0218792844138,1.49757305243786,1.03210462737533,1.04217144643005,1.05597304189089,1.0969176518567,1.14077595727747,65.209999,MCHP,1.0218792844138,1.49757305243786,1.03210462737533,1.04217144643005,1.05597304189089
MDLZ,1.02138691782061,1.33899041633512,0.969148043599384,1.00355555524258,0.989999977565504,1.0037777329959,0.978222221870239,67.32582688,MDLZ,1.02138691782061,1.33899041633512,0.969148043599384,1.00355555524258,0.989999977565504
MNST,1.04084116917319,1.49110381071093,1.07661612312971,0.995905368369142,0.973839898987386,1.02320293563651,1.07484078919769,258.2149229,MNST,1.04084116917319,1.49110381071093,1.07661612312971,0.995905368369142,0.973839898987386
MSFT,1.0228387874661,1.57531270543659,1.01650140128429,1.01707362379913,1.03957242824088,1.03494499913495,1.04132765420375,62.669998,MSFT,1.0228387874661,1.57531270543659,1.01650140128429,1.01707362379913,1.03957242824088
MU,1.03163846162554,1.35354055388478,1.09579435983336,1.06503690015913,1.11392988975557,1.11623620899078,1.1877306274701,21.68,MU,1.03163846162554,1.35354055388478,1.09579435983336,1.06503690015913,1.11392988975557
MXIM,1.02276876590311,1.29639746362685,1.04141054822951,1.03263008004969,1.10058889109857,1.11457316599142,1.10893040275134,40.759998,MXIM,1.02276876590311,1.29639746362685,1.04141054822951,1.03263008004969,1.10058889109857
MYL,1.02743404089626,0.966895387043387,0.960915012818886,0.971759036654774,1.0244755249575,1.07288862251741,1.17616998427972,37.18,MYL,1.02743404089626,0.966895387043387,0.960915012818886,0.971759036654774,1.0244755249575
NFLX,1.04290619982406,2.37252148128842,1.2061979925013,1.05795349887911,1.06470981552964,1.09563838589234,1.06448461467965,1485.443441,NFLX,1.04290619982406,2.37252148128842,1.2061979925013,1.05795349887911,1.06470981552964
NTAP,1.02717532455441,0.966642653779692,1.02446397694786,1.05490193091127,1.07619039005016,1.11596635518572,1.18767509234542,35.700001,NTAP,1.02717532455441,0.966642653779692,1.02446397694786,1.05490193091127,1.07619039005016
NTES,1.00400080379363,2.40283591402428,1.04835940866493,1.0664238198081,1.05156640670985,1.08289533019209,1.20688651651196,241.630005,NTES,1.00400080379363,2.40283591402428,1.04835940866493,1.0664238198081,1.05156640670985
NVDA,0.975938062467461,3.75456556846586,1.00642009800942,1.07322430338137,1.09786517571769,1.13707108210474,0.99850357134932,100.239998,NVDA,0.975938062467461,3.75456556846586,1.00642009800942,1.07322430338137,1.09786517571769
NXPI,1.01437376167969,1.77150409308013,1.05888821219773,0.992150106268645,1.00081559822115,1.04485678683135,1.06259564910373,98.089996,NXPI,1.01437376167969,1.77150409308013,1.05888821219773,0.992150106268645,1.00081559822115
ORLY,1.01652041253571,1.76724828094431,1.03430370991695,0.95927325883396,0.939998580427496,0.973122505182946,0.968125382535509,280.160004,ORLY,1.01652041253571,1.76724828094431,1.03430370991695,0.95927325883396,0.939998580427496
PAYX,1.01957003958366,1.450957771142,1.00009959680995,1.01573768840393,0.996065540571773,0.970983606782787,1.02524591829775,61,PAYX,1.01957003958366,1.450957771142,1.00009959680995,1.01573768840393,0.996065540571773
PCAR,1.02301664333442,1.24170678461951,1.02772398727654,1.00014950634957,1.02600892265019,1.04469352607792,1.01420023825761,66.900002,PCAR,1.02301664333442,1.24170678461951,1.02772398727654,1.00014950634957,1.02600892265019
PCLN,1.02149833455795,1.56362640138507,1.05419016187566,1.01348680959655,1.03506948187638,1.06910344870245,1.13845929844687,1545.219971,PCLN,1.02149833455795,1.56362640138507,1.05419016187566,1.01348680959655,1.03506948187638
QCOM,1.03476073786837,1.03057918962944,1.07196233846,0.862378254799699,0.829441791727897,0.852481873020838,0.909076895115538,64.669998,QCOM,1.03476073786837,1.03057918962944,1.07196233846,0.862378254799699,0.829441791727897
QVCA,1.02611253124473,0.841058746883087,1.03759710821234,1.00000000041818,0.998961038768799,1.01350649311584,1.04207786984727,19.25,QVCA,1.02611253124473,0.841058746883087,1.03759710821234,1.00000000041818,0.998961038768799
REGN,1.0225617237087,1.30467536926729,1.03929503240055,0.980038466573954,0.989826747408892,1.04061036185565,1.08042342324696,363.700012,REGN,1.0225617237087,1.30467536926729,1.03929503240055,0.980038466573954,0.989826747408892
ROST,1.03040112199068,1.71999363031986,1.01040612483438,0.982492567091895,0.981157196289344,1.02418393094365,0.996142388657253,270.1235589,ROST,1.03040112199068,1.71999363031986,1.01040612483438,0.982492567091895,0.981157196289344
SBAC,1.017402994769,1.26532186842666,1.03251027806,0.992612246565885,1.00464101162138,1.03883309223098,1.12123503238332,105.580002,SBAC,1.017402994769,1.26532186842666,1.03251027806,0.992612246565885,1.00464101162138
SBUX,1.01457941662589,1.51823635332725,0.997615074653319,1.00308641902897,0.957990379962857,0.971536350778391,0.949931446484522,116.5543241,SBUX,1.01457941662589,1.51823635332725,0.997615074653319,1.00308641902897,0.957990379962857
SIRI,1.02044213694011,1.41729276786819,1.01335374807149,1.00871459738126,1.04357298474946,1.0370370367451,1.1307189537342,4.59,SIRI,1.02044213694011,1.41729276786819,1.01335374807149,1.00871459738126,1.04357298474946
SRCL,1.01108569522535,0.769843828480719,0.974088061307212,1.00559080658564,0.958628474610495,0.973040153113727,1.02323273715215,80.489998,SRCL,1.01108569522535,0.769843828480719,0.974088061307212,1.00559080658564,0.958628474610495
STX,1.04399871608471,0.992989835399938,0.954710721585093,1.02398272677432,1.2177310105068,1.29560767183815,1.27431958343365,37.110001,STX,1.04399871608471,0.992989835399938,0.954710721585093,1.02398272677432,1.2177310105068
SWKS,1.03208218939772,1.58957755713144,1.04694367342028,1.19834602938017,1.19498648686118,1.20558217047131,1.27535855162546,77.389999,SWKS,1.03208218939772,1.58957755713144,1.04694367342028,1.19834602938017,1.19498648686118
SYMC,1.01809033093457,1.24084178199629,1.03281623388965,1.04609520031429,1.04990472334873,1.11809523777143,1.14514281945295,26.25,SYMC,1.01809033093457,1.24084178199629,1.03281623388965,1.04609520031429,1.04990472334873
TMUS,1.01004668589992,2.13371822198492,1.0665229507361,1.05265900185605,1.08828637357427,1.06013206339482,1.07525196218155,57.540001,TMUS,1.01004668589992,2.13371822198492,1.0665229507361,1.05265900185605,1.08828637357427
TSCO,1.02529278498946,1.23319816437595,1.00759588686872,0.973112694626867,0.961608040991897,0.963676345280265,0.938857240088549,154.919019,TSCO,1.02529278498946,1.23319816437595,1.00759588686872,0.973112694626867,0.961608040991897
TSLA,1.01864352692435,1.66295171881293,0.901314340733347,1.07669558191495,1.0813015233292,1.18652024542301,1.04162267606111,236.649994,TSLA,1.01864352692435,1.66295171881293,0.901314340733347,1.07669558191495,1.0813015233292
TXN,1.01469022408579,1.65076633444312,1.00683471296634,1.03465806090899,1.03760200616903,1.01351525440043,1.07895080639639,74.730003,TXN,1.01469022408579,1.65076633444312,1.00683471296634,1.03465806090899,1.03760200616903
ULTA,1.00489696353594,2.06855987089095,1.14562648127824,1.01923945510305,1.03457810810249,1.02749575331458,1.08767608038901,264.040009,ULTA,1.00489696353594,2.06855987089095,1.14562648127824,1.01923945510305,1.03457810810249
VIAB,1.0262549618159,0.682153103213473,1.03006791209663,1.0583546494705,1.09485855586748,1.1246786049466,1.14395881028219,38.900002,VIAB,1.0262549618159,0.682153103213473,1.03006791209663,1.0583546494705,1.09485855586748
VOD,1.02336181307479,0.845537084063865,1.03257517776919,0.979631052900343,0.958877825137587,0.964258262629516,0.972713258694989,26.02,VOD,1.02336181307479,0.845537084063865,1.03257517776919,0.979631052900343,0.958877825137587
VRSK,1.01161481566296,1.34349674612689,1.01731541060835,1.01493825919732,1.02469135802469,1.05222225975484,0.992962963275939,81,VRSK,1.01161481566296,1.34349674612689,1.01731541060835,1.01493825919732,1.02469135802469
WBA,1.02345504779238,1.39915891171419,1.01098858869562,0.971499809794574,0.973043617183708,0.993112433489879,1.02196887566143,84.209999,WBA,1.02345504779238,1.39915891171419,1.01098858869562,0.971499809794574,0.973043617183708
WDC,1.02801654717417,1.18232296122531,1.02464469941069,1.0629253937262,1.11001536589017,1.09279066800363,1.04847902580816,71.989998,WDC,1.02801654717417,1.18232296122531,1.02464469941069,1.0629253937262,1.11001536589017
WFM,1.02485161517344,0.768442341704511,0.952364321964169,0.985516607461666,0.973929835960847,0.982298036631082,0.953331219626275,61.58497225,WFM,1.02485161517344,0.768442341704511,0.952364321964169,0.985516607461666,0.973929835960847
XLNX,1.02383142956127,1.37180748252627,1.00922769530561,1.02591307837009,1.02382606949079,1.03826088679489,1.039478261064,57.5,XLNX,1.02383142956127,1.37180748252627,1.00922769530561,1.02591307837009,1.02382606949079
YHOO,1.02766776707999,1.41186178634973,1.02264584885228,1.04911029450288,1.04744958218575,1.08113873834073,1.09608538096867,42.150002,YHOO,1.02766776707999,1.41186178634973,1.02264584885228,1.04911029450288,1.04744958218575
XRAY,1.01434184055754,1.23607203545087,1.02635826723756,0.974733567860508,0.974905483413366,1.01443795140279,1.09504982865208,58.18,XRAY,1.01434184055754,1.23607203545087,1.02635826723756,0.974733567860508,0.974905483413366
