date,CERN,isPartial
2015-12-26,26,False
2015-12-27,28,False
2015-12-28,32,False
2015-12-29,31,False
2015-12-30,30,False
2015-12-31,30,False
2016-01-01,27,False
2016-01-02,31,False
2016-01-03,30,False
2016-01-04,40,False
2016-01-05,39,False
2016-01-06,32,False
2016-01-07,40,False
2016-01-08,47,False
2016-01-09,30,False
2016-01-10,39,False
2016-01-11,42,False
2016-01-12,40,False
2016-01-13,40,False
2016-01-14,36,False
2016-01-15,42,False
2016-01-16,27,False
2016-01-17,33,False
2016-01-18,32,False
2016-01-19,45,False
2016-01-20,33,False
2016-01-21,41,False
2016-01-22,40,False
2016-01-23,37,False
2016-01-24,35,False
2016-01-25,41,False
2016-01-26,37,False
2016-01-27,44,False
2016-01-28,32,False
2016-01-29,38,False
2016-01-30,26,False
2016-01-31,28,False
2016-02-01,31,False
2016-02-02,38,False
2016-02-03,36,False
2016-02-04,36,False
2016-02-05,28,False
2016-02-06,23,False
2016-02-07,26,False
2016-02-08,35,False
2016-02-09,34,False
2016-02-10,38,False
2016-02-11,46,False
2016-02-12,40,False
2016-02-13,28,False
2016-02-14,24,False
2016-02-15,44,False
2016-02-16,34,False
2016-02-17,44,False
2016-02-18,33,False
2016-02-19,29,False
2016-02-20,35,False
2016-02-21,21,False
2016-02-22,47,False
2016-02-23,30,False
2016-02-24,39,False
2016-02-25,35,False
2016-02-26,35,False
2016-02-27,23,False
2016-02-28,20,False
2016-02-29,43,False
2016-03-01,32,False
2016-03-02,31,False
2016-03-03,34,False
2016-03-04,31,False
2016-03-05,24,False
2016-03-06,27,False
2016-03-07,34,False
2016-03-08,39,False
2016-03-09,37,False
2016-03-10,30,False
2016-03-11,41,False
2016-03-12,24,False
2016-03-13,21,False
2016-03-14,28,False
2016-03-15,30,False
2016-03-16,36,False
2016-03-17,35,False
2016-03-18,38,False
2016-03-19,25,False
2016-03-20,25,False
2016-03-21,33,False
2016-03-22,34,False
2016-03-23,36,False
2016-03-24,26,False
2016-03-25,29,False
2016-03-26,26,False
2016-03-27,21,False
2016-03-28,24,False
2016-03-29,30,False
2016-03-30,33,False
2016-03-31,26,False
2016-04-01,34,False
2016-04-02,21,False
2016-04-03,22,False
2016-04-04,27,False
2016-04-05,38,False
2016-04-06,34,False
2016-04-07,26,False
2016-04-08,36,False
2016-04-09,23,False
2016-04-10,24,False
2016-04-11,32,False
2016-04-12,34,False
2016-04-13,37,False
2016-04-14,36,False
2016-04-15,29,False
2016-04-16,26,False
2016-04-17,32,False
2016-04-18,34,False
2016-04-19,32,False
2016-04-20,39,False
2016-04-21,35,False
2016-04-22,28,False
2016-04-23,20,False
2016-04-24,30,False
2016-04-25,33,False
