date,CERN,isPartial
2015-04-10,8,False
2015-04-11,8,False
2015-04-12,7,False
2015-04-13,10,False
2015-04-14,10,False
2015-04-15,9,False
2015-04-16,9,False
2015-04-17,9,False
2015-04-18,6,False
2015-04-19,8,False
2015-04-20,8,False
2015-04-21,8,False
2015-04-22,9,False
2015-04-23,8,False
2015-04-24,8,False
2015-04-25,7,False
2015-04-26,7,False
2015-04-27,10,False
2015-04-28,9,False
2015-04-29,8,False
2015-04-30,9,False
2015-05-01,8,False
2015-05-02,7,False
2015-05-03,7,False
2015-05-04,9,False
2015-05-05,9,False
2015-05-06,8,False
2015-05-07,9,False
2015-05-08,8,False
2015-05-09,6,False
2015-05-10,5,False
2015-05-11,8,False
2015-05-12,10,False
2015-05-13,8,False
2015-05-14,8,False
2015-05-15,10,False
2015-05-16,8,False
2015-05-17,6,False
2015-05-18,9,False
2015-05-19,9,False
2015-05-20,9,False
2015-05-21,10,False
2015-05-22,9,False
2015-05-23,7,False
2015-05-24,7,False
2015-05-25,8,False
2015-05-26,10,False
2015-05-27,9,False
2015-05-28,10,False
2015-05-29,10,False
2015-05-30,8,False
2015-05-31,9,False
2015-06-01,9,False
2015-06-02,9,False
2015-06-03,18,False
2015-06-04,14,False
2015-06-05,10,False
2015-06-06,8,False
2015-06-07,9,False
2015-06-08,10,False
2015-06-09,10,False
2015-06-10,10,False
2015-06-11,9,False
2015-06-12,8,False
2015-06-13,7,False
2015-06-14,8,False
2015-06-15,8,False
2015-06-16,8,False
2015-06-17,7,False
2015-06-18,9,False
2015-06-19,9,False
2015-06-20,8,False
2015-06-21,8,False
2015-06-22,9,False
2015-06-23,10,False
2015-06-24,10,False
2015-06-25,8,False
2015-06-26,7,False
2015-06-27,8,False
2015-06-28,7,False
2015-06-29,9,False
2015-06-30,8,False
2015-07-01,8,False
2015-07-02,8,False
2015-07-03,8,False
2015-07-04,7,False
2015-07-05,5,False
2015-07-06,8,False
2015-07-07,12,False
2015-07-08,9,False
2015-07-09,8,False
2015-07-10,8,False
2015-07-11,6,False
2015-07-12,7,False
2015-07-13,9,False
2015-07-14,11,False
2015-07-15,11,False
2015-07-16,9,False
2015-07-17,9,False
2015-07-18,8,False
2015-07-19,8,False
2015-07-20,8,False
2015-07-21,8,False
2015-07-22,8,False
2015-07-23,8,False
2015-07-24,9,False
2015-07-25,7,False
2015-07-26,8,False
2015-07-27,8,False
2015-07-28,8,False
2015-07-29,8,False
2015-07-30,9,False
2015-07-31,8,False
2015-08-01,9,False
2015-08-02,8,False
2015-08-03,10,False
2015-08-04,9,False
2015-08-05,9,False
2015-08-06,9,False
2015-08-07,8,False
2015-08-08,8,False
2015-08-09,8,False
2015-08-10,10,False
2015-08-11,9,False
2015-08-12,12,False
2015-08-13,11,False
2015-08-14,12,False
2015-08-15,12,False
2015-08-16,12,False
2015-08-17,13,False
2015-08-18,12,False
2015-08-19,13,False
2015-08-20,13,False
2015-08-21,12,False
2015-08-22,12,False
2015-08-23,12,False
2015-08-24,14,False
2015-08-25,14,False
2015-08-26,14,False
2015-08-27,15,False
2015-08-28,15,False
2015-08-29,13,False
2015-08-30,14,False
2015-08-31,15,False
2015-09-01,20,False
2015-09-02,21,False
2015-09-03,21,False
2015-09-04,19,False
2015-09-05,18,False
2015-09-06,19,False
2015-09-07,22,False
2015-09-08,20,False
2015-09-09,20,False
2015-09-10,20,False
2015-09-11,21,False
2015-09-12,19,False
2015-09-13,20,False
2015-09-14,23,False
2015-09-15,22,False
2015-09-16,24,False
2015-09-17,27,False
2015-09-18,27,False
2015-09-19,24,False
2015-09-20,27,False
2015-09-21,32,False
2015-09-22,46,False
2015-09-23,100,False
2015-09-24,51,False
2015-09-25,27,False
2015-09-26,20,False
2015-09-27,20,False
2015-09-28,20,False
2015-09-29,15,False
2015-09-30,15,False
2015-10-01,11,False
2015-10-02,11,False
2015-10-03,10,False
2015-10-04,9,False
2015-10-05,10,False
2015-10-06,10,False
2015-10-07,9,False
2015-10-08,9,False
2015-10-09,10,False
2015-10-10,7,False
2015-10-11,7,False
2015-10-12,9,False
2015-10-13,8,False
2015-10-14,9,False
2015-10-15,9,False
2015-10-16,7,False
2015-10-17,6,False
2015-10-18,7,False
2015-10-19,10,False
2015-10-20,10,False
2015-10-21,10,False
2015-10-22,9,False
2015-10-23,9,False
2015-10-24,7,False
2015-10-25,8,False
2015-10-26,10,False
2015-10-27,8,False
2015-10-28,8,False
2015-10-29,9,False
2015-10-30,9,False
2015-10-31,7,False
2015-11-01,7,False
2015-11-02,10,False
2015-11-03,8,False
2015-11-04,10,False
2015-11-05,9,False
2015-11-06,8,False
2015-11-07,7,False
2015-11-08,8,False
2015-11-09,12,False
2015-11-10,9,False
2015-11-11,8,False
2015-11-12,8,False
2015-11-13,8,False
