date,CERN,isPartial
2014-03-16,27,False
2014-03-17,39,False
2014-03-18,39,False
2014-03-19,41,False
2014-03-20,40,False
2014-03-21,38,False
2014-03-22,38,False
2014-03-23,25,False
2014-03-24,43,False
2014-03-25,44,False
2014-03-26,43,False
2014-03-27,41,False
2014-03-28,31,False
2014-03-29,19,False
2014-03-30,28,False
2014-03-31,39,False
2014-04-01,100,False
2014-04-02,55,False
2014-04-03,42,False
2014-04-04,36,False
2014-04-05,17,False
2014-04-06,27,False
2014-04-07,35,False
2014-04-08,39,False
2014-04-09,42,False
2014-04-10,46,False
2014-04-11,39,False
2014-04-12,23,False
2014-04-13,36,False
2014-04-14,38,False
2014-04-15,38,False
2014-04-16,41,False
2014-04-17,36,False
2014-04-18,29,False
2014-04-19,30,False
2014-04-20,32,False
2014-04-21,30,False
2014-04-22,33,False
2014-04-23,37,False
2014-04-24,46,False
2014-04-25,42,False
2014-04-26,29,False
2014-04-27,27,False
2014-04-28,48,False
2014-04-29,44,False
2014-04-30,34,False
2014-05-01,34,False
2014-05-02,35,False
2014-05-03,16,False
2014-05-04,31,False
2014-05-05,41,False
2014-05-06,40,False
2014-05-07,37,False
2014-05-08,39,False
2014-05-09,37,False
2014-05-10,29,False
2014-05-11,26,False
2014-05-12,44,False
2014-05-13,46,False
2014-05-14,31,False
2014-05-15,44,False
2014-05-16,45,False
2014-05-17,23,False
2014-05-18,34,False
2014-05-19,45,False
2014-05-20,57,False
2014-05-21,45,False
2014-05-22,41,False
2014-05-23,46,False
2014-05-24,38,False
2014-05-25,25,False
2014-05-26,40,False
2014-05-27,42,False
2014-05-28,37,False
2014-05-29,29,False
2014-05-30,39,False
2014-05-31,21,False
2014-06-01,32,False
2014-06-02,33,False
2014-06-03,38,False
2014-06-04,33,False
2014-06-05,45,False
2014-06-06,37,False
2014-06-07,21,False
2014-06-08,24,False
2014-06-09,30,False
2014-06-10,37,False
2014-06-11,34,False
2014-06-12,41,False
2014-06-13,25,False
2014-06-14,29,False
2014-06-15,30,False
2014-06-16,35,False
2014-06-17,34,False
2014-06-18,43,False
2014-06-19,32,False
2014-06-20,46,False
2014-06-21,26,False
2014-06-22,28,False
2014-06-23,42,False
2014-06-24,40,False
2014-06-25,33,False
2014-06-26,37,False
2014-06-27,37,False
2014-06-28,26,False
2014-06-29,32,False
2014-06-30,40,False
2014-07-01,41,False
2014-07-02,41,False
2014-07-03,38,False
2014-07-04,32,False
2014-07-05,26,False
2014-07-06,26,False
2014-07-07,35,False
2014-07-08,34,False
2014-07-09,34,False
2014-07-10,42,False
2014-07-11,35,False
2014-07-12,25,False
2014-07-13,21,False
2014-07-14,39,False
2014-07-15,34,False
2014-07-16,24,False
2014-07-17,33,False
2014-07-18,37,False
2014-07-19,25,False
2014-07-20,27,False
2014-07-21,42,False
2014-07-22,39,False
2014-07-23,40,False
2014-07-24,34,False
2014-07-25,44,False
2014-07-26,31,False
2014-07-27,25,False
2014-07-28,40,False
2014-07-29,37,False
2014-07-30,30,False
2014-07-31,35,False
2014-08-01,33,False
2014-08-02,22,False
2014-08-03,26,False
2014-08-04,42,False
2014-08-05,40,False
2014-08-06,33,False
2014-08-07,47,False
2014-08-08,35,False
2014-08-09,28,False
2014-08-10,37,False
2014-08-11,24,False
2014-08-12,29,False
2014-08-13,37,False
2014-08-14,31,False
2014-08-15,27,False
2014-08-16,27,False
2014-08-17,29,False
2014-08-18,30,False
2014-08-19,40,False
2014-08-20,38,False
2014-08-21,33,False
2014-08-22,37,False
2014-08-23,27,False
2014-08-24,30,False
2014-08-25,34,False
2014-08-26,37,False
2014-08-27,38,False
2014-08-28,38,False
2014-08-29,39,False
2014-08-30,29,False
2014-08-31,23,False
2014-09-01,37,False
2014-09-02,39,False
2014-09-03,33,False
2014-09-04,39,False
2014-09-05,42,False
2014-09-06,34,False
